name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problem_Severity,Household_Income
"Staunton city, Virginia",9710.0,381.0,1.0,05000US51790,51,790,T,All,All,All
"Staunton city, Virginia",5780.0,380.0,2.0,05000US51790,51,790,S,Owner,All,All
"Staunton city, Virginia",0.0,161.0,3.0,05000US51790,51,790,S,Owner,Substandard,All
"Staunton city, Virginia",0.0,161.0,4.0,05000US51790,51,790,D,Owner,Substandard,<=30% AMI
"Staunton city, Virginia",0.0,161.0,5.0,05000US51790,51,790,D,Owner,Substandard,30.1-50% AMI
"Staunton city, Virginia",0.0,161.0,6.0,05000US51790,51,790,D,Owner,Substandard,50.1-60% AMI
"Staunton city, Virginia",0.0,161.0,7.0,05000US51790,51,790,D,Owner,Substandard,60.1-80% AMI
"Staunton city, Virginia",0.0,161.0,8.0,05000US51790,51,790,D,Owner,Substandard,80.1-95% AMI
"Staunton city, Virginia",0.0,161.0,9.0,05000US51790,51,790,D,Owner,Substandard,>95% AMI
"Staunton city, Virginia",0.0,161.0,10.0,05000US51790,51,790,S,Owner,Severely overcrowded,All
"Staunton city, Virginia",0.0,161.0,11.0,05000US51790,51,790,D,Owner,Severely overcrowded,<=30% AMI
"Staunton city, Virginia",0.0,161.0,12.0,05000US51790,51,790,D,Owner,Severely overcrowded,30.1-50% AMI
"Staunton city, Virginia",0.0,161.0,13.0,05000US51790,51,790,D,Owner,Severely overcrowded,50.1-60% AMI
"Staunton city, Virginia",0.0,161.0,14.0,05000US51790,51,790,D,Owner,Severely overcrowded,60.1-80% AMI
"Staunton city, Virginia",0.0,161.0,15.0,05000US51790,51,790,D,Owner,Severely overcrowded,80.1-95% AMI
"Staunton city, Virginia",0.0,161.0,16.0,05000US51790,51,790,D,Owner,Severely overcrowded,>95% AMI
"Staunton city, Virginia",0.0,161.0,17.0,05000US51790,51,790,S,Owner,Overcrowded,All
"Staunton city, Virginia",0.0,161.0,18.0,05000US51790,51,790,D,Owner,Overcrowded,<=30% AMI
"Staunton city, Virginia",0.0,161.0,19.0,05000US51790,51,790,D,Owner,Overcrowded,30.1-50% AMI
"Staunton city, Virginia",0.0,161.0,20.0,05000US51790,51,790,D,Owner,Overcrowded,50.1-60% AMI
"Staunton city, Virginia",0.0,161.0,21.0,05000US51790,51,790,D,Owner,Overcrowded,60.1-80% AMI
"Staunton city, Virginia",0.0,161.0,22.0,05000US51790,51,790,D,Owner,Overcrowded,80.1-95% AMI
"Staunton city, Virginia",0.0,161.0,23.0,05000US51790,51,790,D,Owner,Overcrowded,>95% AMI
"Staunton city, Virginia",515.0,214.0,24.0,05000US51790,51,790,S,Owner,Severely cost burdened,All
"Staunton city, Virginia",325.0,187.0,25.0,05000US51790,51,790,D,Owner,Severely cost burdened,<=30% AMI
"Staunton city, Virginia",75.0,58.0,26.0,05000US51790,51,790,D,Owner,Severely cost burdened,30.1-50% AMI
"Staunton city, Virginia",20.0,33.0,27.0,05000US51790,51,790,D,Owner,Severely cost burdened,50.1-60% AMI
"Staunton city, Virginia",70.0,82.0,28.0,05000US51790,51,790,D,Owner,Severely cost burdened,60.1-80% AMI
"Staunton city, Virginia",10.0,16.0,29.0,05000US51790,51,790,D,Owner,Severely cost burdened,80.1-95% AMI
