name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problem_Severity,Household_Income
"Roanoke city, Virginia",41820.0,717.0,1.0,05000US51770,51,770,T,All,All,All
"Roanoke city, Virginia",24765.0,983.0,2.0,05000US51770,51,770,S,Owner,All,All
"Roanoke city, Virginia",65.0,57.0,3.0,05000US51770,51,770,S,Owner,Substandard,All
"Roanoke city, Virginia",15.0,25.0,4.0,05000US51770,51,770,D,Owner,Substandard,<=30% AMI
"Roanoke city, Virginia",0.0,161.0,5.0,05000US51770,51,770,D,Owner,Substandard,30.1-50% AMI
"Roanoke city, Virginia",0.0,161.0,6.0,05000US51770,51,770,D,Owner,Substandard,50.1-60% AMI
"Roanoke city, Virginia",0.0,161.0,7.0,05000US51770,51,770,D,Owner,Substandard,60.1-80% AMI
"Roanoke city, Virginia",0.0,161.0,8.0,05000US51770,51,770,D,Owner,Substandard,80.1-95% AMI
"Roanoke city, Virginia",50.0,51.0,9.0,05000US51770,51,770,D,Owner,Substandard,>95% AMI
"Roanoke city, Virginia",0.0,161.0,10.0,05000US51770,51,770,S,Owner,Severely overcrowded,All
"Roanoke city, Virginia",0.0,161.0,11.0,05000US51770,51,770,D,Owner,Severely overcrowded,<=30% AMI
"Roanoke city, Virginia",0.0,161.0,12.0,05000US51770,51,770,D,Owner,Severely overcrowded,30.1-50% AMI
"Roanoke city, Virginia",0.0,161.0,13.0,05000US51770,51,770,D,Owner,Severely overcrowded,50.1-60% AMI
"Roanoke city, Virginia",0.0,161.0,14.0,05000US51770,51,770,D,Owner,Severely overcrowded,60.1-80% AMI
"Roanoke city, Virginia",0.0,161.0,15.0,05000US51770,51,770,D,Owner,Severely overcrowded,80.1-95% AMI
"Roanoke city, Virginia",0.0,161.0,16.0,05000US51770,51,770,D,Owner,Severely overcrowded,>95% AMI
"Roanoke city, Virginia",110.0,88.0,17.0,05000US51770,51,770,S,Owner,Overcrowded,All
"Roanoke city, Virginia",0.0,161.0,18.0,05000US51770,51,770,D,Owner,Overcrowded,<=30% AMI
"Roanoke city, Virginia",35.0,58.0,19.0,05000US51770,51,770,D,Owner,Overcrowded,30.1-50% AMI
"Roanoke city, Virginia",0.0,161.0,20.0,05000US51770,51,770,D,Owner,Overcrowded,50.1-60% AMI
"Roanoke city, Virginia",0.0,161.0,21.0,05000US51770,51,770,D,Owner,Overcrowded,60.1-80% AMI
"Roanoke city, Virginia",35.0,37.0,22.0,05000US51770,51,770,D,Owner,Overcrowded,80.1-95% AMI
"Roanoke city, Virginia",40.0,68.0,23.0,05000US51770,51,770,D,Owner,Overcrowded,>95% AMI
"Roanoke city, Virginia",1985.0,340.0,24.0,05000US51770,51,770,S,Owner,Severely cost burdened,All
"Roanoke city, Virginia",895.0,224.0,25.0,05000US51770,51,770,D,Owner,Severely cost burdened,<=30% AMI
"Roanoke city, Virginia",555.0,186.0,26.0,05000US51770,51,770,D,Owner,Severely cost burdened,30.1-50% AMI
"Roanoke city, Virginia",280.0,197.0,27.0,05000US51770,51,770,D,Owner,Severely cost burdened,50.1-60% AMI
