name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problem_Severity,Household_Income
"Winchester city, Virginia",10025.0,385.0,1.0,05000US51840,51,840,T,All,All,All
"Winchester city, Virginia",5095.0,416.0,2.0,05000US51840,51,840,S,Owner,All,All
"Winchester city, Virginia",0.0,161.0,3.0,05000US51840,51,840,S,Owner,Substandard,All
"Winchester city, Virginia",0.0,161.0,4.0,05000US51840,51,840,D,Owner,Substandard,<=30% AMI
"Winchester city, Virginia",0.0,161.0,5.0,05000US51840,51,840,D,Owner,Substandard,30.1-50% AMI
"Winchester city, Virginia",0.0,161.0,6.0,05000US51840,51,840,D,Owner,Substandard,50.1-60% AMI
"Winchester city, Virginia",0.0,161.0,7.0,05000US51840,51,840,D,Owner,Substandard,60.1-80% AMI
"Winchester city, Virginia",0.0,161.0,8.0,05000US51840,51,840,D,Owner,Substandard,80.1-95% AMI
"Winchester city, Virginia",0.0,161.0,9.0,05000US51840,51,840,D,Owner,Substandard,>95% AMI
"Winchester city, Virginia",0.0,161.0,10.0,05000US51840,51,840,S,Owner,Severely overcrowded,All
"Winchester city, Virginia",0.0,161.0,11.0,05000US51840,51,840,D,Owner,Severely overcrowded,<=30% AMI
"Winchester city, Virginia",0.0,161.0,12.0,05000US51840,51,840,D,Owner,Severely overcrowded,30.1-50% AMI
"Winchester city, Virginia",0.0,161.0,13.0,05000US51840,51,840,D,Owner,Severely overcrowded,50.1-60% AMI
"Winchester city, Virginia",0.0,161.0,14.0,05000US51840,51,840,D,Owner,Severely overcrowded,60.1-80% AMI
"Winchester city, Virginia",0.0,161.0,15.0,05000US51840,51,840,D,Owner,Severely overcrowded,80.1-95% AMI
"Winchester city, Virginia",0.0,161.0,16.0,05000US51840,51,840,D,Owner,Severely overcrowded,>95% AMI
"Winchester city, Virginia",15.0,30.0,17.0,05000US51840,51,840,S,Owner,Overcrowded,All
"Winchester city, Virginia",15.0,30.0,18.0,05000US51840,51,840,D,Owner,Overcrowded,<=30% AMI
"Winchester city, Virginia",0.0,161.0,19.0,05000US51840,51,840,D,Owner,Overcrowded,30.1-50% AMI
"Winchester city, Virginia",0.0,161.0,20.0,05000US51840,51,840,D,Owner,Overcrowded,50.1-60% AMI
"Winchester city, Virginia",0.0,161.0,21.0,05000US51840,51,840,D,Owner,Overcrowded,60.1-80% AMI
"Winchester city, Virginia",0.0,161.0,22.0,05000US51840,51,840,D,Owner,Overcrowded,80.1-95% AMI
"Winchester city, Virginia",0.0,161.0,23.0,05000US51840,51,840,D,Owner,Overcrowded,>95% AMI
"Winchester city, Virginia",505.0,221.0,24.0,05000US51840,51,840,S,Owner,Severely cost burdened,All
"Winchester city, Virginia",230.0,133.0,25.0,05000US51840,51,840,D,Owner,Severely cost burdened,<=30% AMI
"Winchester city, Virginia",70.0,89.0,26.0,05000US51840,51,840,D,Owner,Severely cost burdened,30.1-50% AMI
"Winchester city, Virginia",20.0,39.0,27.0,05000US51840,51,840,D,Owner,Severely cost burdened,50.1-60% AMI
"Winchester city, Virginia",55.0,67.0,28.0,05000US51840,51,840,D,Owner,Severely cost burdened,60.1-80% AMI
"Winchester city, Virginia",20.0,35.0,29.0,05000US51840,51,840,D,Owner,Severely cost burdened,80.1-95% AMI
"Winchester city, Virginia",110.0,93.0,30.0,05000US51840,51,840,D,Owner,Severely cost burdened,>95% AMI
"Winchester city, Virginia",630.0,182.0,31.0,05000US51840,51,840,S,Owner,Cost burdened,All
"Winchester city, Virginia",95.0,84.0,32.0,05000US51840,51,840,D,Owner,Cost burdened,<=30% AMI
"Winchester city, Virginia",115.0,78.0,33.0,05000US51840,51,840,D,Owner,Cost burdened,30.1-50% AMI
"Winchester city, Virginia",65.0,73.0,34.0,05000US51840,51,840,D,Owner,Cost burdened,50.1-60% AMI
"Winchester city, Virginia",15.0,24.0,35.0,05000US51840,51,840,D,Owner,Cost burdened,60.1-80% AMI
"Winchester city, Virginia",110.0,84.0,36.0,05000US51840,51,840,D,Owner,Cost burdened,80.1-95% AMI
"Winchester city, Virginia",235.0,121.0,37.0,05000US51840,51,840,D,Owner,Cost burdened,>95% AMI
"Winchester city, Virginia",15.0,32.0,38.0,05000US51840,51,840,S,Owner,No income or no cash rent,All
"Winchester city, Virginia",15.0,32.0,39.0,05000US51840,51,840,D,Owner,No income or no cash rent,<=30% AMI
"Winchester city, Virginia",0.0,161.0,40.0,05000US51840,51,840,D,Owner,No income or no cash rent,30.1-50% AMI
"Winchester city, Virginia",0.0,161.0,41.0,05000US51840,51,840,D,Owner,No income or no cash rent,50.1-60% AMI
"Winchester city, Virginia",0.0,161.0,42.0,05000US51840,51,840,D,Owner,No income or no cash rent,60.1-80% AMI
"Winchester city, Virginia",0.0,161.0,43.0,05000US51840,51,840,D,Owner,No income or no cash rent,80.1-95% AMI
"Winchester city, Virginia",0.0,161.0,44.0,05000US51840,51,840,D,Owner,No income or no cash rent,>95% AMI
"Winchester city, Virginia",3925.0,394.0,45.0,05000US51840,51,840,S,Owner,No housing problems,All
"Winchester city, Virginia",0.0,161.0,46.0,05000US51840,51,840,D,Owner,No housing problems,<=30% AMI
"Winchester city, Virginia",155.0,102.0,47.0,05000US51840,51,840,D,Owner,No housing problems,30.1-50% AMI
"Winchester city, Virginia",205.0,130.0,48.0,05000US51840,51,840,D,Owner,No housing problems,50.1-60% AMI
"Winchester city, Virginia",520.0,205.0,49.0,05000US51840,51,840,D,Owner,No housing problems,60.1-80% AMI
"Winchester city, Virginia",410.0,172.0,50.0,05000US51840,51,840,D,Owner,No housing problems,80.1-95% AMI
"Winchester city, Virginia",2635.0,399.0,51.0,05000US51840,51,840,D,Owner,No housing problems,>95% AMI
"Winchester city, Virginia",4935.0,459.0,52.0,05000US51840,51,840,S,Renter,All,All
"Winchester city, Virginia",0.0,161.0,53.0,05000US51840,51,840,S,Renter,Substandard,All
"Winchester city, Virginia",0.0,161.0,54.0,05000US51840,51,840,D,Renter,Substandard,<=30% AMI
"Winchester city, Virginia",0.0,161.0,55.0,05000US51840,51,840,D,Renter,Substandard,30.1-50% AMI
"Winchester city, Virginia",0.0,161.0,56.0,05000US51840,51,840,D,Renter,Substandard,50.1-60% AMI
"Winchester city, Virginia",0.0,161.0,57.0,05000US51840,51,840,D,Renter,Substandard,60.1-80% AMI
"Winchester city, Virginia",0.0,161.0,58.0,05000US51840,51,840,D,Renter,Substandard,80.1-95% AMI
"Winchester city, Virginia",0.0,161.0,59.0,05000US51840,51,840,D,Renter,Substandard,>95% AMI
"Winchester city, Virginia",0.0,161.0,60.0,05000US51840,51,840,S,Renter,Severely overcrowded,All
"Winchester city, Virginia",0.0,161.0,61.0,05000US51840,51,840,D,Renter,Severely overcrowded,<=30% AMI
