name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problem_Severity,Household_Income
"Virginia Beach city, Virginia",0.0,161.0,56.0,05000US51810,51,810,D,Renter,Substandard,50.1-60% AMI
"Virginia Beach city, Virginia",40.0,50.0,57.0,05000US51810,51,810,D,Renter,Substandard,60.1-80% AMI
"Virginia Beach city, Virginia",0.0,161.0,58.0,05000US51810,51,810,D,Renter,Substandard,80.1-95% AMI
"Virginia Beach city, Virginia",60.0,75.0,59.0,05000US51810,51,810,D,Renter,Substandard,>95% AMI
"Virginia Beach city, Virginia",240.0,155.0,60.0,05000US51810,51,810,S,Renter,Severely overcrowded,All
"Virginia Beach city, Virginia",0.0,161.0,61.0,05000US51810,51,810,D,Renter,Severely overcrowded,<=30% AMI
"Virginia Beach city, Virginia",75.0,71.0,62.0,05000US51810,51,810,D,Renter,Severely overcrowded,30.1-50% AMI
"Virginia Beach city, Virginia",0.0,161.0,63.0,05000US51810,51,810,D,Renter,Severely overcrowded,50.1-60% AMI
"Virginia Beach city, Virginia",20.0,35.0,64.0,05000US51810,51,810,D,Renter,Severely overcrowded,60.1-80% AMI
"Virginia Beach city, Virginia",0.0,161.0,65.0,05000US51810,51,810,D,Renter,Severely overcrowded,80.1-95% AMI
"Virginia Beach city, Virginia",140.0,136.0,66.0,05000US51810,51,810,D,Renter,Severely overcrowded,>95% AMI
"Virginia Beach city, Virginia",775.0,284.0,67.0,05000US51810,51,810,S,Renter,Overcrowded,All
"Virginia Beach city, Virginia",170.0,118.0,68.0,05000US51810,51,810,D,Renter,Overcrowded,<=30% AMI
"Virginia Beach city, Virginia",110.0,90.0,69.0,05000US51810,51,810,D,Renter,Overcrowded,30.1-50% AMI
"Virginia Beach city, Virginia",65.0,57.0,70.0,05000US51810,51,810,D,Renter,Overcrowded,50.1-60% AMI
"Virginia Beach city, Virginia",170.0,154.0,71.0,05000US51810,51,810,D,Renter,Overcrowded,60.1-80% AMI
"Virginia Beach city, Virginia",40.0,42.0,72.0,05000US51810,51,810,D,Renter,Overcrowded,80.1-95% AMI
"Virginia Beach city, Virginia",220.0,166.0,73.0,05000US51810,51,810,D,Renter,Overcrowded,>95% AMI
"Virginia Beach city, Virginia",9010.0,904.0,74.0,05000US51810,51,810,S,Renter,Severely cost burdened,All
"Virginia Beach city, Virginia",4155.0,622.0,75.0,05000US51810,51,810,D,Renter,Severely cost burdened,<=30% AMI
"Virginia Beach city, Virginia",3520.0,598.0,76.0,05000US51810,51,810,D,Renter,Severely cost burdened,30.1-50% AMI
"Virginia Beach city, Virginia",880.0,301.0,77.0,05000US51810,51,810,D,Renter,Severely cost burdened,50.1-60% AMI
"Virginia Beach city, Virginia",395.0,148.0,78.0,05000US51810,51,810,D,Renter,Severely cost burdened,60.1-80% AMI
"Virginia Beach city, Virginia",25.0,43.0,79.0,05000US51810,51,810,D,Renter,Severely cost burdened,80.1-95% AMI
"Virginia Beach city, Virginia",40.0,48.0,80.0,05000US51810,51,810,D,Renter,Severely cost burdened,>95% AMI
"Virginia Beach city, Virginia",13000.0,1040.0,81.0,05000US51810,51,810,S,Renter,Cost burdened,All
"Virginia Beach city, Virginia",365.0,183.0,82.0,05000US51810,51,810,D,Renter,Cost burdened,<=30% AMI
"Virginia Beach city, Virginia",2130.0,594.0,83.0,05000US51810,51,810,D,Renter,Cost burdened,30.1-50% AMI
"Virginia Beach city, Virginia",2615.0,491.0,84.0,05000US51810,51,810,D,Renter,Cost burdened,50.1-60% AMI
"Virginia Beach city, Virginia",4625.0,722.0,85.0,05000US51810,51,810,D,Renter,Cost burdened,60.1-80% AMI
"Virginia Beach city, Virginia",1685.0,390.0,86.0,05000US51810,51,810,D,Renter,Cost burdened,80.1-95% AMI
"Virginia Beach city, Virginia",1575.0,468.0,87.0,05000US51810,51,810,D,Renter,Cost burdened,>95% AMI
"Virginia Beach city, Virginia",1910.0,387.0,88.0,05000US51810,51,810,S,Renter,No income or no cash rent,All
"Virginia Beach city, Virginia",700.0,246.0,89.0,05000US51810,51,810,D,Renter,No income or no cash rent,<=30% AMI
"Virginia Beach city, Virginia",155.0,87.0,90.0,05000US51810,51,810,D,Renter,No income or no cash rent,30.1-50% AMI
"Virginia Beach city, Virginia",175.0,132.0,91.0,05000US51810,51,810,D,Renter,No income or no cash rent,50.1-60% AMI
"Virginia Beach city, Virginia",250.0,156.0,92.0,05000US51810,51,810,D,Renter,No income or no cash rent,60.1-80% AMI
"Virginia Beach city, Virginia",195.0,120.0,93.0,05000US51810,51,810,D,Renter,No income or no cash rent,80.1-95% AMI
"Virginia Beach city, Virginia",430.0,180.0,94.0,05000US51810,51,810,D,Renter,No income or no cash rent,>95% AMI
"Virginia Beach city, Virginia",25370.0,1475.0,95.0,05000US51810,51,810,S,Renter,No housing problems,All
"Virginia Beach city, Virginia",585.0,288.0,96.0,05000US51810,51,810,D,Renter,No housing problems,<=30% AMI
"Virginia Beach city, Virginia",665.0,260.0,97.0,05000US51810,51,810,D,Renter,No housing problems,30.1-50% AMI
"Virginia Beach city, Virginia",260.0,124.0,98.0,05000US51810,51,810,D,Renter,No housing problems,50.1-60% AMI
"Virginia Beach city, Virginia",2490.0,490.0,99.0,05000US51810,51,810,D,Renter,No housing problems,60.1-80% AMI
"Virginia Beach city, Virginia",3720.0,629.0,100.0,05000US51810,51,810,D,Renter,No housing problems,80.1-95% AMI
"Virginia Beach city, Virginia",17655.0,1307.0,101.0,05000US51810,51,810,D,Renter,No housing problems,>95% AMI
