name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Substandard_Housing,Affordability,Household_Income,Bedrooms
"Roanoke County, Virginia",9415.0,648.0,1.0,05000US51161,51,161,T,All,All,All,All
"Roanoke County, Virginia",35.0,44.0,2.0,05000US51161,51,161,S,Substandard,All,All,All
"Roanoke County, Virginia",9380.0,644.0,3.0,05000US51161,51,161,S,Standard,All,All,All
"Roanoke County, Virginia",1600.0,271.0,4.0,05000US51161,51,161,S,Standard,VHUD50,All,All
"Roanoke County, Virginia",360.0,162.0,5.0,05000US51161,51,161,S,Standard,VHUD50,30% AMI or less,All
"Roanoke County, Virginia",0.0,161.0,6.0,05000US51161,51,161,D,Standard,VHUD50,30% AMI or less,0 or 1
"Roanoke County, Virginia",200.0,127.0,7.0,05000US51161,51,161,D,Standard,VHUD50,30% AMI or less,2
"Roanoke County, Virginia",160.0,92.0,8.0,05000US51161,51,161,D,Standard,VHUD50,30% AMI or less,3 or more
"Roanoke County, Virginia",350.0,164.0,9.0,05000US51161,51,161,S,Standard,VHUD50,30.1-50% AMI,All
"Roanoke County, Virginia",0.0,161.0,10.0,05000US51161,51,161,D,Standard,VHUD50,30.1-50% AMI,0 or 1
"Roanoke County, Virginia",185.0,120.0,11.0,05000US51161,51,161,D,Standard,VHUD50,30.1-50% AMI,2
"Roanoke County, Virginia",165.0,117.0,12.0,05000US51161,51,161,D,Standard,VHUD50,30.1-50% AMI,3 or more
"Roanoke County, Virginia",245.0,101.0,13.0,05000US51161,51,161,S,Standard,VHUD50,50.1-80% AMI,All
"Roanoke County, Virginia",0.0,161.0,14.0,05000US51161,51,161,D,Standard,VHUD50,50.1-80% AMI,0 or 1
"Roanoke County, Virginia",75.0,53.0,15.0,05000US51161,51,161,D,Standard,VHUD50,50.1-80% AMI,2
"Roanoke County, Virginia",170.0,85.0,16.0,05000US51161,51,161,D,Standard,VHUD50,50.1-80% AMI,3 or more
"Roanoke County, Virginia",180.0,81.0,17.0,05000US51161,51,161,S,Standard,VHUD50,80.1-95% AMI,All
"Roanoke County, Virginia",0.0,161.0,18.0,05000US51161,51,161,D,Standard,VHUD50,80.1-95% AMI,0 or 1
"Roanoke County, Virginia",35.0,41.0,19.0,05000US51161,51,161,D,Standard,VHUD50,80.1-95% AMI,2
"Roanoke County, Virginia",145.0,69.0,20.0,05000US51161,51,161,D,Standard,VHUD50,80.1-95% AMI,3 or more
"Roanoke County, Virginia",465.0,168.0,21.0,05000US51161,51,161,S,Standard,VHUD50,95.1% AMI and above,All
"Roanoke County, Virginia",20.0,37.0,22.0,05000US51161,51,161,D,Standard,VHUD50,95.1% AMI and above,0 or 1
"Roanoke County, Virginia",160.0,100.0,23.0,05000US51161,51,161,D,Standard,VHUD50,95.1% AMI and above,2
"Roanoke County, Virginia",285.0,125.0,24.0,05000US51161,51,161,D,Standard,VHUD50,95.1% AMI and above,3 or more
"Roanoke County, Virginia",3955.0,404.0,25.0,05000US51161,51,161,S,Standard,VHUD80,All,All
"Roanoke County, Virginia",345.0,141.0,26.0,05000US51161,51,161,S,Standard,VHUD80,30% AMI or less,All
"Roanoke County, Virginia",0.0,161.0,27.0,05000US51161,51,161,D,Standard,VHUD80,30% AMI or less,0 or 1
"Roanoke County, Virginia",140.0,96.0,28.0,05000US51161,51,161,D,Standard,VHUD80,30% AMI or less,2
"Roanoke County, Virginia",205.0,109.0,29.0,05000US51161,51,161,D,Standard,VHUD80,30% AMI or less,3 or more
"Roanoke County, Virginia",720.0,209.0,30.0,05000US51161,51,161,S,Standard,VHUD80,30.1-50% AMI,All
"Roanoke County, Virginia",0.0,161.0,31.0,05000US51161,51,161,D,Standard,VHUD80,30.1-50% AMI,0 or 1
"Roanoke County, Virginia",340.0,127.0,32.0,05000US51161,51,161,D,Standard,VHUD80,30.1-50% AMI,2
"Roanoke County, Virginia",385.0,176.0,33.0,05000US51161,51,161,D,Standard,VHUD80,30.1-50% AMI,3 or more
"Roanoke County, Virginia",935.0,194.0,34.0,05000US51161,51,161,S,Standard,VHUD80,50.1-80% AMI,All
"Roanoke County, Virginia",20.0,37.0,35.0,05000US51161,51,161,D,Standard,VHUD80,50.1-80% AMI,0 or 1
"Roanoke County, Virginia",285.0,115.0,36.0,05000US51161,51,161,D,Standard,VHUD80,50.1-80% AMI,2
"Roanoke County, Virginia",630.0,183.0,37.0,05000US51161,51,161,D,Standard,VHUD80,50.1-80% AMI,3 or more
"Roanoke County, Virginia",180.0,104.0,38.0,05000US51161,51,161,S,Standard,VHUD80,80.1-95% AMI,All
"Roanoke County, Virginia",0.0,161.0,39.0,05000US51161,51,161,D,Standard,VHUD80,80.1-95% AMI,0 or 1
"Roanoke County, Virginia",15.0,28.0,40.0,05000US51161,51,161,D,Standard,VHUD80,80.1-95% AMI,2
"Roanoke County, Virginia",165.0,101.0,41.0,05000US51161,51,161,D,Standard,VHUD80,80.1-95% AMI,3 or more
"Roanoke County, Virginia",1770.0,295.0,42.0,05000US51161,51,161,S,Standard,VHUD80,95.1% AMI and above,All
"Roanoke County, Virginia",15.0,24.0,43.0,05000US51161,51,161,D,Standard,VHUD80,95.1% AMI and above,0 or 1
"Roanoke County, Virginia",200.0,100.0,44.0,05000US51161,51,161,D,Standard,VHUD80,95.1% AMI and above,2
"Roanoke County, Virginia",1555.0,283.0,45.0,05000US51161,51,161,D,Standard,VHUD80,95.1% AMI and above,3 or more
"Roanoke County, Virginia",1555.0,272.0,46.0,05000US51161,51,161,S,Standard,VHUD100,All,All
"Roanoke County, Virginia",60.0,58.0,47.0,05000US51161,51,161,S,Standard,VHUD100,30% AMI or less,All
"Roanoke County, Virginia",25.0,40.0,48.0,05000US51161,51,161,D,Standard,VHUD100,30% AMI or less,0 or 1
"Roanoke County, Virginia",0.0,161.0,49.0,05000US51161,51,161,D,Standard,VHUD100,30% AMI or less,2
"Roanoke County, Virginia",35.0,41.0,50.0,05000US51161,51,161,D,Standard,VHUD100,30% AMI or less,3 or more
"Roanoke County, Virginia",55.0,45.0,51.0,05000US51161,51,161,S,Standard,VHUD100,30.1-50% AMI,All
"Roanoke County, Virginia",0.0,161.0,52.0,05000US51161,51,161,D,Standard,VHUD100,30.1-50% AMI,0 or 1
"Roanoke County, Virginia",0.0,161.0,53.0,05000US51161,51,161,D,Standard,VHUD100,30.1-50% AMI,2
"Roanoke County, Virginia",55.0,45.0,54.0,05000US51161,51,161,D,Standard,VHUD100,30.1-50% AMI,3 or more
"Roanoke County, Virginia",300.0,129.0,55.0,05000US51161,51,161,S,Standard,VHUD100,50.1-80% AMI,All
"Roanoke County, Virginia",0.0,161.0,56.0,05000US51161,51,161,D,Standard,VHUD100,50.1-80% AMI,0 or 1
"Roanoke County, Virginia",20.0,33.0,57.0,05000US51161,51,161,D,Standard,VHUD100,50.1-80% AMI,2
"Roanoke County, Virginia",280.0,125.0,58.0,05000US51161,51,161,D,Standard,VHUD100,50.1-80% AMI,3 or more
"Roanoke County, Virginia",105.0,73.0,59.0,05000US51161,51,161,S,Standard,VHUD100,80.1-95% AMI,All
"Roanoke County, Virginia",0.0,161.0,60.0,05000US51161,51,161,D,Standard,VHUD100,80.1-95% AMI,0 or 1
"Roanoke County, Virginia",35.0,42.0,61.0,05000US51161,51,161,D,Standard,VHUD100,80.1-95% AMI,2
"Roanoke County, Virginia",70.0,61.0,62.0,05000US51161,51,161,D,Standard,VHUD100,80.1-95% AMI,3 or more
"Roanoke County, Virginia",1035.0,211.0,63.0,05000US51161,51,161,S,Standard,VHUD100,95.1% AMI and above,All
"Roanoke County, Virginia",0.0,161.0,64.0,05000US51161,51,161,D,Standard,VHUD100,95.1% AMI and above,0 or 1
"Roanoke County, Virginia",55.0,53.0,65.0,05000US51161,51,161,D,Standard,VHUD100,95.1% AMI and above,2
"Roanoke County, Virginia",980.0,222.0,66.0,05000US51161,51,161,D,Standard,VHUD100,95.1% AMI and above,3 or more
"Roanoke County, Virginia",2270.0,369.0,67.0,05000US51161,51,161,S,Standard,Greater than VHUD100,All,All
"Roanoke County, Virginia",120.0,80.0,68.0,05000US51161,51,161,S,Standard,Greater than VHUD100,30% AMI or less,All
"Roanoke County, Virginia",0.0,161.0,69.0,05000US51161,51,161,D,Standard,Greater than VHUD100,30% AMI or less,0 or 1
"Roanoke County, Virginia",20.0,27.0,70.0,05000US51161,51,161,D,Standard,Greater than VHUD100,30% AMI or less,2
"Roanoke County, Virginia",100.0,76.0,71.0,05000US51161,51,161,D,Standard,Greater than VHUD100,30% AMI or less,3 or more
"Roanoke County, Virginia",80.0,61.0,72.0,05000US51161,51,161,S,Standard,Greater than VHUD100,30.1-50% AMI,All
"Roanoke County, Virginia",0.0,161.0,73.0,05000US51161,51,161,D,Standard,Greater than VHUD100,30.1-50% AMI,0 or 1
"Roanoke County, Virginia",15.0,23.0,74.0,05000US51161,51,161,D,Standard,Greater than VHUD100,30.1-50% AMI,2
"Roanoke County, Virginia",70.0,58.0,75.0,05000US51161,51,161,D,Standard,Greater than VHUD100,30.1-50% AMI,3 or more
"Roanoke County, Virginia",320.0,163.0,76.0,05000US51161,51,161,S,Standard,Greater than VHUD100,50.1-80% AMI,All
"Roanoke County, Virginia",15.0,27.0,77.0,05000US51161,51,161,D,Standard,Greater than VHUD100,50.1-80% AMI,0 or 1
"Roanoke County, Virginia",95.0,106.0,78.0,05000US51161,51,161,D,Standard,Greater than VHUD100,50.1-80% AMI,2
"Roanoke County, Virginia",210.0,117.0,79.0,05000US51161,51,161,D,Standard,Greater than VHUD100,50.1-80% AMI,3 or more
"Roanoke County, Virginia",120.0,80.0,80.0,05000US51161,51,161,S,Standard,Greater than VHUD100,80.1-95% AMI,All
"Roanoke County, Virginia",0.0,161.0,81.0,05000US51161,51,161,D,Standard,Greater than VHUD100,80.1-95% AMI,0 or 1
"Roanoke County, Virginia",30.0,36.0,82.0,05000US51161,51,161,D,Standard,Greater than VHUD100,80.1-95% AMI,2
"Roanoke County, Virginia",90.0,69.0,83.0,05000US51161,51,161,D,Standard,Greater than VHUD100,80.1-95% AMI,3 or more
"Roanoke County, Virginia",1625.0,288.0,84.0,05000US51161,51,161,S,Standard,Greater than VHUD100,95.1% AMI and above,All
"Roanoke County, Virginia",0.0,161.0,85.0,05000US51161,51,161,D,Standard,Greater than VHUD100,95.1% AMI and above,0 or 1
"Roanoke County, Virginia",200.0,102.0,86.0,05000US51161,51,161,D,Standard,Greater than VHUD100,95.1% AMI and above,2
"Roanoke County, Virginia",1425.0,248.0,87.0,05000US51161,51,161,D,Standard,Greater than VHUD100,95.1% AMI and above,3 or more
