name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Substandard_Housing,Affordability,Household_Income,Bedrooms
"Loudoun County, Virginia",5900.0,615.0,1.0,05000US51107,51,107,T,All,All,All,All
"Loudoun County, Virginia",65.0,59.0,2.0,05000US51107,51,107,S,Substandard,All,All,All
"Loudoun County, Virginia",5840.0,616.0,3.0,05000US51107,51,107,S,Standard,All,All,All
"Loudoun County, Virginia",145.0,107.0,4.0,05000US51107,51,107,S,Standard,VHUD50,All,All
"Loudoun County, Virginia",4.0,10.0,5.0,05000US51107,51,107,S,Standard,VHUD50,30% AMI or less,All
"Loudoun County, Virginia",0.0,161.0,6.0,05000US51107,51,107,D,Standard,VHUD50,30% AMI or less,0 or 1
"Loudoun County, Virginia",0.0,161.0,7.0,05000US51107,51,107,D,Standard,VHUD50,30% AMI or less,2
"Loudoun County, Virginia",4.0,10.0,8.0,05000US51107,51,107,D,Standard,VHUD50,30% AMI or less,3 or more
"Loudoun County, Virginia",15.0,25.0,9.0,05000US51107,51,107,S,Standard,VHUD50,30.1-50% AMI,All
"Loudoun County, Virginia",0.0,161.0,10.0,05000US51107,51,107,D,Standard,VHUD50,30.1-50% AMI,0 or 1
"Loudoun County, Virginia",0.0,161.0,11.0,05000US51107,51,107,D,Standard,VHUD50,30.1-50% AMI,2
"Loudoun County, Virginia",15.0,25.0,12.0,05000US51107,51,107,D,Standard,VHUD50,30.1-50% AMI,3 or more
"Loudoun County, Virginia",60.0,57.0,13.0,05000US51107,51,107,S,Standard,VHUD50,50.1-80% AMI,All
"Loudoun County, Virginia",0.0,161.0,14.0,05000US51107,51,107,D,Standard,VHUD50,50.1-80% AMI,0 or 1
"Loudoun County, Virginia",0.0,161.0,15.0,05000US51107,51,107,D,Standard,VHUD50,50.1-80% AMI,2
"Loudoun County, Virginia",60.0,57.0,16.0,05000US51107,51,107,D,Standard,VHUD50,50.1-80% AMI,3 or more
"Loudoun County, Virginia",15.0,29.0,17.0,05000US51107,51,107,S,Standard,VHUD50,80.1-95% AMI,All
"Loudoun County, Virginia",0.0,161.0,18.0,05000US51107,51,107,D,Standard,VHUD50,80.1-95% AMI,0 or 1
"Loudoun County, Virginia",0.0,161.0,19.0,05000US51107,51,107,D,Standard,VHUD50,80.1-95% AMI,2
"Loudoun County, Virginia",15.0,29.0,20.0,05000US51107,51,107,D,Standard,VHUD50,80.1-95% AMI,3 or more
"Loudoun County, Virginia",50.0,83.0,21.0,05000US51107,51,107,S,Standard,VHUD50,95.1% AMI and above,All
"Loudoun County, Virginia",0.0,161.0,22.0,05000US51107,51,107,D,Standard,VHUD50,95.1% AMI and above,0 or 1
"Loudoun County, Virginia",50.0,83.0,23.0,05000US51107,51,107,D,Standard,VHUD50,95.1% AMI and above,2
"Loudoun County, Virginia",0.0,161.0,24.0,05000US51107,51,107,D,Standard,VHUD50,95.1% AMI and above,3 or more
"Loudoun County, Virginia",585.0,179.0,25.0,05000US51107,51,107,S,Standard,VHUD80,All,All
"Loudoun County, Virginia",135.0,107.0,26.0,05000US51107,51,107,S,Standard,VHUD80,30% AMI or less,All
"Loudoun County, Virginia",0.0,161.0,27.0,05000US51107,51,107,D,Standard,VHUD80,30% AMI or less,0 or 1
"Loudoun County, Virginia",100.0,85.0,28.0,05000US51107,51,107,D,Standard,VHUD80,30% AMI or less,2
"Loudoun County, Virginia",35.0,38.0,29.0,05000US51107,51,107,D,Standard,VHUD80,30% AMI or less,3 or more
"Loudoun County, Virginia",145.0,90.0,30.0,05000US51107,51,107,S,Standard,VHUD80,30.1-50% AMI,All
"Loudoun County, Virginia",20.0,34.0,31.0,05000US51107,51,107,D,Standard,VHUD80,30.1-50% AMI,0 or 1
"Loudoun County, Virginia",60.0,63.0,32.0,05000US51107,51,107,D,Standard,VHUD80,30.1-50% AMI,2
"Loudoun County, Virginia",65.0,52.0,33.0,05000US51107,51,107,D,Standard,VHUD80,30.1-50% AMI,3 or more
"Loudoun County, Virginia",85.0,61.0,34.0,05000US51107,51,107,S,Standard,VHUD80,50.1-80% AMI,All
"Loudoun County, Virginia",20.0,33.0,35.0,05000US51107,51,107,D,Standard,VHUD80,50.1-80% AMI,0 or 1
"Loudoun County, Virginia",55.0,52.0,36.0,05000US51107,51,107,D,Standard,VHUD80,50.1-80% AMI,2
"Loudoun County, Virginia",15.0,23.0,37.0,05000US51107,51,107,D,Standard,VHUD80,50.1-80% AMI,3 or more
"Loudoun County, Virginia",95.0,71.0,38.0,05000US51107,51,107,S,Standard,VHUD80,80.1-95% AMI,All
"Loudoun County, Virginia",0.0,161.0,39.0,05000US51107,51,107,D,Standard,VHUD80,80.1-95% AMI,0 or 1
"Loudoun County, Virginia",35.0,55.0,40.0,05000US51107,51,107,D,Standard,VHUD80,80.1-95% AMI,2
