name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Substandard_Housing,Affordability,Household_Income,Bedrooms
"Portsmouth city, Virginia",6625.0,524.0,1.0,05000US51740,51,740,T,All,All,All,All
"Portsmouth city, Virginia",85.0,77.0,2.0,05000US51740,51,740,S,Substandard,All,All,All
"Portsmouth city, Virginia",6540.0,534.0,3.0,05000US51740,51,740,S,Standard,All,All,All
"Portsmouth city, Virginia",1920.0,351.0,4.0,05000US51740,51,740,S,Standard,VHUD50,All,All
"Portsmouth city, Virginia",425.0,154.0,5.0,05000US51740,51,740,S,Standard,VHUD50,30% AMI or less,All
"Portsmouth city, Virginia",15.0,26.0,6.0,05000US51740,51,740,D,Standard,VHUD50,30% AMI or less,0 or 1
"Portsmouth city, Virginia",200.0,117.0,7.0,05000US51740,51,740,D,Standard,VHUD50,30% AMI or less,2
"Portsmouth city, Virginia",210.0,95.0,8.0,05000US51740,51,740,D,Standard,VHUD50,30% AMI or less,3 or more
"Portsmouth city, Virginia",300.0,145.0,9.0,05000US51740,51,740,S,Standard,VHUD50,30.1-50% AMI,All
"Portsmouth city, Virginia",15.0,28.0,10.0,05000US51740,51,740,D,Standard,VHUD50,30.1-50% AMI,0 or 1
"Portsmouth city, Virginia",60.0,55.0,11.0,05000US51740,51,740,D,Standard,VHUD50,30.1-50% AMI,2
"Portsmouth city, Virginia",225.0,144.0,12.0,05000US51740,51,740,D,Standard,VHUD50,30.1-50% AMI,3 or more
"Portsmouth city, Virginia",480.0,163.0,13.0,05000US51740,51,740,S,Standard,VHUD50,50.1-80% AMI,All
"Portsmouth city, Virginia",20.0,32.0,14.0,05000US51740,51,740,D,Standard,VHUD50,50.1-80% AMI,0 or 1
"Portsmouth city, Virginia",110.0,82.0,15.0,05000US51740,51,740,D,Standard,VHUD50,50.1-80% AMI,2
"Portsmouth city, Virginia",350.0,136.0,16.0,05000US51740,51,740,D,Standard,VHUD50,50.1-80% AMI,3 or more
"Portsmouth city, Virginia",115.0,98.0,17.0,05000US51740,51,740,S,Standard,VHUD50,80.1-95% AMI,All
"Portsmouth city, Virginia",0.0,161.0,18.0,05000US51740,51,740,D,Standard,VHUD50,80.1-95% AMI,0 or 1
"Portsmouth city, Virginia",0.0,161.0,19.0,05000US51740,51,740,D,Standard,VHUD50,80.1-95% AMI,2
"Portsmouth city, Virginia",115.0,98.0,20.0,05000US51740,51,740,D,Standard,VHUD50,80.1-95% AMI,3 or more
"Portsmouth city, Virginia",595.0,238.0,21.0,05000US51740,51,740,S,Standard,VHUD50,95.1% AMI and above,All
"Portsmouth city, Virginia",0.0,161.0,22.0,05000US51740,51,740,D,Standard,VHUD50,95.1% AMI and above,0 or 1
"Portsmouth city, Virginia",220.0,158.0,23.0,05000US51740,51,740,D,Standard,VHUD50,95.1% AMI and above,2
"Portsmouth city, Virginia",375.0,181.0,24.0,05000US51740,51,740,D,Standard,VHUD50,95.1% AMI and above,3 or more
"Portsmouth city, Virginia",2390.0,367.0,25.0,05000US51740,51,740,S,Standard,VHUD80,All,All
"Portsmouth city, Virginia",435.0,210.0,26.0,05000US51740,51,740,S,Standard,VHUD80,30% AMI or less,All
"Portsmouth city, Virginia",0.0,161.0,27.0,05000US51740,51,740,D,Standard,VHUD80,30% AMI or less,0 or 1
"Portsmouth city, Virginia",235.0,180.0,28.0,05000US51740,51,740,D,Standard,VHUD80,30% AMI or less,2
"Portsmouth city, Virginia",200.0,102.0,29.0,05000US51740,51,740,D,Standard,VHUD80,30% AMI or less,3 or more
"Portsmouth city, Virginia",350.0,134.0,30.0,05000US51740,51,740,S,Standard,VHUD80,30.1-50% AMI,All
"Portsmouth city, Virginia",60.0,95.0,31.0,05000US51740,51,740,D,Standard,VHUD80,30.1-50% AMI,0 or 1
"Portsmouth city, Virginia",105.0,67.0,32.0,05000US51740,51,740,D,Standard,VHUD80,30.1-50% AMI,2
"Portsmouth city, Virginia",185.0,96.0,33.0,05000US51740,51,740,D,Standard,VHUD80,30.1-50% AMI,3 or more
"Portsmouth city, Virginia",595.0,186.0,34.0,05000US51740,51,740,S,Standard,VHUD80,50.1-80% AMI,All
"Portsmouth city, Virginia",0.0,161.0,35.0,05000US51740,51,740,D,Standard,VHUD80,50.1-80% AMI,0 or 1
"Portsmouth city, Virginia",115.0,103.0,36.0,05000US51740,51,740,D,Standard,VHUD80,50.1-80% AMI,2
"Portsmouth city, Virginia",480.0,142.0,37.0,05000US51740,51,740,D,Standard,VHUD80,50.1-80% AMI,3 or more
"Portsmouth city, Virginia",245.0,109.0,38.0,05000US51740,51,740,S,Standard,VHUD80,80.1-95% AMI,All
"Portsmouth city, Virginia",15.0,28.0,39.0,05000US51740,51,740,D,Standard,VHUD80,80.1-95% AMI,0 or 1
"Portsmouth city, Virginia",120.0,73.0,40.0,05000US51740,51,740,D,Standard,VHUD80,80.1-95% AMI,2
"Portsmouth city, Virginia",110.0,80.0,41.0,05000US51740,51,740,D,Standard,VHUD80,80.1-95% AMI,3 or more
"Portsmouth city, Virginia",765.0,219.0,42.0,05000US51740,51,740,S,Standard,VHUD80,95.1% AMI and above,All
"Portsmouth city, Virginia",0.0,161.0,43.0,05000US51740,51,740,D,Standard,VHUD80,95.1% AMI and above,0 or 1
"Portsmouth city, Virginia",140.0,68.0,44.0,05000US51740,51,740,D,Standard,VHUD80,95.1% AMI and above,2
"Portsmouth city, Virginia",625.0,197.0,45.0,05000US51740,51,740,D,Standard,VHUD80,95.1% AMI and above,3 or more
"Portsmouth city, Virginia",650.0,219.0,46.0,05000US51740,51,740,S,Standard,VHUD100,All,All
"Portsmouth city, Virginia",70.0,57.0,47.0,05000US51740,51,740,S,Standard,VHUD100,30% AMI or less,All
"Portsmouth city, Virginia",0.0,161.0,48.0,05000US51740,51,740,D,Standard,VHUD100,30% AMI or less,0 or 1
"Portsmouth city, Virginia",30.0,35.0,49.0,05000US51740,51,740,D,Standard,VHUD100,30% AMI or less,2
"Portsmouth city, Virginia",40.0,44.0,50.0,05000US51740,51,740,D,Standard,VHUD100,30% AMI or less,3 or more
"Portsmouth city, Virginia",160.0,110.0,51.0,05000US51740,51,740,S,Standard,VHUD100,30.1-50% AMI,All
"Portsmouth city, Virginia",0.0,161.0,52.0,05000US51740,51,740,D,Standard,VHUD100,30.1-50% AMI,0 or 1
"Portsmouth city, Virginia",80.0,71.0,53.0,05000US51740,51,740,D,Standard,VHUD100,30.1-50% AMI,2
"Portsmouth city, Virginia",80.0,102.0,54.0,05000US51740,51,740,D,Standard,VHUD100,30.1-50% AMI,3 or more
"Portsmouth city, Virginia",140.0,104.0,55.0,05000US51740,51,740,S,Standard,VHUD100,50.1-80% AMI,All
"Portsmouth city, Virginia",0.0,161.0,56.0,05000US51740,51,740,D,Standard,VHUD100,50.1-80% AMI,0 or 1
"Portsmouth city, Virginia",75.0,67.0,57.0,05000US51740,51,740,D,Standard,VHUD100,50.1-80% AMI,2
