name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Substandard_Housing,Affordability,Household_Income,Bedrooms
"Gloucester County, Virginia",3910.0,522.0,1.0,05000US51073,51,073,T,All,All,All,All
"Gloucester County, Virginia",0.0,161.0,2.0,05000US51073,51,073,S,Substandard,All,All,All
"Gloucester County, Virginia",3910.0,522.0,3.0,05000US51073,51,073,S,Standard,All,All,All
"Gloucester County, Virginia",950.0,290.0,4.0,05000US51073,51,073,S,Standard,VHUD50,All,All
"Gloucester County, Virginia",195.0,116.0,5.0,05000US51073,51,073,S,Standard,VHUD50,30% AMI or less,All
"Gloucester County, Virginia",20.0,32.0,6.0,05000US51073,51,073,D,Standard,VHUD50,30% AMI or less,0 or 1
"Gloucester County, Virginia",135.0,106.0,7.0,05000US51073,51,073,D,Standard,VHUD50,30% AMI or less,2
"Gloucester County, Virginia",40.0,47.0,8.0,05000US51073,51,073,D,Standard,VHUD50,30% AMI or less,3 or more
"Gloucester County, Virginia",240.0,166.0,9.0,05000US51073,51,073,S,Standard,VHUD50,30.1-50% AMI,All
"Gloucester County, Virginia",35.0,58.0,10.0,05000US51073,51,073,D,Standard,VHUD50,30.1-50% AMI,0 or 1
"Gloucester County, Virginia",165.0,138.0,11.0,05000US51073,51,073,D,Standard,VHUD50,30.1-50% AMI,2
"Gloucester County, Virginia",40.0,59.0,12.0,05000US51073,51,073,D,Standard,VHUD50,30.1-50% AMI,3 or more
"Gloucester County, Virginia",265.0,177.0,13.0,05000US51073,51,073,S,Standard,VHUD50,50.1-80% AMI,All
"Gloucester County, Virginia",0.0,161.0,14.0,05000US51073,51,073,D,Standard,VHUD50,50.1-80% AMI,0 or 1
"Gloucester County, Virginia",150.0,140.0,15.0,05000US51073,51,073,D,Standard,VHUD50,50.1-80% AMI,2
"Gloucester County, Virginia",110.0,102.0,16.0,05000US51073,51,073,D,Standard,VHUD50,50.1-80% AMI,3 or more
"Gloucester County, Virginia",125.0,129.0,17.0,05000US51073,51,073,S,Standard,VHUD50,80.1-95% AMI,All
"Gloucester County, Virginia",0.0,161.0,18.0,05000US51073,51,073,D,Standard,VHUD50,80.1-95% AMI,0 or 1
"Gloucester County, Virginia",40.0,54.0,19.0,05000US51073,51,073,D,Standard,VHUD50,80.1-95% AMI,2
