name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Substandard_Housing,Affordability,Household_Income,Bedrooms
"Henry County, Virginia",8910.0,618.0,1.0,05000US51089,51,089,T,All,All,All,All
"Henry County, Virginia",90.0,71.0,2.0,05000US51089,51,089,S,Substandard,All,All,All
"Henry County, Virginia",8815.0,615.0,3.0,05000US51089,51,089,S,Standard,All,All,All
"Henry County, Virginia",5320.0,562.0,4.0,05000US51089,51,089,S,Standard,VHUD50,All,All
"Henry County, Virginia",995.0,262.0,5.0,05000US51089,51,089,S,Standard,VHUD50,30% AMI or less,All
"Henry County, Virginia",40.0,48.0,6.0,05000US51089,51,089,D,Standard,VHUD50,30% AMI or less,0 or 1
"Henry County, Virginia",410.0,169.0,7.0,05000US51089,51,089,D,Standard,VHUD50,30% AMI or less,2
"Henry County, Virginia",540.0,250.0,8.0,05000US51089,51,089,D,Standard,VHUD50,30% AMI or less,3 or more
"Henry County, Virginia",1310.0,280.0,9.0,05000US51089,51,089,S,Standard,VHUD50,30.1-50% AMI,All
"Henry County, Virginia",35.0,40.0,10.0,05000US51089,51,089,D,Standard,VHUD50,30.1-50% AMI,0 or 1
"Henry County, Virginia",700.0,209.0,11.0,05000US51089,51,089,D,Standard,VHUD50,30.1-50% AMI,2
"Henry County, Virginia",575.0,187.0,12.0,05000US51089,51,089,D,Standard,VHUD50,30.1-50% AMI,3 or more
"Henry County, Virginia",1410.0,378.0,13.0,05000US51089,51,089,S,Standard,VHUD50,50.1-80% AMI,All
"Henry County, Virginia",0.0,161.0,14.0,05000US51089,51,089,D,Standard,VHUD50,50.1-80% AMI,0 or 1
"Henry County, Virginia",700.0,252.0,15.0,05000US51089,51,089,D,Standard,VHUD50,50.1-80% AMI,2
"Henry County, Virginia",710.0,264.0,16.0,05000US51089,51,089,D,Standard,VHUD50,50.1-80% AMI,3 or more
"Henry County, Virginia",220.0,113.0,17.0,05000US51089,51,089,S,Standard,VHUD50,80.1-95% AMI,All
"Henry County, Virginia",0.0,161.0,18.0,05000US51089,51,089,D,Standard,VHUD50,80.1-95% AMI,0 or 1
"Henry County, Virginia",55.0,55.0,19.0,05000US51089,51,089,D,Standard,VHUD50,80.1-95% AMI,2
"Henry County, Virginia",170.0,97.0,20.0,05000US51089,51,089,D,Standard,VHUD50,80.1-95% AMI,3 or more
"Henry County, Virginia",1385.0,296.0,21.0,05000US51089,51,089,S,Standard,VHUD50,95.1% AMI and above,All
"Henry County, Virginia",30.0,45.0,22.0,05000US51089,51,089,D,Standard,VHUD50,95.1% AMI and above,0 or 1
"Henry County, Virginia",365.0,176.0,23.0,05000US51089,51,089,D,Standard,VHUD50,95.1% AMI and above,2
"Henry County, Virginia",995.0,267.0,24.0,05000US51089,51,089,D,Standard,VHUD50,95.1% AMI and above,3 or more
"Henry County, Virginia",2310.0,367.0,25.0,05000US51089,51,089,S,Standard,VHUD80,All,All
"Henry County, Virginia",325.0,193.0,26.0,05000US51089,51,089,S,Standard,VHUD80,30% AMI or less,All
"Henry County, Virginia",0.0,161.0,27.0,05000US51089,51,089,D,Standard,VHUD80,30% AMI or less,0 or 1
"Henry County, Virginia",170.0,97.0,28.0,05000US51089,51,089,D,Standard,VHUD80,30% AMI or less,2
"Henry County, Virginia",150.0,158.0,29.0,05000US51089,51,089,D,Standard,VHUD80,30% AMI or less,3 or more
"Henry County, Virginia",260.0,145.0,30.0,05000US51089,51,089,S,Standard,VHUD80,30.1-50% AMI,All
"Henry County, Virginia",75.0,77.0,31.0,05000US51089,51,089,D,Standard,VHUD80,30.1-50% AMI,0 or 1
"Henry County, Virginia",75.0,75.0,32.0,05000US51089,51,089,D,Standard,VHUD80,30.1-50% AMI,2
"Henry County, Virginia",105.0,87.0,33.0,05000US51089,51,089,D,Standard,VHUD80,30.1-50% AMI,3 or more
"Henry County, Virginia",515.0,170.0,34.0,05000US51089,51,089,S,Standard,VHUD80,50.1-80% AMI,All
"Henry County, Virginia",0.0,161.0,35.0,05000US51089,51,089,D,Standard,VHUD80,50.1-80% AMI,0 or 1
"Henry County, Virginia",125.0,110.0,36.0,05000US51089,51,089,D,Standard,VHUD80,50.1-80% AMI,2
"Henry County, Virginia",390.0,141.0,37.0,05000US51089,51,089,D,Standard,VHUD80,50.1-80% AMI,3 or more
"Henry County, Virginia",350.0,133.0,38.0,05000US51089,51,089,S,Standard,VHUD80,80.1-95% AMI,All
"Henry County, Virginia",0.0,161.0,39.0,05000US51089,51,089,D,Standard,VHUD80,80.1-95% AMI,0 or 1
"Henry County, Virginia",20.0,35.0,40.0,05000US51089,51,089,D,Standard,VHUD80,80.1-95% AMI,2
"Henry County, Virginia",330.0,127.0,41.0,05000US51089,51,089,D,Standard,VHUD80,80.1-95% AMI,3 or more
"Henry County, Virginia",860.0,207.0,42.0,05000US51089,51,089,S,Standard,VHUD80,95.1% AMI and above,All
"Henry County, Virginia",0.0,161.0,43.0,05000US51089,51,089,D,Standard,VHUD80,95.1% AMI and above,0 or 1
