name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Type,Household_Size
"Charlottesville city, Virginia",16695.0,444.0,1.0,05000US51540,51,540,T,All,All,All,All
"Charlottesville city, Virginia",7685.0,483.0,2.0,05000US51540,51,540,S,Owner,All,All,All
"Charlottesville city, Virginia",2735.0,421.0,3.0,05000US51540,51,540,S,Owner,Yes,All,All
"Charlottesville city, Virginia",460.0,199.0,4.0,05000US51540,51,540,S,Owner,Yes,"Family, 1 parent",All
"Charlottesville city, Virginia",405.0,180.0,5.0,05000US51540,51,540,D,Owner,Yes,"Family, 1 parent",4 or fewer
"Charlottesville city, Virginia",55.0,53.0,6.0,05000US51540,51,540,D,Owner,Yes,"Family, 1 parent",5 or more
"Charlottesville city, Virginia",880.0,232.0,7.0,05000US51540,51,540,S,Owner,Yes,"Family, 2 parents",All
"Charlottesville city, Virginia",715.0,211.0,8.0,05000US51540,51,540,D,Owner,Yes,"Family, 2 parents",4 or fewer
"Charlottesville city, Virginia",170.0,100.0,9.0,05000US51540,51,540,D,Owner,Yes,"Family, 2 parents",5 or more
"Charlottesville city, Virginia",1390.0,285.0,10.0,05000US51540,51,540,S,Owner,Yes,Non-family,All
"Charlottesville city, Virginia",1390.0,285.0,11.0,05000US51540,51,540,D,Owner,Yes,Non-family,4 or fewer
"Charlottesville city, Virginia",0.0,161.0,12.0,05000US51540,51,540,D,Owner,Yes,Non-family,5 or more
"Charlottesville city, Virginia",4920.0,410.0,13.0,05000US51540,51,540,S,Owner,No,All,All
"Charlottesville city, Virginia",560.0,163.0,14.0,05000US51540,51,540,S,Owner,No,"Family, 1 parent",All
"Charlottesville city, Virginia",560.0,163.0,15.0,05000US51540,51,540,D,Owner,No,"Family, 1 parent",4 or fewer
"Charlottesville city, Virginia",0.0,161.0,16.0,05000US51540,51,540,D,Owner,No,"Family, 1 parent",5 or more
"Charlottesville city, Virginia",2650.0,288.0,17.0,05000US51540,51,540,S,Owner,No,"Family, 2 parents",All
"Charlottesville city, Virginia",2565.0,298.0,18.0,05000US51540,51,540,D,Owner,No,"Family, 2 parents",4 or fewer
"Charlottesville city, Virginia",80.0,72.0,19.0,05000US51540,51,540,D,Owner,No,"Family, 2 parents",5 or more
"Charlottesville city, Virginia",1710.0,304.0,20.0,05000US51540,51,540,S,Owner,No,Non-family,All
"Charlottesville city, Virginia",1710.0,304.0,21.0,05000US51540,51,540,D,Owner,No,Non-family,4 or fewer
"Charlottesville city, Virginia",0.0,161.0,22.0,05000US51540,51,540,D,Owner,No,Non-family,5 or more
"Charlottesville city, Virginia",35.0,35.0,23.0,05000US51540,51,540,S,Owner,N/A,All,All
"Charlottesville city, Virginia",0.0,161.0,24.0,05000US51540,51,540,S,Owner,N/A,"Family, 1 parent",All
"Charlottesville city, Virginia",0.0,161.0,25.0,05000US51540,51,540,D,Owner,N/A,"Family, 1 parent",4 or fewer
"Charlottesville city, Virginia",0.0,161.0,26.0,05000US51540,51,540,D,Owner,N/A,"Family, 1 parent",5 or more
"Charlottesville city, Virginia",0.0,161.0,27.0,05000US51540,51,540,S,Owner,N/A,"Family, 2 parents",All
"Charlottesville city, Virginia",0.0,161.0,28.0,05000US51540,51,540,D,Owner,N/A,"Family, 2 parents",4 or fewer
"Charlottesville city, Virginia",0.0,161.0,29.0,05000US51540,51,540,D,Owner,N/A,"Family, 2 parents",5 or more
"Charlottesville city, Virginia",35.0,35.0,30.0,05000US51540,51,540,S,Owner,N/A,Non-family,All
"Charlottesville city, Virginia",35.0,35.0,31.0,05000US51540,51,540,D,Owner,N/A,Non-family,4 or fewer
"Charlottesville city, Virginia",0.0,161.0,32.0,05000US51540,51,540,D,Owner,N/A,Non-family,5 or more
