name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Type,Household_Size
"King George County, Virginia",7695.0,321.0,1.0,05000US51099,51,099,T,All,All,All,All
"King George County, Virginia",5925.0,377.0,2.0,05000US51099,51,099,S,Owner,All,All,All
"King George County, Virginia",1555.0,267.0,3.0,05000US51099,51,099,S,Owner,Yes,All,All
"King George County, Virginia",145.0,91.0,4.0,05000US51099,51,099,S,Owner,Yes,"Family, 1 parent",All
"King George County, Virginia",75.0,54.0,5.0,05000US51099,51,099,D,Owner,Yes,"Family, 1 parent",4 or fewer
"King George County, Virginia",70.0,71.0,6.0,05000US51099,51,099,D,Owner,Yes,"Family, 1 parent",5 or more
"King George County, Virginia",1080.0,244.0,7.0,05000US51099,51,099,S,Owner,Yes,"Family, 2 parents",All
"King George County, Virginia",910.0,233.0,8.0,05000US51099,51,099,D,Owner,Yes,"Family, 2 parents",4 or fewer
"King George County, Virginia",170.0,101.0,9.0,05000US51099,51,099,D,Owner,Yes,"Family, 2 parents",5 or more
"King George County, Virginia",330.0,116.0,10.0,05000US51099,51,099,S,Owner,Yes,Non-family,All
"King George County, Virginia",330.0,116.0,11.0,05000US51099,51,099,D,Owner,Yes,Non-family,4 or fewer
"King George County, Virginia",0.0,161.0,12.0,05000US51099,51,099,D,Owner,Yes,Non-family,5 or more
"King George County, Virginia",4355.0,339.0,13.0,05000US51099,51,099,S,Owner,No,All,All
"King George County, Virginia",490.0,188.0,14.0,05000US51099,51,099,S,Owner,No,"Family, 1 parent",All
"King George County, Virginia",400.0,172.0,15.0,05000US51099,51,099,D,Owner,No,"Family, 1 parent",4 or fewer
"King George County, Virginia",95.0,101.0,16.0,05000US51099,51,099,D,Owner,No,"Family, 1 parent",5 or more
"King George County, Virginia",2850.0,308.0,17.0,05000US51099,51,099,S,Owner,No,"Family, 2 parents",All
"King George County, Virginia",2420.0,306.0,18.0,05000US51099,51,099,D,Owner,No,"Family, 2 parents",4 or fewer
"King George County, Virginia",430.0,181.0,19.0,05000US51099,51,099,D,Owner,No,"Family, 2 parents",5 or more
"King George County, Virginia",1015.0,248.0,20.0,05000US51099,51,099,S,Owner,No,Non-family,All
"King George County, Virginia",1015.0,248.0,21.0,05000US51099,51,099,D,Owner,No,Non-family,4 or fewer
"King George County, Virginia",0.0,161.0,22.0,05000US51099,51,099,D,Owner,No,Non-family,5 or more
"King George County, Virginia",15.0,30.0,23.0,05000US51099,51,099,S,Owner,N/A,All,All
"King George County, Virginia",0.0,161.0,24.0,05000US51099,51,099,S,Owner,N/A,"Family, 1 parent",All
"King George County, Virginia",0.0,161.0,25.0,05000US51099,51,099,D,Owner,N/A,"Family, 1 parent",4 or fewer
"King George County, Virginia",0.0,161.0,26.0,05000US51099,51,099,D,Owner,N/A,"Family, 1 parent",5 or more
"King George County, Virginia",0.0,161.0,27.0,05000US51099,51,099,S,Owner,N/A,"Family, 2 parents",All
"King George County, Virginia",0.0,161.0,28.0,05000US51099,51,099,D,Owner,N/A,"Family, 2 parents",4 or fewer
"King George County, Virginia",0.0,161.0,29.0,05000US51099,51,099,D,Owner,N/A,"Family, 2 parents",5 or more
"King George County, Virginia",15.0,30.0,30.0,05000US51099,51,099,S,Owner,N/A,Non-family,All
"King George County, Virginia",15.0,30.0,31.0,05000US51099,51,099,D,Owner,N/A,Non-family,4 or fewer
"King George County, Virginia",0.0,161.0,32.0,05000US51099,51,099,D,Owner,N/A,Non-family,5 or more
"King George County, Virginia",1765.0,318.0,33.0,05000US51099,51,099,S,Renter,All,All,All
"King George County, Virginia",805.0,234.0,34.0,05000US51099,51,099,S,Renter,Yes,All,All
"King George County, Virginia",310.0,142.0,35.0,05000US51099,51,099,S,Renter,Yes,"Family, 1 parent",All
"King George County, Virginia",310.0,142.0,36.0,05000US51099,51,099,D,Renter,Yes,"Family, 1 parent",4 or fewer
"King George County, Virginia",0.0,161.0,37.0,05000US51099,51,099,D,Renter,Yes,"Family, 1 parent",5 or more
"King George County, Virginia",315.0,141.0,38.0,05000US51099,51,099,S,Renter,Yes,"Family, 2 parents",All
"King George County, Virginia",245.0,129.0,39.0,05000US51099,51,099,D,Renter,Yes,"Family, 2 parents",4 or fewer
"King George County, Virginia",70.0,53.0,40.0,05000US51099,51,099,D,Renter,Yes,"Family, 2 parents",5 or more
"King George County, Virginia",175.0,124.0,41.0,05000US51099,51,099,S,Renter,Yes,Non-family,All
"King George County, Virginia",175.0,124.0,42.0,05000US51099,51,099,D,Renter,Yes,Non-family,4 or fewer
"King George County, Virginia",0.0,161.0,43.0,05000US51099,51,099,D,Renter,Yes,Non-family,5 or more
"King George County, Virginia",840.0,239.0,44.0,05000US51099,51,099,S,Renter,No,All,All
"King George County, Virginia",250.0,147.0,45.0,05000US51099,51,099,S,Renter,No,"Family, 1 parent",All
"King George County, Virginia",250.0,147.0,46.0,05000US51099,51,099,D,Renter,No,"Family, 1 parent",4 or fewer
"King George County, Virginia",0.0,161.0,47.0,05000US51099,51,099,D,Renter,No,"Family, 1 parent",5 or more
"King George County, Virginia",270.0,136.0,48.0,05000US51099,51,099,S,Renter,No,"Family, 2 parents",All
"King George County, Virginia",220.0,119.0,49.0,05000US51099,51,099,D,Renter,No,"Family, 2 parents",4 or fewer
"King George County, Virginia",55.0,48.0,50.0,05000US51099,51,099,D,Renter,No,"Family, 2 parents",5 or more
"King George County, Virginia",315.0,140.0,51.0,05000US51099,51,099,S,Renter,No,Non-family,All
"King George County, Virginia",315.0,140.0,52.0,05000US51099,51,099,D,Renter,No,Non-family,4 or fewer
"King George County, Virginia",0.0,161.0,53.0,05000US51099,51,099,D,Renter,No,Non-family,5 or more
"King George County, Virginia",125.0,97.0,54.0,05000US51099,51,099,S,Renter,N/A,All,All
"King George County, Virginia",4.0,13.0,55.0,05000US51099,51,099,S,Renter,N/A,"Family, 1 parent",All
"King George County, Virginia",4.0,13.0,56.0,05000US51099,51,099,D,Renter,N/A,"Family, 1 parent",4 or fewer
"King George County, Virginia",0.0,161.0,57.0,05000US51099,51,099,D,Renter,N/A,"Family, 1 parent",5 or more
"King George County, Virginia",95.0,85.0,58.0,05000US51099,51,099,S,Renter,N/A,"Family, 2 parents",All
"King George County, Virginia",95.0,85.0,59.0,05000US51099,51,099,D,Renter,N/A,"Family, 2 parents",4 or fewer
"King George County, Virginia",0.0,161.0,60.0,05000US51099,51,099,D,Renter,N/A,"Family, 2 parents",5 or more
"King George County, Virginia",25.0,32.0,61.0,05000US51099,51,099,S,Renter,N/A,Non-family,All
"King George County, Virginia",25.0,32.0,62.0,05000US51099,51,099,D,Renter,N/A,Non-family,4 or fewer
"King George County, Virginia",0.0,161.0,63.0,05000US51099,51,099,D,Renter,N/A,Non-family,5 or more
