name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Type,Household_Size
"Fairfax city, Virginia",8310.0,184.0,1.0,05000US51600,51,600,T,All,All,All,All
"Fairfax city, Virginia",6365.0,271.0,2.0,05000US51600,51,600,S,Owner,All,All,All
"Fairfax city, Virginia",1995.0,339.0,3.0,05000US51600,51,600,S,Owner,Yes,All,All
"Fairfax city, Virginia",345.0,178.0,4.0,05000US51600,51,600,S,Owner,Yes,"Family, 1 parent",All
"Fairfax city, Virginia",240.0,151.0,5.0,05000US51600,51,600,D,Owner,Yes,"Family, 1 parent",4 or fewer
"Fairfax city, Virginia",105.0,108.0,6.0,05000US51600,51,600,D,Owner,Yes,"Family, 1 parent",5 or more
"Fairfax city, Virginia",850.0,197.0,7.0,05000US51600,51,600,S,Owner,Yes,"Family, 2 parents",All
"Fairfax city, Virginia",720.0,184.0,8.0,05000US51600,51,600,D,Owner,Yes,"Family, 2 parents",4 or fewer
"Fairfax city, Virginia",130.0,70.0,9.0,05000US51600,51,600,D,Owner,Yes,"Family, 2 parents",5 or more
"Fairfax city, Virginia",805.0,219.0,10.0,05000US51600,51,600,S,Owner,Yes,Non-family,All
"Fairfax city, Virginia",805.0,219.0,11.0,05000US51600,51,600,D,Owner,Yes,Non-family,4 or fewer
"Fairfax city, Virginia",0.0,161.0,12.0,05000US51600,51,600,D,Owner,Yes,Non-family,5 or more
"Fairfax city, Virginia",4350.0,331.0,13.0,05000US51600,51,600,S,Owner,No,All,All
"Fairfax city, Virginia",685.0,206.0,14.0,05000US51600,51,600,S,Owner,No,"Family, 1 parent",All
"Fairfax city, Virginia",540.0,175.0,15.0,05000US51600,51,600,D,Owner,No,"Family, 1 parent",4 or fewer
"Fairfax city, Virginia",145.0,97.0,16.0,05000US51600,51,600,D,Owner,No,"Family, 1 parent",5 or more
"Fairfax city, Virginia",2390.0,285.0,17.0,05000US51600,51,600,S,Owner,No,"Family, 2 parents",All
"Fairfax city, Virginia",2185.0,263.0,18.0,05000US51600,51,600,D,Owner,No,"Family, 2 parents",4 or fewer
"Fairfax city, Virginia",205.0,99.0,19.0,05000US51600,51,600,D,Owner,No,"Family, 2 parents",5 or more
"Fairfax city, Virginia",1275.0,266.0,20.0,05000US51600,51,600,S,Owner,No,Non-family,All
"Fairfax city, Virginia",1275.0,266.0,21.0,05000US51600,51,600,D,Owner,No,Non-family,4 or fewer
"Fairfax city, Virginia",0.0,161.0,22.0,05000US51600,51,600,D,Owner,No,Non-family,5 or more
"Fairfax city, Virginia",20.0,26.0,23.0,05000US51600,51,600,S,Owner,N/A,All,All
"Fairfax city, Virginia",10.0,20.0,24.0,05000US51600,51,600,S,Owner,N/A,"Family, 1 parent",All
"Fairfax city, Virginia",10.0,20.0,25.0,05000US51600,51,600,D,Owner,N/A,"Family, 1 parent",4 or fewer
"Fairfax city, Virginia",0.0,161.0,26.0,05000US51600,51,600,D,Owner,N/A,"Family, 1 parent",5 or more
"Fairfax city, Virginia",0.0,161.0,27.0,05000US51600,51,600,S,Owner,N/A,"Family, 2 parents",All
"Fairfax city, Virginia",0.0,161.0,28.0,05000US51600,51,600,D,Owner,N/A,"Family, 2 parents",4 or fewer
"Fairfax city, Virginia",0.0,161.0,29.0,05000US51600,51,600,D,Owner,N/A,"Family, 2 parents",5 or more
"Fairfax city, Virginia",10.0,16.0,30.0,05000US51600,51,600,S,Owner,N/A,Non-family,All
"Fairfax city, Virginia",10.0,16.0,31.0,05000US51600,51,600,D,Owner,N/A,Non-family,4 or fewer
"Fairfax city, Virginia",0.0,161.0,32.0,05000US51600,51,600,D,Owner,N/A,Non-family,5 or more
"Fairfax city, Virginia",1945.0,241.0,33.0,05000US51600,51,600,S,Renter,All,All,All
"Fairfax city, Virginia",850.0,241.0,34.0,05000US51600,51,600,S,Renter,Yes,All,All
"Fairfax city, Virginia",85.0,66.0,35.0,05000US51600,51,600,S,Renter,Yes,"Family, 1 parent",All
"Fairfax city, Virginia",85.0,66.0,36.0,05000US51600,51,600,D,Renter,Yes,"Family, 1 parent",4 or fewer
