name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Type,Household_Size
"Campbell County, Virginia",21800.0,371.0,1.0,05000US51031,51,031,T,All,All,All,All
"Campbell County, Virginia",16340.0,650.0,2.0,05000US51031,51,031,S,Owner,All,All,All
"Campbell County, Virginia",2825.0,461.0,3.0,05000US51031,51,031,S,Owner,Yes,All,All
"Campbell County, Virginia",520.0,243.0,4.0,05000US51031,51,031,S,Owner,Yes,"Family, 1 parent",All
"Campbell County, Virginia",490.0,236.0,5.0,05000US51031,51,031,D,Owner,Yes,"Family, 1 parent",4 or fewer
"Campbell County, Virginia",30.0,51.0,6.0,05000US51031,51,031,D,Owner,Yes,"Family, 1 parent",5 or more
"Campbell County, Virginia",940.0,258.0,7.0,05000US51031,51,031,S,Owner,Yes,"Family, 2 parents",All
"Campbell County, Virginia",855.0,247.0,8.0,05000US51031,51,031,D,Owner,Yes,"Family, 2 parents",4 or fewer
"Campbell County, Virginia",85.0,62.0,9.0,05000US51031,51,031,D,Owner,Yes,"Family, 2 parents",5 or more
"Campbell County, Virginia",1365.0,286.0,10.0,05000US51031,51,031,S,Owner,Yes,Non-family,All
"Campbell County, Virginia",1320.0,279.0,11.0,05000US51031,51,031,D,Owner,Yes,Non-family,4 or fewer
"Campbell County, Virginia",45.0,72.0,12.0,05000US51031,51,031,D,Owner,Yes,Non-family,5 or more
"Campbell County, Virginia",13460.0,736.0,13.0,05000US51031,51,031,S,Owner,No,All,All
"Campbell County, Virginia",1945.0,368.0,14.0,05000US51031,51,031,S,Owner,No,"Family, 1 parent",All
"Campbell County, Virginia",1885.0,374.0,15.0,05000US51031,51,031,D,Owner,No,"Family, 1 parent",4 or fewer
"Campbell County, Virginia",60.0,67.0,16.0,05000US51031,51,031,D,Owner,No,"Family, 1 parent",5 or more
"Campbell County, Virginia",8555.0,572.0,17.0,05000US51031,51,031,S,Owner,No,"Family, 2 parents",All
"Campbell County, Virginia",7900.0,583.0,18.0,05000US51031,51,031,D,Owner,No,"Family, 2 parents",4 or fewer
"Campbell County, Virginia",655.0,221.0,19.0,05000US51031,51,031,D,Owner,No,"Family, 2 parents",5 or more
"Campbell County, Virginia",2960.0,478.0,20.0,05000US51031,51,031,S,Owner,No,Non-family,All
"Campbell County, Virginia",2960.0,478.0,21.0,05000US51031,51,031,D,Owner,No,Non-family,4 or fewer
"Campbell County, Virginia",0.0,161.0,22.0,05000US51031,51,031,D,Owner,No,Non-family,5 or more
"Campbell County, Virginia",55.0,53.0,23.0,05000US51031,51,031,S,Owner,N/A,All,All
"Campbell County, Virginia",15.0,31.0,24.0,05000US51031,51,031,S,Owner,N/A,"Family, 1 parent",All
