name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Type,Household_Size
"Roanoke city, Virginia",41820.0,717.0,1.0,05000US51770,51,770,T,All,All,All,All
"Roanoke city, Virginia",24765.0,983.0,2.0,05000US51770,51,770,S,Owner,All,All,All
"Roanoke city, Virginia",6065.0,699.0,3.0,05000US51770,51,770,S,Owner,Yes,All,All
"Roanoke city, Virginia",890.0,245.0,4.0,05000US51770,51,770,S,Owner,Yes,"Family, 1 parent",All
"Roanoke city, Virginia",695.0,218.0,5.0,05000US51770,51,770,D,Owner,Yes,"Family, 1 parent",4 or fewer
"Roanoke city, Virginia",190.0,135.0,6.0,05000US51770,51,770,D,Owner,Yes,"Family, 1 parent",5 or more
"Roanoke city, Virginia",1835.0,354.0,7.0,05000US51770,51,770,S,Owner,Yes,"Family, 2 parents",All
"Roanoke city, Virginia",1595.0,363.0,8.0,05000US51770,51,770,D,Owner,Yes,"Family, 2 parents",4 or fewer
"Roanoke city, Virginia",240.0,122.0,9.0,05000US51770,51,770,D,Owner,Yes,"Family, 2 parents",5 or more
"Roanoke city, Virginia",3345.0,589.0,10.0,05000US51770,51,770,S,Owner,Yes,Non-family,All
"Roanoke city, Virginia",3345.0,589.0,11.0,05000US51770,51,770,D,Owner,Yes,Non-family,4 or fewer
"Roanoke city, Virginia",0.0,161.0,12.0,05000US51770,51,770,D,Owner,Yes,Non-family,5 or more
"Roanoke city, Virginia",18570.0,896.0,13.0,05000US51770,51,770,S,Owner,No,All,All
"Roanoke city, Virginia",2195.0,399.0,14.0,05000US51770,51,770,S,Owner,No,"Family, 1 parent",All
"Roanoke city, Virginia",2070.0,393.0,15.0,05000US51770,51,770,D,Owner,No,"Family, 1 parent",4 or fewer
"Roanoke city, Virginia",130.0,107.0,16.0,05000US51770,51,770,D,Owner,No,"Family, 1 parent",5 or more
"Roanoke city, Virginia",10695.0,839.0,17.0,05000US51770,51,770,S,Owner,No,"Family, 2 parents",All
"Roanoke city, Virginia",9810.0,791.0,18.0,05000US51770,51,770,D,Owner,No,"Family, 2 parents",4 or fewer
"Roanoke city, Virginia",885.0,261.0,19.0,05000US51770,51,770,D,Owner,No,"Family, 2 parents",5 or more
"Roanoke city, Virginia",5685.0,592.0,20.0,05000US51770,51,770,S,Owner,No,Non-family,All
"Roanoke city, Virginia",5685.0,592.0,21.0,05000US51770,51,770,D,Owner,No,Non-family,4 or fewer
"Roanoke city, Virginia",0.0,161.0,22.0,05000US51770,51,770,D,Owner,No,Non-family,5 or more
"Roanoke city, Virginia",130.0,99.0,23.0,05000US51770,51,770,S,Owner,N/A,All,All
"Roanoke city, Virginia",0.0,161.0,24.0,05000US51770,51,770,S,Owner,N/A,"Family, 1 parent",All
"Roanoke city, Virginia",0.0,161.0,25.0,05000US51770,51,770,D,Owner,N/A,"Family, 1 parent",4 or fewer
"Roanoke city, Virginia",0.0,161.0,26.0,05000US51770,51,770,D,Owner,N/A,"Family, 1 parent",5 or more
"Roanoke city, Virginia",25.0,41.0,27.0,05000US51770,51,770,S,Owner,N/A,"Family, 2 parents",All
"Roanoke city, Virginia",25.0,41.0,28.0,05000US51770,51,770,D,Owner,N/A,"Family, 2 parents",4 or fewer
"Roanoke city, Virginia",0.0,161.0,29.0,05000US51770,51,770,D,Owner,N/A,"Family, 2 parents",5 or more
"Roanoke city, Virginia",105.0,92.0,30.0,05000US51770,51,770,S,Owner,N/A,Non-family,All
"Roanoke city, Virginia",105.0,92.0,31.0,05000US51770,51,770,D,Owner,N/A,Non-family,4 or fewer
"Roanoke city, Virginia",0.0,161.0,32.0,05000US51770,51,770,D,Owner,N/A,Non-family,5 or more
"Roanoke city, Virginia",17055.0,960.0,33.0,05000US51770,51,770,S,Renter,All,All,All
"Roanoke city, Virginia",7410.0,770.0,34.0,05000US51770,51,770,S,Renter,Yes,All,All
"Roanoke city, Virginia",2400.0,477.0,35.0,05000US51770,51,770,S,Renter,Yes,"Family, 1 parent",All
"Roanoke city, Virginia",2210.0,445.0,36.0,05000US51770,51,770,D,Renter,Yes,"Family, 1 parent",4 or fewer
"Roanoke city, Virginia",190.0,133.0,37.0,05000US51770,51,770,D,Renter,Yes,"Family, 1 parent",5 or more
"Roanoke city, Virginia",840.0,215.0,38.0,05000US51770,51,770,S,Renter,Yes,"Family, 2 parents",All
"Roanoke city, Virginia",625.0,198.0,39.0,05000US51770,51,770,D,Renter,Yes,"Family, 2 parents",4 or fewer
"Roanoke city, Virginia",215.0,108.0,40.0,05000US51770,51,770,D,Renter,Yes,"Family, 2 parents",5 or more
"Roanoke city, Virginia",4170.0,584.0,41.0,05000US51770,51,770,S,Renter,Yes,Non-family,All
"Roanoke city, Virginia",4170.0,584.0,42.0,05000US51770,51,770,D,Renter,Yes,Non-family,4 or fewer
"Roanoke city, Virginia",0.0,161.0,43.0,05000US51770,51,770,D,Renter,Yes,Non-family,5 or more
