name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Type,Household_Size
"Hopewell city, Virginia",8740.0,394.0,1.0,05000US51670,51,670,T,All,All,All,All
"Hopewell city, Virginia",4490.0,458.0,2.0,05000US51670,51,670,S,Owner,All,All,All
"Hopewell city, Virginia",945.0,242.0,3.0,05000US51670,51,670,S,Owner,Yes,All,All
"Hopewell city, Virginia",100.0,78.0,4.0,05000US51670,51,670,S,Owner,Yes,"Family, 1 parent",All
"Hopewell city, Virginia",100.0,78.0,5.0,05000US51670,51,670,D,Owner,Yes,"Family, 1 parent",4 or fewer
"Hopewell city, Virginia",0.0,161.0,6.0,05000US51670,51,670,D,Owner,Yes,"Family, 1 parent",5 or more
"Hopewell city, Virginia",170.0,105.0,7.0,05000US51670,51,670,S,Owner,Yes,"Family, 2 parents",All
"Hopewell city, Virginia",145.0,94.0,8.0,05000US51670,51,670,D,Owner,Yes,"Family, 2 parents",4 or fewer
"Hopewell city, Virginia",30.0,43.0,9.0,05000US51670,51,670,D,Owner,Yes,"Family, 2 parents",5 or more
"Hopewell city, Virginia",675.0,201.0,10.0,05000US51670,51,670,S,Owner,Yes,Non-family,All
"Hopewell city, Virginia",675.0,201.0,11.0,05000US51670,51,670,D,Owner,Yes,Non-family,4 or fewer
"Hopewell city, Virginia",0.0,161.0,12.0,05000US51670,51,670,D,Owner,Yes,Non-family,5 or more
"Hopewell city, Virginia",3530.0,433.0,13.0,05000US51670,51,670,S,Owner,No,All,All
"Hopewell city, Virginia",570.0,192.0,14.0,05000US51670,51,670,S,Owner,No,"Family, 1 parent",All
"Hopewell city, Virginia",570.0,192.0,15.0,05000US51670,51,670,D,Owner,No,"Family, 1 parent",4 or fewer
"Hopewell city, Virginia",0.0,161.0,16.0,05000US51670,51,670,D,Owner,No,"Family, 1 parent",5 or more
"Hopewell city, Virginia",2000.0,357.0,17.0,05000US51670,51,670,S,Owner,No,"Family, 2 parents",All
"Hopewell city, Virginia",1900.0,351.0,18.0,05000US51670,51,670,D,Owner,No,"Family, 2 parents",4 or fewer
"Hopewell city, Virginia",95.0,75.0,19.0,05000US51670,51,670,D,Owner,No,"Family, 2 parents",5 or more
"Hopewell city, Virginia",965.0,246.0,20.0,05000US51670,51,670,S,Owner,No,Non-family,All
"Hopewell city, Virginia",965.0,246.0,21.0,05000US51670,51,670,D,Owner,No,Non-family,4 or fewer
"Hopewell city, Virginia",0.0,161.0,22.0,05000US51670,51,670,D,Owner,No,Non-family,5 or more
"Hopewell city, Virginia",15.0,28.0,23.0,05000US51670,51,670,S,Owner,N/A,All,All
"Hopewell city, Virginia",0.0,161.0,24.0,05000US51670,51,670,S,Owner,N/A,"Family, 1 parent",All
"Hopewell city, Virginia",0.0,161.0,25.0,05000US51670,51,670,D,Owner,N/A,"Family, 1 parent",4 or fewer
"Hopewell city, Virginia",0.0,161.0,26.0,05000US51670,51,670,D,Owner,N/A,"Family, 1 parent",5 or more
"Hopewell city, Virginia",0.0,161.0,27.0,05000US51670,51,670,S,Owner,N/A,"Family, 2 parents",All
"Hopewell city, Virginia",0.0,161.0,28.0,05000US51670,51,670,D,Owner,N/A,"Family, 2 parents",4 or fewer
"Hopewell city, Virginia",0.0,161.0,29.0,05000US51670,51,670,D,Owner,N/A,"Family, 2 parents",5 or more
