name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Type,Household_Size
"Amherst County, Virginia",12730.0,370.0,1.0,05000US51009,51,009,T,All,All,All,All
"Amherst County, Virginia",9680.0,490.0,2.0,05000US51009,51,009,S,Owner,All,All,All
"Amherst County, Virginia",1655.0,311.0,3.0,05000US51009,51,009,S,Owner,Yes,All,All
"Amherst County, Virginia",345.0,155.0,4.0,05000US51009,51,009,S,Owner,Yes,"Family, 1 parent",All
"Amherst County, Virginia",275.0,129.0,5.0,05000US51009,51,009,D,Owner,Yes,"Family, 1 parent",4 or fewer
"Amherst County, Virginia",70.0,77.0,6.0,05000US51009,51,009,D,Owner,Yes,"Family, 1 parent",5 or more
"Amherst County, Virginia",555.0,195.0,7.0,05000US51009,51,009,S,Owner,Yes,"Family, 2 parents",All
"Amherst County, Virginia",505.0,184.0,8.0,05000US51009,51,009,D,Owner,Yes,"Family, 2 parents",4 or fewer
"Amherst County, Virginia",55.0,58.0,9.0,05000US51009,51,009,D,Owner,Yes,"Family, 2 parents",5 or more
"Amherst County, Virginia",755.0,230.0,10.0,05000US51009,51,009,S,Owner,Yes,Non-family,All
"Amherst County, Virginia",755.0,230.0,11.0,05000US51009,51,009,D,Owner,Yes,Non-family,4 or fewer
"Amherst County, Virginia",0.0,161.0,12.0,05000US51009,51,009,D,Owner,Yes,Non-family,5 or more
"Amherst County, Virginia",7935.0,460.0,13.0,05000US51009,51,009,S,Owner,No,All,All
"Amherst County, Virginia",995.0,264.0,14.0,05000US51009,51,009,S,Owner,No,"Family, 1 parent",All
"Amherst County, Virginia",955.0,265.0,15.0,05000US51009,51,009,D,Owner,No,"Family, 1 parent",4 or fewer
"Amherst County, Virginia",40.0,50.0,16.0,05000US51009,51,009,D,Owner,No,"Family, 1 parent",5 or more
"Amherst County, Virginia",5305.0,426.0,17.0,05000US51009,51,009,S,Owner,No,"Family, 2 parents",All
"Amherst County, Virginia",4865.0,445.0,18.0,05000US51009,51,009,D,Owner,No,"Family, 2 parents",4 or fewer
