name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Type,Household_Size
"Hanover County, Virginia",35485.0,484.0,1.0,05000US51085,51,085,T,All,All,All,All
"Hanover County, Virginia",29775.0,594.0,2.0,05000US51085,51,085,S,Owner,All,All,All
"Hanover County, Virginia",6250.0,581.0,3.0,05000US51085,51,085,S,Owner,Yes,All,All
"Hanover County, Virginia",1060.0,243.0,4.0,05000US51085,51,085,S,Owner,Yes,"Family, 1 parent",All
"Hanover County, Virginia",980.0,246.0,5.0,05000US51085,51,085,D,Owner,Yes,"Family, 1 parent",4 or fewer
"Hanover County, Virginia",80.0,61.0,6.0,05000US51085,51,085,D,Owner,Yes,"Family, 1 parent",5 or more
"Hanover County, Virginia",3465.0,427.0,7.0,05000US51085,51,085,S,Owner,Yes,"Family, 2 parents",All
"Hanover County, Virginia",3030.0,418.0,8.0,05000US51085,51,085,D,Owner,Yes,"Family, 2 parents",4 or fewer
"Hanover County, Virginia",435.0,126.0,9.0,05000US51085,51,085,D,Owner,Yes,"Family, 2 parents",5 or more
"Hanover County, Virginia",1725.0,338.0,10.0,05000US51085,51,085,S,Owner,Yes,Non-family,All
"Hanover County, Virginia",1725.0,338.0,11.0,05000US51085,51,085,D,Owner,Yes,Non-family,4 or fewer
"Hanover County, Virginia",0.0,161.0,12.0,05000US51085,51,085,D,Owner,Yes,Non-family,5 or more
"Hanover County, Virginia",23435.0,763.0,13.0,05000US51085,51,085,S,Owner,No,All,All
"Hanover County, Virginia",2130.0,438.0,14.0,05000US51085,51,085,S,Owner,No,"Family, 1 parent",All
"Hanover County, Virginia",2000.0,439.0,15.0,05000US51085,51,085,D,Owner,No,"Family, 1 parent",4 or fewer
"Hanover County, Virginia",130.0,94.0,16.0,05000US51085,51,085,D,Owner,No,"Family, 1 parent",5 or more
"Hanover County, Virginia",17525.0,729.0,17.0,05000US51085,51,085,S,Owner,No,"Family, 2 parents",All
"Hanover County, Virginia",16070.0,729.0,18.0,05000US51085,51,085,D,Owner,No,"Family, 2 parents",4 or fewer
"Hanover County, Virginia",1455.0,326.0,19.0,05000US51085,51,085,D,Owner,No,"Family, 2 parents",5 or more
"Hanover County, Virginia",3780.0,517.0,20.0,05000US51085,51,085,S,Owner,No,Non-family,All
"Hanover County, Virginia",3745.0,514.0,21.0,05000US51085,51,085,D,Owner,No,Non-family,4 or fewer
"Hanover County, Virginia",30.0,50.0,22.0,05000US51085,51,085,D,Owner,No,Non-family,5 or more
"Hanover County, Virginia",90.0,76.0,23.0,05000US51085,51,085,S,Owner,N/A,All,All
"Hanover County, Virginia",15.0,25.0,24.0,05000US51085,51,085,S,Owner,N/A,"Family, 1 parent",All
"Hanover County, Virginia",15.0,25.0,25.0,05000US51085,51,085,D,Owner,N/A,"Family, 1 parent",4 or fewer
"Hanover County, Virginia",0.0,161.0,26.0,05000US51085,51,085,D,Owner,N/A,"Family, 1 parent",5 or more
"Hanover County, Virginia",25.0,42.0,27.0,05000US51085,51,085,S,Owner,N/A,"Family, 2 parents",All
"Hanover County, Virginia",0.0,161.0,28.0,05000US51085,51,085,D,Owner,N/A,"Family, 2 parents",4 or fewer
"Hanover County, Virginia",25.0,42.0,29.0,05000US51085,51,085,D,Owner,N/A,"Family, 2 parents",5 or more
"Hanover County, Virginia",50.0,61.0,30.0,05000US51085,51,085,S,Owner,N/A,Non-family,All
"Hanover County, Virginia",50.0,61.0,31.0,05000US51085,51,085,D,Owner,N/A,Non-family,4 or fewer
"Hanover County, Virginia",0.0,161.0,32.0,05000US51085,51,085,D,Owner,N/A,Non-family,5 or more
"Hanover County, Virginia",5705.0,551.0,33.0,05000US51085,51,085,S,Renter,All,All,All
"Hanover County, Virginia",2150.0,428.0,34.0,05000US51085,51,085,S,Renter,Yes,All,All
"Hanover County, Virginia",865.0,298.0,35.0,05000US51085,51,085,S,Renter,Yes,"Family, 1 parent",All
"Hanover County, Virginia",770.0,286.0,36.0,05000US51085,51,085,D,Renter,Yes,"Family, 1 parent",4 or fewer
"Hanover County, Virginia",95.0,102.0,37.0,05000US51085,51,085,D,Renter,Yes,"Family, 1 parent",5 or more
"Hanover County, Virginia",525.0,253.0,38.0,05000US51085,51,085,S,Renter,Yes,"Family, 2 parents",All
"Hanover County, Virginia",390.0,204.0,39.0,05000US51085,51,085,D,Renter,Yes,"Family, 2 parents",4 or fewer
"Hanover County, Virginia",135.0,116.0,40.0,05000US51085,51,085,D,Renter,Yes,"Family, 2 parents",5 or more
"Hanover County, Virginia",760.0,210.0,41.0,05000US51085,51,085,S,Renter,Yes,Non-family,All
"Hanover County, Virginia",760.0,210.0,42.0,05000US51085,51,085,D,Renter,Yes,Non-family,4 or fewer
"Hanover County, Virginia",0.0,161.0,43.0,05000US51085,51,085,D,Renter,Yes,Non-family,5 or more
"Hanover County, Virginia",3150.0,450.0,44.0,05000US51085,51,085,S,Renter,No,All,All
"Hanover County, Virginia",690.0,241.0,45.0,05000US51085,51,085,S,Renter,No,"Family, 1 parent",All
"Hanover County, Virginia",675.0,241.0,46.0,05000US51085,51,085,D,Renter,No,"Family, 1 parent",4 or fewer
"Hanover County, Virginia",15.0,23.0,47.0,05000US51085,51,085,D,Renter,No,"Family, 1 parent",5 or more
"Hanover County, Virginia",1410.0,348.0,48.0,05000US51085,51,085,S,Renter,No,"Family, 2 parents",All
"Hanover County, Virginia",1240.0,330.0,49.0,05000US51085,51,085,D,Renter,No,"Family, 2 parents",4 or fewer
"Hanover County, Virginia",170.0,99.0,50.0,05000US51085,51,085,D,Renter,No,"Family, 2 parents",5 or more
"Hanover County, Virginia",1050.0,262.0,51.0,05000US51085,51,085,S,Renter,No,Non-family,All
"Hanover County, Virginia",1050.0,262.0,52.0,05000US51085,51,085,D,Renter,No,Non-family,4 or fewer
"Hanover County, Virginia",0.0,161.0,53.0,05000US51085,51,085,D,Renter,No,Non-family,5 or more
"Hanover County, Virginia",410.0,180.0,54.0,05000US51085,51,085,S,Renter,N/A,All,All
"Hanover County, Virginia",70.0,95.0,55.0,05000US51085,51,085,S,Renter,N/A,"Family, 1 parent",All
"Hanover County, Virginia",70.0,95.0,56.0,05000US51085,51,085,D,Renter,N/A,"Family, 1 parent",4 or fewer
"Hanover County, Virginia",0.0,161.0,57.0,05000US51085,51,085,D,Renter,N/A,"Family, 1 parent",5 or more
"Hanover County, Virginia",150.0,122.0,58.0,05000US51085,51,085,S,Renter,N/A,"Family, 2 parents",All
"Hanover County, Virginia",95.0,73.0,59.0,05000US51085,51,085,D,Renter,N/A,"Family, 2 parents",4 or fewer
"Hanover County, Virginia",60.0,93.0,60.0,05000US51085,51,085,D,Renter,N/A,"Family, 2 parents",5 or more
"Hanover County, Virginia",185.0,98.0,61.0,05000US51085,51,085,S,Renter,N/A,Non-family,All
