name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Type,Household_Size
"Augusta County, Virginia",27370.0,424.0,1.0,05000US51015,51,015,T,All,All,All,All
"Augusta County, Virginia",21725.0,665.0,2.0,05000US51015,51,015,S,Owner,All,All,All
"Augusta County, Virginia",4880.0,673.0,3.0,05000US51015,51,015,S,Owner,Yes,All,All
"Augusta County, Virginia",770.0,252.0,4.0,05000US51015,51,015,S,Owner,Yes,"Family, 1 parent",All
"Augusta County, Virginia",770.0,252.0,5.0,05000US51015,51,015,D,Owner,Yes,"Family, 1 parent",4 or fewer
"Augusta County, Virginia",0.0,161.0,6.0,05000US51015,51,015,D,Owner,Yes,"Family, 1 parent",5 or more
"Augusta County, Virginia",2505.0,541.0,7.0,05000US51015,51,015,S,Owner,Yes,"Family, 2 parents",All
"Augusta County, Virginia",2015.0,464.0,8.0,05000US51015,51,015,D,Owner,Yes,"Family, 2 parents",4 or fewer
"Augusta County, Virginia",490.0,316.0,9.0,05000US51015,51,015,D,Owner,Yes,"Family, 2 parents",5 or more
"Augusta County, Virginia",1605.0,419.0,10.0,05000US51015,51,015,S,Owner,Yes,Non-family,All
"Augusta County, Virginia",1605.0,419.0,11.0,05000US51015,51,015,D,Owner,Yes,Non-family,4 or fewer
"Augusta County, Virginia",0.0,161.0,12.0,05000US51015,51,015,D,Owner,Yes,Non-family,5 or more
"Augusta County, Virginia",16775.0,790.0,13.0,05000US51015,51,015,S,Owner,No,All,All
"Augusta County, Virginia",1610.0,351.0,14.0,05000US51015,51,015,S,Owner,No,"Family, 1 parent",All
"Augusta County, Virginia",1490.0,334.0,15.0,05000US51015,51,015,D,Owner,No,"Family, 1 parent",4 or fewer
"Augusta County, Virginia",125.0,102.0,16.0,05000US51015,51,015,D,Owner,No,"Family, 1 parent",5 or more
"Augusta County, Virginia",11665.0,714.0,17.0,05000US51015,51,015,S,Owner,No,"Family, 2 parents",All
"Augusta County, Virginia",10935.0,691.0,18.0,05000US51015,51,015,D,Owner,No,"Family, 2 parents",4 or fewer
"Augusta County, Virginia",735.0,237.0,19.0,05000US51015,51,015,D,Owner,No,"Family, 2 parents",5 or more
