name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Type,Household_Size
"Orange County, Virginia",12115.0,426.0,1.0,05000US51137,51,137,T,All,All,All,All
"Orange County, Virginia",9185.0,458.0,2.0,05000US51137,51,137,S,Owner,All,All,All
"Orange County, Virginia",2700.0,409.0,3.0,05000US51137,51,137,S,Owner,Yes,All,All
"Orange County, Virginia",285.0,138.0,4.0,05000US51137,51,137,S,Owner,Yes,"Family, 1 parent",All
"Orange County, Virginia",265.0,132.0,5.0,05000US51137,51,137,D,Owner,Yes,"Family, 1 parent",4 or fewer
"Orange County, Virginia",15.0,28.0,6.0,05000US51137,51,137,D,Owner,Yes,"Family, 1 parent",5 or more
"Orange County, Virginia",1400.0,320.0,7.0,05000US51137,51,137,S,Owner,Yes,"Family, 2 parents",All
"Orange County, Virginia",1140.0,295.0,8.0,05000US51137,51,137,D,Owner,Yes,"Family, 2 parents",4 or fewer
"Orange County, Virginia",260.0,167.0,9.0,05000US51137,51,137,D,Owner,Yes,"Family, 2 parents",5 or more
"Orange County, Virginia",1015.0,320.0,10.0,05000US51137,51,137,S,Owner,Yes,Non-family,All
"Orange County, Virginia",1015.0,320.0,11.0,05000US51137,51,137,D,Owner,Yes,Non-family,4 or fewer
"Orange County, Virginia",0.0,161.0,12.0,05000US51137,51,137,D,Owner,Yes,Non-family,5 or more
"Orange County, Virginia",6325.0,603.0,13.0,05000US51137,51,137,S,Owner,No,All,All
"Orange County, Virginia",620.0,175.0,14.0,05000US51137,51,137,S,Owner,No,"Family, 1 parent",All
"Orange County, Virginia",595.0,178.0,15.0,05000US51137,51,137,D,Owner,No,"Family, 1 parent",4 or fewer
"Orange County, Virginia",30.0,35.0,16.0,05000US51137,51,137,D,Owner,No,"Family, 1 parent",5 or more
"Orange County, Virginia",4210.0,532.0,17.0,05000US51137,51,137,S,Owner,No,"Family, 2 parents",All
"Orange County, Virginia",3935.0,510.0,18.0,05000US51137,51,137,D,Owner,No,"Family, 2 parents",4 or fewer
"Orange County, Virginia",275.0,115.0,19.0,05000US51137,51,137,D,Owner,No,"Family, 2 parents",5 or more
"Orange County, Virginia",1495.0,333.0,20.0,05000US51137,51,137,S,Owner,No,Non-family,All
"Orange County, Virginia",1495.0,333.0,21.0,05000US51137,51,137,D,Owner,No,Non-family,4 or fewer
"Orange County, Virginia",0.0,161.0,22.0,05000US51137,51,137,D,Owner,No,Non-family,5 or more
"Orange County, Virginia",160.0,121.0,23.0,05000US51137,51,137,S,Owner,N/A,All,All
"Orange County, Virginia",0.0,161.0,24.0,05000US51137,51,137,S,Owner,N/A,"Family, 1 parent",All
"Orange County, Virginia",0.0,161.0,25.0,05000US51137,51,137,D,Owner,N/A,"Family, 1 parent",4 or fewer
"Orange County, Virginia",0.0,161.0,26.0,05000US51137,51,137,D,Owner,N/A,"Family, 1 parent",5 or more
"Orange County, Virginia",100.0,123.0,27.0,05000US51137,51,137,S,Owner,N/A,"Family, 2 parents",All
"Orange County, Virginia",100.0,123.0,28.0,05000US51137,51,137,D,Owner,N/A,"Family, 2 parents",4 or fewer
"Orange County, Virginia",0.0,161.0,29.0,05000US51137,51,137,D,Owner,N/A,"Family, 2 parents",5 or more
"Orange County, Virginia",60.0,60.0,30.0,05000US51137,51,137,S,Owner,N/A,Non-family,All
"Orange County, Virginia",60.0,60.0,31.0,05000US51137,51,137,D,Owner,N/A,Non-family,4 or fewer
"Orange County, Virginia",0.0,161.0,32.0,05000US51137,51,137,D,Owner,N/A,Non-family,5 or more
"Orange County, Virginia",2930.0,436.0,33.0,05000US51137,51,137,S,Renter,All,All,All
"Orange County, Virginia",860.0,235.0,34.0,05000US51137,51,137,S,Renter,Yes,All,All
"Orange County, Virginia",320.0,167.0,35.0,05000US51137,51,137,S,Renter,Yes,"Family, 1 parent",All
"Orange County, Virginia",295.0,164.0,36.0,05000US51137,51,137,D,Renter,Yes,"Family, 1 parent",4 or fewer
"Orange County, Virginia",25.0,43.0,37.0,05000US51137,51,137,D,Renter,Yes,"Family, 1 parent",5 or more
"Orange County, Virginia",225.0,139.0,38.0,05000US51137,51,137,S,Renter,Yes,"Family, 2 parents",All
"Orange County, Virginia",200.0,135.0,39.0,05000US51137,51,137,D,Renter,Yes,"Family, 2 parents",4 or fewer
"Orange County, Virginia",20.0,40.0,40.0,05000US51137,51,137,D,Renter,Yes,"Family, 2 parents",5 or more
"Orange County, Virginia",315.0,131.0,41.0,05000US51137,51,137,S,Renter,Yes,Non-family,All
"Orange County, Virginia",315.0,131.0,42.0,05000US51137,51,137,D,Renter,Yes,Non-family,4 or fewer
"Orange County, Virginia",0.0,161.0,43.0,05000US51137,51,137,D,Renter,Yes,Non-family,5 or more
"Orange County, Virginia",1685.0,386.0,44.0,05000US51137,51,137,S,Renter,No,All,All
"Orange County, Virginia",430.0,202.0,45.0,05000US51137,51,137,S,Renter,No,"Family, 1 parent",All
"Orange County, Virginia",345.0,149.0,46.0,05000US51137,51,137,D,Renter,No,"Family, 1 parent",4 or fewer
"Orange County, Virginia",85.0,127.0,47.0,05000US51137,51,137,D,Renter,No,"Family, 1 parent",5 or more
"Orange County, Virginia",650.0,304.0,48.0,05000US51137,51,137,S,Renter,No,"Family, 2 parents",All
"Orange County, Virginia",645.0,301.0,49.0,05000US51137,51,137,D,Renter,No,"Family, 2 parents",4 or fewer
"Orange County, Virginia",4.0,9.0,50.0,05000US51137,51,137,D,Renter,No,"Family, 2 parents",5 or more
"Orange County, Virginia",605.0,239.0,51.0,05000US51137,51,137,S,Renter,No,Non-family,All
"Orange County, Virginia",605.0,239.0,52.0,05000US51137,51,137,D,Renter,No,Non-family,4 or fewer
"Orange County, Virginia",0.0,161.0,53.0,05000US51137,51,137,D,Renter,No,Non-family,5 or more
"Orange County, Virginia",385.0,239.0,54.0,05000US51137,51,137,S,Renter,N/A,All,All
"Orange County, Virginia",35.0,39.0,55.0,05000US51137,51,137,S,Renter,N/A,"Family, 1 parent",All
"Orange County, Virginia",25.0,34.0,56.0,05000US51137,51,137,D,Renter,N/A,"Family, 1 parent",4 or fewer
"Orange County, Virginia",10.0,17.0,57.0,05000US51137,51,137,D,Renter,N/A,"Family, 1 parent",5 or more
"Orange County, Virginia",130.0,141.0,58.0,05000US51137,51,137,S,Renter,N/A,"Family, 2 parents",All
"Orange County, Virginia",35.0,56.0,59.0,05000US51137,51,137,D,Renter,N/A,"Family, 2 parents",4 or fewer
"Orange County, Virginia",95.0,129.0,60.0,05000US51137,51,137,D,Renter,N/A,"Family, 2 parents",5 or more
"Orange County, Virginia",220.0,185.0,61.0,05000US51137,51,137,S,Renter,N/A,Non-family,All
"Orange County, Virginia",220.0,185.0,62.0,05000US51137,51,137,D,Renter,N/A,Non-family,4 or fewer
"Orange County, Virginia",0.0,161.0,63.0,05000US51137,51,137,D,Renter,N/A,Non-family,5 or more
