name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Type,Household_Size
"Pulaski County, Virginia",14885.0,484.0,1.0,05000US51155,51,155,T,All,All,All,All
"Pulaski County, Virginia",10650.0,581.0,2.0,05000US51155,51,155,S,Owner,All,All,All
"Pulaski County, Virginia",1920.0,412.0,3.0,05000US51155,51,155,S,Owner,Yes,All,All
"Pulaski County, Virginia",300.0,173.0,4.0,05000US51155,51,155,S,Owner,Yes,"Family, 1 parent",All
"Pulaski County, Virginia",285.0,171.0,5.0,05000US51155,51,155,D,Owner,Yes,"Family, 1 parent",4 or fewer
"Pulaski County, Virginia",15.0,27.0,6.0,05000US51155,51,155,D,Owner,Yes,"Family, 1 parent",5 or more
"Pulaski County, Virginia",910.0,278.0,7.0,05000US51155,51,155,S,Owner,Yes,"Family, 2 parents",All
"Pulaski County, Virginia",810.0,280.0,8.0,05000US51155,51,155,D,Owner,Yes,"Family, 2 parents",4 or fewer
"Pulaski County, Virginia",95.0,83.0,9.0,05000US51155,51,155,D,Owner,Yes,"Family, 2 parents",5 or more
"Pulaski County, Virginia",715.0,302.0,10.0,05000US51155,51,155,S,Owner,Yes,Non-family,All
"Pulaski County, Virginia",715.0,302.0,11.0,05000US51155,51,155,D,Owner,Yes,Non-family,4 or fewer
"Pulaski County, Virginia",0.0,161.0,12.0,05000US51155,51,155,D,Owner,Yes,Non-family,5 or more
"Pulaski County, Virginia",8600.0,564.0,13.0,05000US51155,51,155,S,Owner,No,All,All
"Pulaski County, Virginia",1120.0,314.0,14.0,05000US51155,51,155,S,Owner,No,"Family, 1 parent",All
"Pulaski County, Virginia",1070.0,304.0,15.0,05000US51155,51,155,D,Owner,No,"Family, 1 parent",4 or fewer
"Pulaski County, Virginia",50.0,65.0,16.0,05000US51155,51,155,D,Owner,No,"Family, 1 parent",5 or more
"Pulaski County, Virginia",5145.0,501.0,17.0,05000US51155,51,155,S,Owner,No,"Family, 2 parents",All
"Pulaski County, Virginia",4785.0,444.0,18.0,05000US51155,51,155,D,Owner,No,"Family, 2 parents",4 or fewer
"Pulaski County, Virginia",360.0,194.0,19.0,05000US51155,51,155,D,Owner,No,"Family, 2 parents",5 or more
"Pulaski County, Virginia",2335.0,413.0,20.0,05000US51155,51,155,S,Owner,No,Non-family,All
"Pulaski County, Virginia",2335.0,413.0,21.0,05000US51155,51,155,D,Owner,No,Non-family,4 or fewer
"Pulaski County, Virginia",0.0,161.0,22.0,05000US51155,51,155,D,Owner,No,Non-family,5 or more
"Pulaski County, Virginia",135.0,121.0,23.0,05000US51155,51,155,S,Owner,N/A,All,All
"Pulaski County, Virginia",0.0,161.0,24.0,05000US51155,51,155,S,Owner,N/A,"Family, 1 parent",All
"Pulaski County, Virginia",0.0,161.0,25.0,05000US51155,51,155,D,Owner,N/A,"Family, 1 parent",4 or fewer
"Pulaski County, Virginia",0.0,161.0,26.0,05000US51155,51,155,D,Owner,N/A,"Family, 1 parent",5 or more
"Pulaski County, Virginia",20.0,33.0,27.0,05000US51155,51,155,S,Owner,N/A,"Family, 2 parents",All
"Pulaski County, Virginia",0.0,161.0,28.0,05000US51155,51,155,D,Owner,N/A,"Family, 2 parents",4 or fewer
"Pulaski County, Virginia",20.0,33.0,29.0,05000US51155,51,155,D,Owner,N/A,"Family, 2 parents",5 or more
"Pulaski County, Virginia",115.0,121.0,30.0,05000US51155,51,155,S,Owner,N/A,Non-family,All
"Pulaski County, Virginia",115.0,121.0,31.0,05000US51155,51,155,D,Owner,N/A,Non-family,4 or fewer
"Pulaski County, Virginia",0.0,161.0,32.0,05000US51155,51,155,D,Owner,N/A,Non-family,5 or more
"Pulaski County, Virginia",4235.0,635.0,33.0,05000US51155,51,155,S,Renter,All,All,All
"Pulaski County, Virginia",1545.0,432.0,34.0,05000US51155,51,155,S,Renter,Yes,All,All
"Pulaski County, Virginia",465.0,209.0,35.0,05000US51155,51,155,S,Renter,Yes,"Family, 1 parent",All
"Pulaski County, Virginia",445.0,201.0,36.0,05000US51155,51,155,D,Renter,Yes,"Family, 1 parent",4 or fewer
"Pulaski County, Virginia",20.0,35.0,37.0,05000US51155,51,155,D,Renter,Yes,"Family, 1 parent",5 or more
"Pulaski County, Virginia",290.0,146.0,38.0,05000US51155,51,155,S,Renter,Yes,"Family, 2 parents",All
"Pulaski County, Virginia",230.0,132.0,39.0,05000US51155,51,155,D,Renter,Yes,"Family, 2 parents",4 or fewer
"Pulaski County, Virginia",60.0,78.0,40.0,05000US51155,51,155,D,Renter,Yes,"Family, 2 parents",5 or more
"Pulaski County, Virginia",790.0,326.0,41.0,05000US51155,51,155,S,Renter,Yes,Non-family,All
"Pulaski County, Virginia",790.0,326.0,42.0,05000US51155,51,155,D,Renter,Yes,Non-family,4 or fewer
"Pulaski County, Virginia",0.0,161.0,43.0,05000US51155,51,155,D,Renter,Yes,Non-family,5 or more
"Pulaski County, Virginia",2130.0,423.0,44.0,05000US51155,51,155,S,Renter,No,All,All
"Pulaski County, Virginia",375.0,195.0,45.0,05000US51155,51,155,S,Renter,No,"Family, 1 parent",All
"Pulaski County, Virginia",375.0,195.0,46.0,05000US51155,51,155,D,Renter,No,"Family, 1 parent",4 or fewer
"Pulaski County, Virginia",0.0,161.0,47.0,05000US51155,51,155,D,Renter,No,"Family, 1 parent",5 or more
"Pulaski County, Virginia",680.0,259.0,48.0,05000US51155,51,155,S,Renter,No,"Family, 2 parents",All
"Pulaski County, Virginia",580.0,232.0,49.0,05000US51155,51,155,D,Renter,No,"Family, 2 parents",4 or fewer
"Pulaski County, Virginia",95.0,109.0,50.0,05000US51155,51,155,D,Renter,No,"Family, 2 parents",5 or more
"Pulaski County, Virginia",1075.0,251.0,51.0,05000US51155,51,155,S,Renter,No,Non-family,All
"Pulaski County, Virginia",1075.0,251.0,52.0,05000US51155,51,155,D,Renter,No,Non-family,4 or fewer
"Pulaski County, Virginia",0.0,161.0,53.0,05000US51155,51,155,D,Renter,No,Non-family,5 or more
"Pulaski County, Virginia",560.0,226.0,54.0,05000US51155,51,155,S,Renter,N/A,All,All
"Pulaski County, Virginia",165.0,125.0,55.0,05000US51155,51,155,S,Renter,N/A,"Family, 1 parent",All
"Pulaski County, Virginia",165.0,125.0,56.0,05000US51155,51,155,D,Renter,N/A,"Family, 1 parent",4 or fewer
"Pulaski County, Virginia",0.0,161.0,57.0,05000US51155,51,155,D,Renter,N/A,"Family, 1 parent",5 or more
"Pulaski County, Virginia",215.0,130.0,58.0,05000US51155,51,155,S,Renter,N/A,"Family, 2 parents",All
"Pulaski County, Virginia",130.0,101.0,59.0,05000US51155,51,155,D,Renter,N/A,"Family, 2 parents",4 or fewer
"Pulaski County, Virginia",85.0,87.0,60.0,05000US51155,51,155,D,Renter,N/A,"Family, 2 parents",5 or more
"Pulaski County, Virginia",180.0,144.0,61.0,05000US51155,51,155,S,Renter,N/A,Non-family,All
"Pulaski County, Virginia",180.0,144.0,62.0,05000US51155,51,155,D,Renter,N/A,Non-family,4 or fewer
"Pulaski County, Virginia",0.0,161.0,63.0,05000US51155,51,155,D,Renter,N/A,Non-family,5 or more
