name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Type,Household_Size
"Chesapeake city, Virginia",77810.0,623.0,1.0,05000US51550,51,550,T,All,All,All,All
"Chesapeake city, Virginia",58470.0,986.0,2.0,05000US51550,51,550,S,Owner,All,All,All
"Chesapeake city, Virginia",18730.0,1091.0,3.0,05000US51550,51,550,S,Owner,Yes,All,All
"Chesapeake city, Virginia",3460.0,527.0,4.0,05000US51550,51,550,S,Owner,Yes,"Family, 1 parent",All
"Chesapeake city, Virginia",2960.0,475.0,5.0,05000US51550,51,550,D,Owner,Yes,"Family, 1 parent",4 or fewer
"Chesapeake city, Virginia",505.0,241.0,6.0,05000US51550,51,550,D,Owner,Yes,"Family, 1 parent",5 or more
"Chesapeake city, Virginia",10155.0,829.0,7.0,05000US51550,51,550,S,Owner,Yes,"Family, 2 parents",All
"Chesapeake city, Virginia",8280.0,727.0,8.0,05000US51550,51,550,D,Owner,Yes,"Family, 2 parents",4 or fewer
"Chesapeake city, Virginia",1875.0,402.0,9.0,05000US51550,51,550,D,Owner,Yes,"Family, 2 parents",5 or more
"Chesapeake city, Virginia",5115.0,614.0,10.0,05000US51550,51,550,S,Owner,Yes,Non-family,All
"Chesapeake city, Virginia",5115.0,614.0,11.0,05000US51550,51,550,D,Owner,Yes,Non-family,4 or fewer
"Chesapeake city, Virginia",0.0,161.0,12.0,05000US51550,51,550,D,Owner,Yes,Non-family,5 or more
"Chesapeake city, Virginia",39525.0,1183.0,13.0,05000US51550,51,550,S,Owner,No,All,All
"Chesapeake city, Virginia",3905.0,560.0,14.0,05000US51550,51,550,S,Owner,No,"Family, 1 parent",All
"Chesapeake city, Virginia",3330.0,478.0,15.0,05000US51550,51,550,D,Owner,No,"Family, 1 parent",4 or fewer
"Chesapeake city, Virginia",575.0,255.0,16.0,05000US51550,51,550,D,Owner,No,"Family, 1 parent",5 or more
"Chesapeake city, Virginia",28940.0,1000.0,17.0,05000US51550,51,550,S,Owner,No,"Family, 2 parents",All
"Chesapeake city, Virginia",24850.0,1005.0,18.0,05000US51550,51,550,D,Owner,No,"Family, 2 parents",4 or fewer
"Chesapeake city, Virginia",4095.0,495.0,19.0,05000US51550,51,550,D,Owner,No,"Family, 2 parents",5 or more
"Chesapeake city, Virginia",6680.0,626.0,20.0,05000US51550,51,550,S,Owner,No,Non-family,All
"Chesapeake city, Virginia",6680.0,626.0,21.0,05000US51550,51,550,D,Owner,No,Non-family,4 or fewer
"Chesapeake city, Virginia",0.0,161.0,22.0,05000US51550,51,550,D,Owner,No,Non-family,5 or more
"Chesapeake city, Virginia",215.0,117.0,23.0,05000US51550,51,550,S,Owner,N/A,All,All
"Chesapeake city, Virginia",60.0,58.0,24.0,05000US51550,51,550,S,Owner,N/A,"Family, 1 parent",All
"Chesapeake city, Virginia",60.0,58.0,25.0,05000US51550,51,550,D,Owner,N/A,"Family, 1 parent",4 or fewer
"Chesapeake city, Virginia",0.0,161.0,26.0,05000US51550,51,550,D,Owner,N/A,"Family, 1 parent",5 or more
"Chesapeake city, Virginia",25.0,26.0,27.0,05000US51550,51,550,S,Owner,N/A,"Family, 2 parents",All
"Chesapeake city, Virginia",25.0,26.0,28.0,05000US51550,51,550,D,Owner,N/A,"Family, 2 parents",4 or fewer
"Chesapeake city, Virginia",0.0,161.0,29.0,05000US51550,51,550,D,Owner,N/A,"Family, 2 parents",5 or more
"Chesapeake city, Virginia",130.0,120.0,30.0,05000US51550,51,550,S,Owner,N/A,Non-family,All
"Chesapeake city, Virginia",130.0,120.0,31.0,05000US51550,51,550,D,Owner,N/A,Non-family,4 or fewer
"Chesapeake city, Virginia",0.0,161.0,32.0,05000US51550,51,550,D,Owner,N/A,Non-family,5 or more
"Chesapeake city, Virginia",19335.0,960.0,33.0,05000US51550,51,550,S,Renter,All,All,All
"Chesapeake city, Virginia",8615.0,862.0,34.0,05000US51550,51,550,S,Renter,Yes,All,All
"Chesapeake city, Virginia",3440.0,608.0,35.0,05000US51550,51,550,S,Renter,Yes,"Family, 1 parent",All
"Chesapeake city, Virginia",3135.0,619.0,36.0,05000US51550,51,550,D,Renter,Yes,"Family, 1 parent",4 or fewer
"Chesapeake city, Virginia",300.0,177.0,37.0,05000US51550,51,550,D,Renter,Yes,"Family, 1 parent",5 or more
"Chesapeake city, Virginia",1750.0,334.0,38.0,05000US51550,51,550,S,Renter,Yes,"Family, 2 parents",All
