name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Type,Household_Size
"Roanoke County, Virginia",36830.0,553.0,1.0,05000US51161,51,161,T,All,All,All,All
"Roanoke County, Virginia",29200.0,731.0,2.0,05000US51161,51,161,S,Owner,All,All,All
"Roanoke County, Virginia",5140.0,640.0,3.0,05000US51161,51,161,S,Owner,Yes,All,All
"Roanoke County, Virginia",680.0,227.0,4.0,05000US51161,51,161,S,Owner,Yes,"Family, 1 parent",All
"Roanoke County, Virginia",680.0,227.0,5.0,05000US51161,51,161,D,Owner,Yes,"Family, 1 parent",4 or fewer
"Roanoke County, Virginia",0.0,161.0,6.0,05000US51161,51,161,D,Owner,Yes,"Family, 1 parent",5 or more
"Roanoke County, Virginia",2335.0,391.0,7.0,05000US51161,51,161,S,Owner,Yes,"Family, 2 parents",All
"Roanoke County, Virginia",1945.0,373.0,8.0,05000US51161,51,161,D,Owner,Yes,"Family, 2 parents",4 or fewer
"Roanoke County, Virginia",390.0,172.0,9.0,05000US51161,51,161,D,Owner,Yes,"Family, 2 parents",5 or more
"Roanoke County, Virginia",2125.0,444.0,10.0,05000US51161,51,161,S,Owner,Yes,Non-family,All
"Roanoke County, Virginia",2125.0,444.0,11.0,05000US51161,51,161,D,Owner,Yes,Non-family,4 or fewer
"Roanoke County, Virginia",0.0,161.0,12.0,05000US51161,51,161,D,Owner,Yes,Non-family,5 or more
"Roanoke County, Virginia",23990.0,832.0,13.0,05000US51161,51,161,S,Owner,No,All,All
"Roanoke County, Virginia",1860.0,351.0,14.0,05000US51161,51,161,S,Owner,No,"Family, 1 parent",All
"Roanoke County, Virginia",1745.0,346.0,15.0,05000US51161,51,161,D,Owner,No,"Family, 1 parent",4 or fewer
"Roanoke County, Virginia",110.0,81.0,16.0,05000US51161,51,161,D,Owner,No,"Family, 1 parent",5 or more
"Roanoke County, Virginia",16120.0,696.0,17.0,05000US51161,51,161,S,Owner,No,"Family, 2 parents",All
"Roanoke County, Virginia",14465.0,724.0,18.0,05000US51161,51,161,D,Owner,No,"Family, 2 parents",4 or fewer
"Roanoke County, Virginia",1655.0,323.0,19.0,05000US51161,51,161,D,Owner,No,"Family, 2 parents",5 or more
"Roanoke County, Virginia",6010.0,617.0,20.0,05000US51161,51,161,S,Owner,No,Non-family,All
"Roanoke County, Virginia",6010.0,617.0,21.0,05000US51161,51,161,D,Owner,No,Non-family,4 or fewer
"Roanoke County, Virginia",0.0,161.0,22.0,05000US51161,51,161,D,Owner,No,Non-family,5 or more
"Roanoke County, Virginia",70.0,66.0,23.0,05000US51161,51,161,S,Owner,N/A,All,All
"Roanoke County, Virginia",0.0,161.0,24.0,05000US51161,51,161,S,Owner,N/A,"Family, 1 parent",All
"Roanoke County, Virginia",0.0,161.0,25.0,05000US51161,51,161,D,Owner,N/A,"Family, 1 parent",4 or fewer
"Roanoke County, Virginia",0.0,161.0,26.0,05000US51161,51,161,D,Owner,N/A,"Family, 1 parent",5 or more
"Roanoke County, Virginia",0.0,161.0,27.0,05000US51161,51,161,S,Owner,N/A,"Family, 2 parents",All
"Roanoke County, Virginia",0.0,161.0,28.0,05000US51161,51,161,D,Owner,N/A,"Family, 2 parents",4 or fewer
"Roanoke County, Virginia",0.0,161.0,29.0,05000US51161,51,161,D,Owner,N/A,"Family, 2 parents",5 or more
"Roanoke County, Virginia",70.0,66.0,30.0,05000US51161,51,161,S,Owner,N/A,Non-family,All
"Roanoke County, Virginia",70.0,66.0,31.0,05000US51161,51,161,D,Owner,N/A,Non-family,4 or fewer
"Roanoke County, Virginia",0.0,161.0,32.0,05000US51161,51,161,D,Owner,N/A,Non-family,5 or more
"Roanoke County, Virginia",7630.0,748.0,33.0,05000US51161,51,161,S,Renter,All,All,All
"Roanoke County, Virginia",2580.0,467.0,34.0,05000US51161,51,161,S,Renter,Yes,All,All
"Roanoke County, Virginia",635.0,313.0,35.0,05000US51161,51,161,S,Renter,Yes,"Family, 1 parent",All
"Roanoke County, Virginia",520.0,274.0,36.0,05000US51161,51,161,D,Renter,Yes,"Family, 1 parent",4 or fewer
"Roanoke County, Virginia",115.0,125.0,37.0,05000US51161,51,161,D,Renter,Yes,"Family, 1 parent",5 or more
"Roanoke County, Virginia",315.0,160.0,38.0,05000US51161,51,161,S,Renter,Yes,"Family, 2 parents",All
"Roanoke County, Virginia",260.0,146.0,39.0,05000US51161,51,161,D,Renter,Yes,"Family, 2 parents",4 or fewer
"Roanoke County, Virginia",55.0,66.0,40.0,05000US51161,51,161,D,Renter,Yes,"Family, 2 parents",5 or more
"Roanoke County, Virginia",1630.0,378.0,41.0,05000US51161,51,161,S,Renter,Yes,Non-family,All
"Roanoke County, Virginia",1630.0,378.0,42.0,05000US51161,51,161,D,Renter,Yes,Non-family,4 or fewer
"Roanoke County, Virginia",0.0,161.0,43.0,05000US51161,51,161,D,Renter,Yes,Non-family,5 or more
"Roanoke County, Virginia",4685.0,591.0,44.0,05000US51161,51,161,S,Renter,No,All,All
"Roanoke County, Virginia",790.0,278.0,45.0,05000US51161,51,161,S,Renter,No,"Family, 1 parent",All
"Roanoke County, Virginia",745.0,275.0,46.0,05000US51161,51,161,D,Renter,No,"Family, 1 parent",4 or fewer
"Roanoke County, Virginia",45.0,54.0,47.0,05000US51161,51,161,D,Renter,No,"Family, 1 parent",5 or more
"Roanoke County, Virginia",1200.0,375.0,48.0,05000US51161,51,161,S,Renter,No,"Family, 2 parents",All
"Roanoke County, Virginia",1125.0,362.0,49.0,05000US51161,51,161,D,Renter,No,"Family, 2 parents",4 or fewer
"Roanoke County, Virginia",75.0,78.0,50.0,05000US51161,51,161,D,Renter,No,"Family, 2 parents",5 or more
"Roanoke County, Virginia",2695.0,504.0,51.0,05000US51161,51,161,S,Renter,No,Non-family,All
"Roanoke County, Virginia",2695.0,504.0,52.0,05000US51161,51,161,D,Renter,No,Non-family,4 or fewer
"Roanoke County, Virginia",0.0,161.0,53.0,05000US51161,51,161,D,Renter,No,Non-family,5 or more
"Roanoke County, Virginia",365.0,168.0,54.0,05000US51161,51,161,S,Renter,N/A,All,All
"Roanoke County, Virginia",85.0,76.0,55.0,05000US51161,51,161,S,Renter,N/A,"Family, 1 parent",All
"Roanoke County, Virginia",85.0,76.0,56.0,05000US51161,51,161,D,Renter,N/A,"Family, 1 parent",4 or fewer
"Roanoke County, Virginia",0.0,161.0,57.0,05000US51161,51,161,D,Renter,N/A,"Family, 1 parent",5 or more
"Roanoke County, Virginia",110.0,94.0,58.0,05000US51161,51,161,S,Renter,N/A,"Family, 2 parents",All
"Roanoke County, Virginia",110.0,94.0,59.0,05000US51161,51,161,D,Renter,N/A,"Family, 2 parents",4 or fewer
"Roanoke County, Virginia",0.0,161.0,60.0,05000US51161,51,161,D,Renter,N/A,"Family, 2 parents",5 or more
"Roanoke County, Virginia",170.0,119.0,61.0,05000US51161,51,161,S,Renter,N/A,Non-family,All
"Roanoke County, Virginia",170.0,119.0,62.0,05000US51161,51,161,D,Renter,N/A,Non-family,4 or fewer
"Roanoke County, Virginia",0.0,161.0,63.0,05000US51161,51,161,D,Renter,N/A,Non-family,5 or more
