name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Type,Household_Size
"Isle of Wight County, Virginia",13575.0,252.0,1.0,05000US51093,51,093,T,All,All,All,All
"Isle of Wight County, Virginia",11025.0,445.0,2.0,05000US51093,51,093,S,Owner,All,All,All
"Isle of Wight County, Virginia",2635.0,363.0,3.0,05000US51093,51,093,S,Owner,Yes,All,All
"Isle of Wight County, Virginia",355.0,171.0,4.0,05000US51093,51,093,S,Owner,Yes,"Family, 1 parent",All
"Isle of Wight County, Virginia",295.0,149.0,5.0,05000US51093,51,093,D,Owner,Yes,"Family, 1 parent",4 or fewer
"Isle of Wight County, Virginia",60.0,84.0,6.0,05000US51093,51,093,D,Owner,Yes,"Family, 1 parent",5 or more
"Isle of Wight County, Virginia",1285.0,229.0,7.0,05000US51093,51,093,S,Owner,Yes,"Family, 2 parents",All
"Isle of Wight County, Virginia",1120.0,205.0,8.0,05000US51093,51,093,D,Owner,Yes,"Family, 2 parents",4 or fewer
"Isle of Wight County, Virginia",165.0,106.0,9.0,05000US51093,51,093,D,Owner,Yes,"Family, 2 parents",5 or more
"Isle of Wight County, Virginia",995.0,273.0,10.0,05000US51093,51,093,S,Owner,Yes,Non-family,All
"Isle of Wight County, Virginia",995.0,273.0,11.0,05000US51093,51,093,D,Owner,Yes,Non-family,4 or fewer
"Isle of Wight County, Virginia",0.0,161.0,12.0,05000US51093,51,093,D,Owner,Yes,Non-family,5 or more
"Isle of Wight County, Virginia",8390.0,427.0,13.0,05000US51093,51,093,S,Owner,No,All,All
"Isle of Wight County, Virginia",1115.0,344.0,14.0,05000US51093,51,093,S,Owner,No,"Family, 1 parent",All
"Isle of Wight County, Virginia",995.0,309.0,15.0,05000US51093,51,093,D,Owner,No,"Family, 1 parent",4 or fewer
"Isle of Wight County, Virginia",120.0,125.0,16.0,05000US51093,51,093,D,Owner,No,"Family, 1 parent",5 or more
"Isle of Wight County, Virginia",6010.0,418.0,17.0,05000US51093,51,093,S,Owner,No,"Family, 2 parents",All
"Isle of Wight County, Virginia",5570.0,453.0,18.0,05000US51093,51,093,D,Owner,No,"Family, 2 parents",4 or fewer
"Isle of Wight County, Virginia",440.0,179.0,19.0,05000US51093,51,093,D,Owner,No,"Family, 2 parents",5 or more
"Isle of Wight County, Virginia",1265.0,290.0,20.0,05000US51093,51,093,S,Owner,No,Non-family,All
"Isle of Wight County, Virginia",1265.0,290.0,21.0,05000US51093,51,093,D,Owner,No,Non-family,4 or fewer
"Isle of Wight County, Virginia",0.0,161.0,22.0,05000US51093,51,093,D,Owner,No,Non-family,5 or more
"Isle of Wight County, Virginia",0.0,161.0,23.0,05000US51093,51,093,S,Owner,N/A,All,All
"Isle of Wight County, Virginia",0.0,161.0,24.0,05000US51093,51,093,S,Owner,N/A,"Family, 1 parent",All
"Isle of Wight County, Virginia",0.0,161.0,25.0,05000US51093,51,093,D,Owner,N/A,"Family, 1 parent",4 or fewer
"Isle of Wight County, Virginia",0.0,161.0,26.0,05000US51093,51,093,D,Owner,N/A,"Family, 1 parent",5 or more
