name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Type,Household_Size
"Wythe County, Virginia",11985.0,343.0,1.0,05000US51197,51,197,T,All,All,All,All
"Wythe County, Virginia",8840.0,448.0,2.0,05000US51197,51,197,S,Owner,All,All,All
"Wythe County, Virginia",1705.0,399.0,3.0,05000US51197,51,197,S,Owner,Yes,All,All
"Wythe County, Virginia",375.0,174.0,4.0,05000US51197,51,197,S,Owner,Yes,"Family, 1 parent",All
"Wythe County, Virginia",260.0,128.0,5.0,05000US51197,51,197,D,Owner,Yes,"Family, 1 parent",4 or fewer
"Wythe County, Virginia",115.0,134.0,6.0,05000US51197,51,197,D,Owner,Yes,"Family, 1 parent",5 or more
"Wythe County, Virginia",840.0,278.0,7.0,05000US51197,51,197,S,Owner,Yes,"Family, 2 parents",All
"Wythe County, Virginia",710.0,262.0,8.0,05000US51197,51,197,D,Owner,Yes,"Family, 2 parents",4 or fewer
"Wythe County, Virginia",130.0,90.0,9.0,05000US51197,51,197,D,Owner,Yes,"Family, 2 parents",5 or more
"Wythe County, Virginia",495.0,214.0,10.0,05000US51197,51,197,S,Owner,Yes,Non-family,All
"Wythe County, Virginia",495.0,214.0,11.0,05000US51197,51,197,D,Owner,Yes,Non-family,4 or fewer
"Wythe County, Virginia",0.0,161.0,12.0,05000US51197,51,197,D,Owner,Yes,Non-family,5 or more
"Wythe County, Virginia",7030.0,534.0,13.0,05000US51197,51,197,S,Owner,No,All,All
"Wythe County, Virginia",695.0,275.0,14.0,05000US51197,51,197,S,Owner,No,"Family, 1 parent",All
"Wythe County, Virginia",675.0,268.0,15.0,05000US51197,51,197,D,Owner,No,"Family, 1 parent",4 or fewer
"Wythe County, Virginia",25.0,39.0,16.0,05000US51197,51,197,D,Owner,No,"Family, 1 parent",5 or more
"Wythe County, Virginia",4740.0,492.0,17.0,05000US51197,51,197,S,Owner,No,"Family, 2 parents",All
"Wythe County, Virginia",4575.0,479.0,18.0,05000US51197,51,197,D,Owner,No,"Family, 2 parents",4 or fewer
"Wythe County, Virginia",160.0,111.0,19.0,05000US51197,51,197,D,Owner,No,"Family, 2 parents",5 or more
"Wythe County, Virginia",1595.0,330.0,20.0,05000US51197,51,197,S,Owner,No,Non-family,All
"Wythe County, Virginia",1595.0,330.0,21.0,05000US51197,51,197,D,Owner,No,Non-family,4 or fewer
"Wythe County, Virginia",0.0,161.0,22.0,05000US51197,51,197,D,Owner,No,Non-family,5 or more
"Wythe County, Virginia",105.0,111.0,23.0,05000US51197,51,197,S,Owner,N/A,All,All
"Wythe County, Virginia",0.0,161.0,24.0,05000US51197,51,197,S,Owner,N/A,"Family, 1 parent",All
"Wythe County, Virginia",0.0,161.0,25.0,05000US51197,51,197,D,Owner,N/A,"Family, 1 parent",4 or fewer
"Wythe County, Virginia",0.0,161.0,26.0,05000US51197,51,197,D,Owner,N/A,"Family, 1 parent",5 or more
"Wythe County, Virginia",0.0,161.0,27.0,05000US51197,51,197,S,Owner,N/A,"Family, 2 parents",All
"Wythe County, Virginia",0.0,161.0,28.0,05000US51197,51,197,D,Owner,N/A,"Family, 2 parents",4 or fewer
"Wythe County, Virginia",0.0,161.0,29.0,05000US51197,51,197,D,Owner,N/A,"Family, 2 parents",5 or more
"Wythe County, Virginia",105.0,111.0,30.0,05000US51197,51,197,S,Owner,N/A,Non-family,All
"Wythe County, Virginia",105.0,111.0,31.0,05000US51197,51,197,D,Owner,N/A,Non-family,4 or fewer
"Wythe County, Virginia",0.0,161.0,32.0,05000US51197,51,197,D,Owner,N/A,Non-family,5 or more
"Wythe County, Virginia",3150.0,468.0,33.0,05000US51197,51,197,S,Renter,All,All,All
"Wythe County, Virginia",995.0,307.0,34.0,05000US51197,51,197,S,Renter,Yes,All,All
"Wythe County, Virginia",225.0,167.0,35.0,05000US51197,51,197,S,Renter,Yes,"Family, 1 parent",All
"Wythe County, Virginia",225.0,167.0,36.0,05000US51197,51,197,D,Renter,Yes,"Family, 1 parent",4 or fewer
"Wythe County, Virginia",0.0,161.0,37.0,05000US51197,51,197,D,Renter,Yes,"Family, 1 parent",5 or more
"Wythe County, Virginia",245.0,151.0,38.0,05000US51197,51,197,S,Renter,Yes,"Family, 2 parents",All
"Wythe County, Virginia",120.0,106.0,39.0,05000US51197,51,197,D,Renter,Yes,"Family, 2 parents",4 or fewer
"Wythe County, Virginia",125.0,99.0,40.0,05000US51197,51,197,D,Renter,Yes,"Family, 2 parents",5 or more
"Wythe County, Virginia",520.0,281.0,41.0,05000US51197,51,197,S,Renter,Yes,Non-family,All
"Wythe County, Virginia",520.0,281.0,42.0,05000US51197,51,197,D,Renter,Yes,Non-family,4 or fewer
"Wythe County, Virginia",0.0,161.0,43.0,05000US51197,51,197,D,Renter,Yes,Non-family,5 or more
"Wythe County, Virginia",1680.0,371.0,44.0,05000US51197,51,197,S,Renter,No,All,All
"Wythe County, Virginia",245.0,114.0,45.0,05000US51197,51,197,S,Renter,No,"Family, 1 parent",All
"Wythe County, Virginia",245.0,114.0,46.0,05000US51197,51,197,D,Renter,No,"Family, 1 parent",4 or fewer
