name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Severe_Housing_Problems,Household_Income,Race
"Warren County, Virginia",13470.0,396.0,1.0,05000US51187,51,187,T,All,All,All,All
"Warren County, Virginia",10370.0,453.0,2.0,05000US51187,51,187,S,Owner,All,All,All
"Warren County, Virginia",970.0,282.0,3.0,05000US51187,51,187,S,Owner,Yes,All,All
"Warren County, Virginia",505.0,221.0,4.0,05000US51187,51,187,S,Owner,Yes,30% AMI or less,All
"Warren County, Virginia",460.0,207.0,5.0,05000US51187,51,187,D,Owner,Yes,30% AMI or less,White
"Warren County, Virginia",45.0,61.0,6.0,05000US51187,51,187,D,Owner,Yes,30% AMI or less,Black
"Warren County, Virginia",0.0,161.0,7.0,05000US51187,51,187,D,Owner,Yes,30% AMI or less,Asian
"Warren County, Virginia",0.0,161.0,8.0,05000US51187,51,187,D,Owner,Yes,30% AMI or less,American Indian
"Warren County, Virginia",0.0,161.0,9.0,05000US51187,51,187,D,Owner,Yes,30% AMI or less,Pacific Islander
"Warren County, Virginia",0.0,161.0,10.0,05000US51187,51,187,D,Owner,Yes,30% AMI or less,Hispanic
"Warren County, Virginia",0.0,161.0,11.0,05000US51187,51,187,D,Owner,Yes,30% AMI or less,Other
"Warren County, Virginia",190.0,134.0,12.0,05000US51187,51,187,S,Owner,Yes,30.1-50% AMI,All
"Warren County, Virginia",185.0,134.0,13.0,05000US51187,51,187,D,Owner,Yes,30.1-50% AMI,White
"Warren County, Virginia",4.0,14.0,14.0,05000US51187,51,187,D,Owner,Yes,30.1-50% AMI,Black
"Warren County, Virginia",0.0,161.0,15.0,05000US51187,51,187,D,Owner,Yes,30.1-50% AMI,Asian
"Warren County, Virginia",0.0,161.0,16.0,05000US51187,51,187,D,Owner,Yes,30.1-50% AMI,American Indian
"Warren County, Virginia",0.0,161.0,17.0,05000US51187,51,187,D,Owner,Yes,30.1-50% AMI,Pacific Islander
"Warren County, Virginia",0.0,161.0,18.0,05000US51187,51,187,D,Owner,Yes,30.1-50% AMI,Hispanic
"Warren County, Virginia",0.0,161.0,19.0,05000US51187,51,187,D,Owner,Yes,30.1-50% AMI,Other
"Warren County, Virginia",95.0,73.0,20.0,05000US51187,51,187,S,Owner,Yes,50.1-80% AMI,All
"Warren County, Virginia",80.0,61.0,21.0,05000US51187,51,187,D,Owner,Yes,50.1-80% AMI,White
"Warren County, Virginia",15.0,30.0,22.0,05000US51187,51,187,D,Owner,Yes,50.1-80% AMI,Black
"Warren County, Virginia",0.0,161.0,23.0,05000US51187,51,187,D,Owner,Yes,50.1-80% AMI,Asian
"Warren County, Virginia",0.0,161.0,24.0,05000US51187,51,187,D,Owner,Yes,50.1-80% AMI,American Indian
"Warren County, Virginia",0.0,161.0,25.0,05000US51187,51,187,D,Owner,Yes,50.1-80% AMI,Pacific Islander
"Warren County, Virginia",0.0,161.0,26.0,05000US51187,51,187,D,Owner,Yes,50.1-80% AMI,Hispanic
