name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Severe_Housing_Problems,Household_Income,Race
"Suffolk city, Virginia",29860.0,431.0,1.0,05000US51800,51,800,T,All,All,All,All
"Suffolk city, Virginia",21285.0,618.0,2.0,05000US51800,51,800,S,Owner,All,All,All
"Suffolk city, Virginia",1560.0,321.0,3.0,05000US51800,51,800,S,Owner,Yes,All,All
"Suffolk city, Virginia",555.0,185.0,4.0,05000US51800,51,800,S,Owner,Yes,30% AMI or less,All
"Suffolk city, Virginia",105.0,65.0,5.0,05000US51800,51,800,D,Owner,Yes,30% AMI or less,White
"Suffolk city, Virginia",425.0,164.0,6.0,05000US51800,51,800,D,Owner,Yes,30% AMI or less,Black
"Suffolk city, Virginia",0.0,161.0,7.0,05000US51800,51,800,D,Owner,Yes,30% AMI or less,Asian
"Suffolk city, Virginia",0.0,161.0,8.0,05000US51800,51,800,D,Owner,Yes,30% AMI or less,American Indian
"Suffolk city, Virginia",0.0,161.0,9.0,05000US51800,51,800,D,Owner,Yes,30% AMI or less,Pacific Islander
"Suffolk city, Virginia",25.0,40.0,10.0,05000US51800,51,800,D,Owner,Yes,30% AMI or less,Hispanic
"Suffolk city, Virginia",0.0,161.0,11.0,05000US51800,51,800,D,Owner,Yes,30% AMI or less,Other
"Suffolk city, Virginia",275.0,132.0,12.0,05000US51800,51,800,S,Owner,Yes,30.1-50% AMI,All
"Suffolk city, Virginia",75.0,63.0,13.0,05000US51800,51,800,D,Owner,Yes,30.1-50% AMI,White
"Suffolk city, Virginia",165.0,95.0,14.0,05000US51800,51,800,D,Owner,Yes,30.1-50% AMI,Black
"Suffolk city, Virginia",0.0,161.0,15.0,05000US51800,51,800,D,Owner,Yes,30.1-50% AMI,Asian
"Suffolk city, Virginia",0.0,161.0,16.0,05000US51800,51,800,D,Owner,Yes,30.1-50% AMI,American Indian
"Suffolk city, Virginia",0.0,161.0,17.0,05000US51800,51,800,D,Owner,Yes,30.1-50% AMI,Pacific Islander
"Suffolk city, Virginia",30.0,45.0,18.0,05000US51800,51,800,D,Owner,Yes,30.1-50% AMI,Hispanic
"Suffolk city, Virginia",0.0,161.0,19.0,05000US51800,51,800,D,Owner,Yes,30.1-50% AMI,Other
"Suffolk city, Virginia",490.0,162.0,20.0,05000US51800,51,800,S,Owner,Yes,50.1-80% AMI,All
"Suffolk city, Virginia",210.0,96.0,21.0,05000US51800,51,800,D,Owner,Yes,50.1-80% AMI,White
"Suffolk city, Virginia",230.0,131.0,22.0,05000US51800,51,800,D,Owner,Yes,50.1-80% AMI,Black
"Suffolk city, Virginia",35.0,53.0,23.0,05000US51800,51,800,D,Owner,Yes,50.1-80% AMI,Asian
"Suffolk city, Virginia",0.0,161.0,24.0,05000US51800,51,800,D,Owner,Yes,50.1-80% AMI,American Indian
"Suffolk city, Virginia",0.0,161.0,25.0,05000US51800,51,800,D,Owner,Yes,50.1-80% AMI,Pacific Islander
"Suffolk city, Virginia",15.0,36.0,26.0,05000US51800,51,800,D,Owner,Yes,50.1-80% AMI,Hispanic
"Suffolk city, Virginia",0.0,161.0,27.0,05000US51800,51,800,D,Owner,Yes,50.1-80% AMI,Other
"Suffolk city, Virginia",115.0,90.0,28.0,05000US51800,51,800,S,Owner,Yes,80.1-95% AMI,All
"Suffolk city, Virginia",65.0,70.0,29.0,05000US51800,51,800,D,Owner,Yes,80.1-95% AMI,White
"Suffolk city, Virginia",20.0,41.0,30.0,05000US51800,51,800,D,Owner,Yes,80.1-95% AMI,Black
"Suffolk city, Virginia",15.0,31.0,31.0,05000US51800,51,800,D,Owner,Yes,80.1-95% AMI,Asian
"Suffolk city, Virginia",0.0,161.0,32.0,05000US51800,51,800,D,Owner,Yes,80.1-95% AMI,American Indian
"Suffolk city, Virginia",0.0,161.0,33.0,05000US51800,51,800,D,Owner,Yes,80.1-95% AMI,Pacific Islander
"Suffolk city, Virginia",0.0,161.0,34.0,05000US51800,51,800,D,Owner,Yes,80.1-95% AMI,Hispanic
"Suffolk city, Virginia",15.0,24.0,35.0,05000US51800,51,800,D,Owner,Yes,80.1-95% AMI,Other
