name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Severe_Housing_Problems,Household_Income,Race
"Danville city, Virginia",19970.0,546.0,1.0,05000US51590,51,590,T,All,All,All,All
"Danville city, Virginia",11100.0,546.0,2.0,05000US51590,51,590,S,Owner,All,All,All
"Danville city, Virginia",1000.0,278.0,3.0,05000US51590,51,590,S,Owner,Yes,All,All
"Danville city, Virginia",570.0,213.0,4.0,05000US51590,51,590,S,Owner,Yes,30% AMI or less,All
"Danville city, Virginia",315.0,180.0,5.0,05000US51590,51,590,D,Owner,Yes,30% AMI or less,White
"Danville city, Virginia",260.0,114.0,6.0,05000US51590,51,590,D,Owner,Yes,30% AMI or less,Black
"Danville city, Virginia",0.0,161.0,7.0,05000US51590,51,590,D,Owner,Yes,30% AMI or less,Asian
"Danville city, Virginia",0.0,161.0,8.0,05000US51590,51,590,D,Owner,Yes,30% AMI or less,American Indian
"Danville city, Virginia",0.0,161.0,9.0,05000US51590,51,590,D,Owner,Yes,30% AMI or less,Pacific Islander
"Danville city, Virginia",0.0,161.0,10.0,05000US51590,51,590,D,Owner,Yes,30% AMI or less,Hispanic
"Danville city, Virginia",0.0,161.0,11.0,05000US51590,51,590,D,Owner,Yes,30% AMI or less,Other
"Danville city, Virginia",210.0,103.0,12.0,05000US51590,51,590,S,Owner,Yes,30.1-50% AMI,All
"Danville city, Virginia",100.0,71.0,13.0,05000US51590,51,590,D,Owner,Yes,30.1-50% AMI,White
"Danville city, Virginia",105.0,77.0,14.0,05000US51590,51,590,D,Owner,Yes,30.1-50% AMI,Black
"Danville city, Virginia",0.0,161.0,15.0,05000US51590,51,590,D,Owner,Yes,30.1-50% AMI,Asian
"Danville city, Virginia",0.0,161.0,16.0,05000US51590,51,590,D,Owner,Yes,30.1-50% AMI,American Indian
"Danville city, Virginia",0.0,161.0,17.0,05000US51590,51,590,D,Owner,Yes,30.1-50% AMI,Pacific Islander
"Danville city, Virginia",0.0,161.0,18.0,05000US51590,51,590,D,Owner,Yes,30.1-50% AMI,Hispanic
"Danville city, Virginia",0.0,161.0,19.0,05000US51590,51,590,D,Owner,Yes,30.1-50% AMI,Other
"Danville city, Virginia",150.0,86.0,20.0,05000US51590,51,590,S,Owner,Yes,50.1-80% AMI,All
"Danville city, Virginia",85.0,59.0,21.0,05000US51590,51,590,D,Owner,Yes,50.1-80% AMI,White
"Danville city, Virginia",65.0,64.0,22.0,05000US51590,51,590,D,Owner,Yes,50.1-80% AMI,Black
"Danville city, Virginia",0.0,161.0,23.0,05000US51590,51,590,D,Owner,Yes,50.1-80% AMI,Asian
"Danville city, Virginia",0.0,161.0,24.0,05000US51590,51,590,D,Owner,Yes,50.1-80% AMI,American Indian
"Danville city, Virginia",0.0,161.0,25.0,05000US51590,51,590,D,Owner,Yes,50.1-80% AMI,Pacific Islander
"Danville city, Virginia",0.0,161.0,26.0,05000US51590,51,590,D,Owner,Yes,50.1-80% AMI,Hispanic
"Danville city, Virginia",0.0,161.0,27.0,05000US51590,51,590,D,Owner,Yes,50.1-80% AMI,Other
"Danville city, Virginia",50.0,78.0,28.0,05000US51590,51,590,S,Owner,Yes,80.1-95% AMI,All
"Danville city, Virginia",50.0,78.0,29.0,05000US51590,51,590,D,Owner,Yes,80.1-95% AMI,White
"Danville city, Virginia",0.0,161.0,30.0,05000US51590,51,590,D,Owner,Yes,80.1-95% AMI,Black
"Danville city, Virginia",0.0,161.0,31.0,05000US51590,51,590,D,Owner,Yes,80.1-95% AMI,Asian
"Danville city, Virginia",0.0,161.0,32.0,05000US51590,51,590,D,Owner,Yes,80.1-95% AMI,American Indian
"Danville city, Virginia",0.0,161.0,33.0,05000US51590,51,590,D,Owner,Yes,80.1-95% AMI,Pacific Islander
"Danville city, Virginia",0.0,161.0,34.0,05000US51590,51,590,D,Owner,Yes,80.1-95% AMI,Hispanic
"Danville city, Virginia",0.0,161.0,35.0,05000US51590,51,590,D,Owner,Yes,80.1-95% AMI,Other
"Danville city, Virginia",25.0,41.0,36.0,05000US51590,51,590,S,Owner,Yes,95.1% AMI and above,All
"Danville city, Virginia",0.0,161.0,37.0,05000US51590,51,590,D,Owner,Yes,95.1% AMI and above,White
"Danville city, Virginia",25.0,41.0,38.0,05000US51590,51,590,D,Owner,Yes,95.1% AMI and above,Black
"Danville city, Virginia",0.0,161.0,39.0,05000US51590,51,590,D,Owner,Yes,95.1% AMI and above,Asian
"Danville city, Virginia",0.0,161.0,40.0,05000US51590,51,590,D,Owner,Yes,95.1% AMI and above,American Indian
"Danville city, Virginia",0.0,161.0,41.0,05000US51590,51,590,D,Owner,Yes,95.1% AMI and above,Pacific Islander
"Danville city, Virginia",0.0,161.0,42.0,05000US51590,51,590,D,Owner,Yes,95.1% AMI and above,Hispanic
