name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Severe_Housing_Problems,Household_Income,Race
"Winchester city, Virginia",10025.0,385.0,1.0,05000US51840,51,840,T,All,All,All,All
"Winchester city, Virginia",5095.0,416.0,2.0,05000US51840,51,840,S,Owner,All,All,All
"Winchester city, Virginia",520.0,227.0,3.0,05000US51840,51,840,S,Owner,Yes,All,All
"Winchester city, Virginia",245.0,138.0,4.0,05000US51840,51,840,S,Owner,Yes,30% AMI or less,All
"Winchester city, Virginia",150.0,92.0,5.0,05000US51840,51,840,D,Owner,Yes,30% AMI or less,White
"Winchester city, Virginia",45.0,83.0,6.0,05000US51840,51,840,D,Owner,Yes,30% AMI or less,Black
"Winchester city, Virginia",0.0,161.0,7.0,05000US51840,51,840,D,Owner,Yes,30% AMI or less,Asian
"Winchester city, Virginia",0.0,161.0,8.0,05000US51840,51,840,D,Owner,Yes,30% AMI or less,American Indian
"Winchester city, Virginia",0.0,161.0,9.0,05000US51840,51,840,D,Owner,Yes,30% AMI or less,Pacific Islander
"Winchester city, Virginia",50.0,68.0,10.0,05000US51840,51,840,D,Owner,Yes,30% AMI or less,Hispanic
"Winchester city, Virginia",0.0,161.0,11.0,05000US51840,51,840,D,Owner,Yes,30% AMI or less,Other
"Winchester city, Virginia",70.0,89.0,12.0,05000US51840,51,840,S,Owner,Yes,30.1-50% AMI,All
"Winchester city, Virginia",30.0,58.0,13.0,05000US51840,51,840,D,Owner,Yes,30.1-50% AMI,White
"Winchester city, Virginia",0.0,161.0,14.0,05000US51840,51,840,D,Owner,Yes,30.1-50% AMI,Black
"Winchester city, Virginia",0.0,161.0,15.0,05000US51840,51,840,D,Owner,Yes,30.1-50% AMI,Asian
"Winchester city, Virginia",0.0,161.0,16.0,05000US51840,51,840,D,Owner,Yes,30.1-50% AMI,American Indian
"Winchester city, Virginia",0.0,161.0,17.0,05000US51840,51,840,D,Owner,Yes,30.1-50% AMI,Pacific Islander
"Winchester city, Virginia",40.0,68.0,18.0,05000US51840,51,840,D,Owner,Yes,30.1-50% AMI,Hispanic
"Winchester city, Virginia",0.0,161.0,19.0,05000US51840,51,840,D,Owner,Yes,30.1-50% AMI,Other
"Winchester city, Virginia",75.0,79.0,20.0,05000US51840,51,840,S,Owner,Yes,50.1-80% AMI,All
"Winchester city, Virginia",20.0,39.0,21.0,05000US51840,51,840,D,Owner,Yes,50.1-80% AMI,White
"Winchester city, Virginia",15.0,34.0,22.0,05000US51840,51,840,D,Owner,Yes,50.1-80% AMI,Black
"Winchester city, Virginia",0.0,161.0,23.0,05000US51840,51,840,D,Owner,Yes,50.1-80% AMI,Asian
"Winchester city, Virginia",0.0,161.0,24.0,05000US51840,51,840,D,Owner,Yes,50.1-80% AMI,American Indian
"Winchester city, Virginia",0.0,161.0,25.0,05000US51840,51,840,D,Owner,Yes,50.1-80% AMI,Pacific Islander
"Winchester city, Virginia",40.0,61.0,26.0,05000US51840,51,840,D,Owner,Yes,50.1-80% AMI,Hispanic
"Winchester city, Virginia",0.0,161.0,27.0,05000US51840,51,840,D,Owner,Yes,50.1-80% AMI,Other
"Winchester city, Virginia",20.0,35.0,28.0,05000US51840,51,840,S,Owner,Yes,80.1-95% AMI,All
"Winchester city, Virginia",20.0,35.0,29.0,05000US51840,51,840,D,Owner,Yes,80.1-95% AMI,White
"Winchester city, Virginia",0.0,161.0,30.0,05000US51840,51,840,D,Owner,Yes,80.1-95% AMI,Black
"Winchester city, Virginia",0.0,161.0,31.0,05000US51840,51,840,D,Owner,Yes,80.1-95% AMI,Asian
"Winchester city, Virginia",0.0,161.0,32.0,05000US51840,51,840,D,Owner,Yes,80.1-95% AMI,American Indian
"Winchester city, Virginia",0.0,161.0,33.0,05000US51840,51,840,D,Owner,Yes,80.1-95% AMI,Pacific Islander
"Winchester city, Virginia",0.0,161.0,34.0,05000US51840,51,840,D,Owner,Yes,80.1-95% AMI,Hispanic
"Winchester city, Virginia",0.0,161.0,35.0,05000US51840,51,840,D,Owner,Yes,80.1-95% AMI,Other
"Winchester city, Virginia",110.0,93.0,36.0,05000US51840,51,840,S,Owner,Yes,95.1% AMI and above,All
"Winchester city, Virginia",70.0,59.0,37.0,05000US51840,51,840,D,Owner,Yes,95.1% AMI and above,White
"Winchester city, Virginia",0.0,161.0,38.0,05000US51840,51,840,D,Owner,Yes,95.1% AMI and above,Black
"Winchester city, Virginia",10.0,43.0,39.0,05000US51840,51,840,D,Owner,Yes,95.1% AMI and above,Asian
"Winchester city, Virginia",25.0,42.0,40.0,05000US51840,51,840,D,Owner,Yes,95.1% AMI and above,American Indian
"Winchester city, Virginia",0.0,161.0,41.0,05000US51840,51,840,D,Owner,Yes,95.1% AMI and above,Pacific Islander
"Winchester city, Virginia",0.0,161.0,42.0,05000US51840,51,840,D,Owner,Yes,95.1% AMI and above,Hispanic
"Winchester city, Virginia",0.0,161.0,43.0,05000US51840,51,840,D,Owner,Yes,95.1% AMI and above,Other
"Winchester city, Virginia",4555.0,422.0,44.0,05000US51840,51,840,S,Owner,No,All,All
"Winchester city, Virginia",95.0,84.0,45.0,05000US51840,51,840,S,Owner,No,30% AMI or less,All
"Winchester city, Virginia",95.0,84.0,46.0,05000US51840,51,840,D,Owner,No,30% AMI or less,White
"Winchester city, Virginia",0.0,161.0,47.0,05000US51840,51,840,D,Owner,No,30% AMI or less,Black
"Winchester city, Virginia",0.0,161.0,48.0,05000US51840,51,840,D,Owner,No,30% AMI or less,Asian
"Winchester city, Virginia",0.0,161.0,49.0,05000US51840,51,840,D,Owner,No,30% AMI or less,American Indian
"Winchester city, Virginia",0.0,161.0,50.0,05000US51840,51,840,D,Owner,No,30% AMI or less,Pacific Islander
"Winchester city, Virginia",0.0,161.0,51.0,05000US51840,51,840,D,Owner,No,30% AMI or less,Hispanic
"Winchester city, Virginia",0.0,161.0,52.0,05000US51840,51,840,D,Owner,No,30% AMI or less,Other
"Winchester city, Virginia",270.0,129.0,53.0,05000US51840,51,840,S,Owner,No,30.1-50% AMI,All
"Winchester city, Virginia",225.0,118.0,54.0,05000US51840,51,840,D,Owner,No,30.1-50% AMI,White
"Winchester city, Virginia",50.0,52.0,55.0,05000US51840,51,840,D,Owner,No,30.1-50% AMI,Black
"Winchester city, Virginia",0.0,161.0,56.0,05000US51840,51,840,D,Owner,No,30.1-50% AMI,Asian
"Winchester city, Virginia",0.0,161.0,57.0,05000US51840,51,840,D,Owner,No,30.1-50% AMI,American Indian
"Winchester city, Virginia",0.0,161.0,58.0,05000US51840,51,840,D,Owner,No,30.1-50% AMI,Pacific Islander
