name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Severe_Housing_Problems,Household_Income,Race
"Amherst County, Virginia",12730.0,370.0,1.0,05000US51009,51,009,T,All,All,All,All
"Amherst County, Virginia",9680.0,490.0,2.0,05000US51009,51,009,S,Owner,All,All,All
"Amherst County, Virginia",570.0,182.0,3.0,05000US51009,51,009,S,Owner,Yes,All,All
"Amherst County, Virginia",260.0,149.0,4.0,05000US51009,51,009,S,Owner,Yes,30% AMI or less,All
"Amherst County, Virginia",110.0,75.0,5.0,05000US51009,51,009,D,Owner,Yes,30% AMI or less,White
"Amherst County, Virginia",130.0,121.0,6.0,05000US51009,51,009,D,Owner,Yes,30% AMI or less,Black
"Amherst County, Virginia",15.0,34.0,7.0,05000US51009,51,009,D,Owner,Yes,30% AMI or less,Asian
"Amherst County, Virginia",0.0,161.0,8.0,05000US51009,51,009,D,Owner,Yes,30% AMI or less,American Indian
"Amherst County, Virginia",0.0,161.0,9.0,05000US51009,51,009,D,Owner,Yes,30% AMI or less,Pacific Islander
"Amherst County, Virginia",0.0,161.0,10.0,05000US51009,51,009,D,Owner,Yes,30% AMI or less,Hispanic
"Amherst County, Virginia",0.0,161.0,11.0,05000US51009,51,009,D,Owner,Yes,30% AMI or less,Other
"Amherst County, Virginia",270.0,119.0,12.0,05000US51009,51,009,S,Owner,Yes,30.1-50% AMI,All
"Amherst County, Virginia",230.0,108.0,13.0,05000US51009,51,009,D,Owner,Yes,30.1-50% AMI,White
"Amherst County, Virginia",35.0,45.0,14.0,05000US51009,51,009,D,Owner,Yes,30.1-50% AMI,Black
"Amherst County, Virginia",0.0,161.0,15.0,05000US51009,51,009,D,Owner,Yes,30.1-50% AMI,Asian
"Amherst County, Virginia",10.0,16.0,16.0,05000US51009,51,009,D,Owner,Yes,30.1-50% AMI,American Indian
"Amherst County, Virginia",0.0,161.0,17.0,05000US51009,51,009,D,Owner,Yes,30.1-50% AMI,Pacific Islander
