name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Severe_Housing_Problems,Household_Income,Race
"Norfolk city, Virginia",85130.0,861.0,1.0,05000US51710,51,710,T,All,All,All,All
"Norfolk city, Virginia",40005.0,1037.0,2.0,05000US51710,51,710,S,Owner,All,All,All
"Norfolk city, Virginia",5025.0,576.0,3.0,05000US51710,51,710,S,Owner,Yes,All,All
"Norfolk city, Virginia",1990.0,351.0,4.0,05000US51710,51,710,S,Owner,Yes,30% AMI or less,All
"Norfolk city, Virginia",1060.0,230.0,5.0,05000US51710,51,710,D,Owner,Yes,30% AMI or less,White
"Norfolk city, Virginia",790.0,237.0,6.0,05000US51710,51,710,D,Owner,Yes,30% AMI or less,Black
"Norfolk city, Virginia",50.0,56.0,7.0,05000US51710,51,710,D,Owner,Yes,30% AMI or less,Asian
"Norfolk city, Virginia",0.0,161.0,8.0,05000US51710,51,710,D,Owner,Yes,30% AMI or less,American Indian
"Norfolk city, Virginia",0.0,161.0,9.0,05000US51710,51,710,D,Owner,Yes,30% AMI or less,Pacific Islander
"Norfolk city, Virginia",15.0,29.0,10.0,05000US51710,51,710,D,Owner,Yes,30% AMI or less,Hispanic
"Norfolk city, Virginia",70.0,58.0,11.0,05000US51710,51,710,D,Owner,Yes,30% AMI or less,Other
"Norfolk city, Virginia",1465.0,301.0,12.0,05000US51710,51,710,S,Owner,Yes,30.1-50% AMI,All
"Norfolk city, Virginia",680.0,226.0,13.0,05000US51710,51,710,D,Owner,Yes,30.1-50% AMI,White
"Norfolk city, Virginia",685.0,194.0,14.0,05000US51710,51,710,D,Owner,Yes,30.1-50% AMI,Black
"Norfolk city, Virginia",70.0,54.0,15.0,05000US51710,51,710,D,Owner,Yes,30.1-50% AMI,Asian
"Norfolk city, Virginia",0.0,161.0,16.0,05000US51710,51,710,D,Owner,Yes,30.1-50% AMI,American Indian
"Norfolk city, Virginia",0.0,161.0,17.0,05000US51710,51,710,D,Owner,Yes,30.1-50% AMI,Pacific Islander
"Norfolk city, Virginia",15.0,27.0,18.0,05000US51710,51,710,D,Owner,Yes,30.1-50% AMI,Hispanic
"Norfolk city, Virginia",10.0,21.0,19.0,05000US51710,51,710,D,Owner,Yes,30.1-50% AMI,Other
"Norfolk city, Virginia",1045.0,258.0,20.0,05000US51710,51,710,S,Owner,Yes,50.1-80% AMI,All
"Norfolk city, Virginia",600.0,221.0,21.0,05000US51710,51,710,D,Owner,Yes,50.1-80% AMI,White
"Norfolk city, Virginia",295.0,122.0,22.0,05000US51710,51,710,D,Owner,Yes,50.1-80% AMI,Black
"Norfolk city, Virginia",90.0,67.0,23.0,05000US51710,51,710,D,Owner,Yes,50.1-80% AMI,Asian
"Norfolk city, Virginia",0.0,161.0,24.0,05000US51710,51,710,D,Owner,Yes,50.1-80% AMI,American Indian
"Norfolk city, Virginia",0.0,161.0,25.0,05000US51710,51,710,D,Owner,Yes,50.1-80% AMI,Pacific Islander
"Norfolk city, Virginia",35.0,43.0,26.0,05000US51710,51,710,D,Owner,Yes,50.1-80% AMI,Hispanic
"Norfolk city, Virginia",30.0,41.0,27.0,05000US51710,51,710,D,Owner,Yes,50.1-80% AMI,Other
"Norfolk city, Virginia",170.0,118.0,28.0,05000US51710,51,710,S,Owner,Yes,80.1-95% AMI,All
"Norfolk city, Virginia",70.0,67.0,29.0,05000US51710,51,710,D,Owner,Yes,80.1-95% AMI,White
"Norfolk city, Virginia",50.0,47.0,30.0,05000US51710,51,710,D,Owner,Yes,80.1-95% AMI,Black
"Norfolk city, Virginia",0.0,161.0,31.0,05000US51710,51,710,D,Owner,Yes,80.1-95% AMI,Asian
"Norfolk city, Virginia",0.0,161.0,32.0,05000US51710,51,710,D,Owner,Yes,80.1-95% AMI,American Indian
"Norfolk city, Virginia",0.0,161.0,33.0,05000US51710,51,710,D,Owner,Yes,80.1-95% AMI,Pacific Islander
"Norfolk city, Virginia",50.0,81.0,34.0,05000US51710,51,710,D,Owner,Yes,80.1-95% AMI,Hispanic
"Norfolk city, Virginia",0.0,161.0,35.0,05000US51710,51,710,D,Owner,Yes,80.1-95% AMI,Other
"Norfolk city, Virginia",355.0,147.0,36.0,05000US51710,51,710,S,Owner,Yes,95.1% AMI and above,All
"Norfolk city, Virginia",205.0,106.0,37.0,05000US51710,51,710,D,Owner,Yes,95.1% AMI and above,White
