name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Severe_Housing_Problems,Household_Income,Race
"Richmond city, Virginia",81610.0,1156.0,1.0,05000US51760,51,760,T,All,All,All,All
"Richmond city, Virginia",38915.0,1326.0,2.0,05000US51760,51,760,S,Owner,All,All,All
"Richmond city, Virginia",5900.0,804.0,3.0,05000US51760,51,760,S,Owner,Yes,All,All
"Richmond city, Virginia",2920.0,531.0,4.0,05000US51760,51,760,S,Owner,Yes,30% AMI or less,All
"Richmond city, Virginia",895.0,259.0,5.0,05000US51760,51,760,D,Owner,Yes,30% AMI or less,White
"Richmond city, Virginia",1790.0,405.0,6.0,05000US51760,51,760,D,Owner,Yes,30% AMI or less,Black
"Richmond city, Virginia",30.0,45.0,7.0,05000US51760,51,760,D,Owner,Yes,30% AMI or less,Asian
"Richmond city, Virginia",35.0,56.0,8.0,05000US51760,51,760,D,Owner,Yes,30% AMI or less,American Indian
"Richmond city, Virginia",0.0,161.0,9.0,05000US51760,51,760,D,Owner,Yes,30% AMI or less,Pacific Islander
"Richmond city, Virginia",115.0,95.0,10.0,05000US51760,51,760,D,Owner,Yes,30% AMI or less,Hispanic
"Richmond city, Virginia",60.0,60.0,11.0,05000US51760,51,760,D,Owner,Yes,30% AMI or less,Other
"Richmond city, Virginia",1335.0,315.0,12.0,05000US51760,51,760,S,Owner,Yes,30.1-50% AMI,All
"Richmond city, Virginia",520.0,178.0,13.0,05000US51760,51,760,D,Owner,Yes,30.1-50% AMI,White
"Richmond city, Virginia",790.0,243.0,14.0,05000US51760,51,760,D,Owner,Yes,30.1-50% AMI,Black
"Richmond city, Virginia",25.0,35.0,15.0,05000US51760,51,760,D,Owner,Yes,30.1-50% AMI,Asian
"Richmond city, Virginia",0.0,161.0,16.0,05000US51760,51,760,D,Owner,Yes,30.1-50% AMI,American Indian
"Richmond city, Virginia",0.0,161.0,17.0,05000US51760,51,760,D,Owner,Yes,30.1-50% AMI,Pacific Islander
"Richmond city, Virginia",0.0,161.0,18.0,05000US51760,51,760,D,Owner,Yes,30.1-50% AMI,Hispanic
"Richmond city, Virginia",0.0,161.0,19.0,05000US51760,51,760,D,Owner,Yes,30.1-50% AMI,Other
"Richmond city, Virginia",895.0,274.0,20.0,05000US51760,51,760,S,Owner,Yes,50.1-80% AMI,All
"Richmond city, Virginia",470.0,201.0,21.0,05000US51760,51,760,D,Owner,Yes,50.1-80% AMI,White
"Richmond city, Virginia",395.0,185.0,22.0,05000US51760,51,760,D,Owner,Yes,50.1-80% AMI,Black
"Richmond city, Virginia",0.0,161.0,23.0,05000US51760,51,760,D,Owner,Yes,50.1-80% AMI,Asian
"Richmond city, Virginia",0.0,161.0,24.0,05000US51760,51,760,D,Owner,Yes,50.1-80% AMI,American Indian
"Richmond city, Virginia",0.0,161.0,25.0,05000US51760,51,760,D,Owner,Yes,50.1-80% AMI,Pacific Islander
"Richmond city, Virginia",25.0,35.0,26.0,05000US51760,51,760,D,Owner,Yes,50.1-80% AMI,Hispanic
"Richmond city, Virginia",0.0,161.0,27.0,05000US51760,51,760,D,Owner,Yes,50.1-80% AMI,Other
"Richmond city, Virginia",380.0,152.0,28.0,05000US51760,51,760,S,Owner,Yes,80.1-95% AMI,All
"Richmond city, Virginia",210.0,110.0,29.0,05000US51760,51,760,D,Owner,Yes,80.1-95% AMI,White
"Richmond city, Virginia",135.0,93.0,30.0,05000US51760,51,760,D,Owner,Yes,80.1-95% AMI,Black
"Richmond city, Virginia",0.0,161.0,31.0,05000US51760,51,760,D,Owner,Yes,80.1-95% AMI,Asian
"Richmond city, Virginia",0.0,161.0,32.0,05000US51760,51,760,D,Owner,Yes,80.1-95% AMI,American Indian
"Richmond city, Virginia",0.0,161.0,33.0,05000US51760,51,760,D,Owner,Yes,80.1-95% AMI,Pacific Islander
"Richmond city, Virginia",35.0,49.0,34.0,05000US51760,51,760,D,Owner,Yes,80.1-95% AMI,Hispanic
"Richmond city, Virginia",0.0,161.0,35.0,05000US51760,51,760,D,Owner,Yes,80.1-95% AMI,Other
"Richmond city, Virginia",370.0,163.0,36.0,05000US51760,51,760,S,Owner,Yes,95.1% AMI and above,All
"Richmond city, Virginia",235.0,143.0,37.0,05000US51760,51,760,D,Owner,Yes,95.1% AMI and above,White
"Richmond city, Virginia",135.0,106.0,38.0,05000US51760,51,760,D,Owner,Yes,95.1% AMI and above,Black
"Richmond city, Virginia",0.0,161.0,39.0,05000US51760,51,760,D,Owner,Yes,95.1% AMI and above,Asian
"Richmond city, Virginia",0.0,161.0,40.0,05000US51760,51,760,D,Owner,Yes,95.1% AMI and above,American Indian
"Richmond city, Virginia",0.0,161.0,41.0,05000US51760,51,760,D,Owner,Yes,95.1% AMI and above,Pacific Islander
"Richmond city, Virginia",0.0,161.0,42.0,05000US51760,51,760,D,Owner,Yes,95.1% AMI and above,Hispanic
"Richmond city, Virginia",0.0,161.0,43.0,05000US51760,51,760,D,Owner,Yes,95.1% AMI and above,Other
"Richmond city, Virginia",32885.0,1215.0,44.0,05000US51760,51,760,S,Owner,No,All,All
"Richmond city, Virginia",1005.0,234.0,45.0,05000US51760,51,760,S,Owner,No,30% AMI or less,All
"Richmond city, Virginia",345.0,134.0,46.0,05000US51760,51,760,D,Owner,No,30% AMI or less,White
"Richmond city, Virginia",575.0,179.0,47.0,05000US51760,51,760,D,Owner,No,30% AMI or less,Black
"Richmond city, Virginia",55.0,67.0,48.0,05000US51760,51,760,D,Owner,No,30% AMI or less,Asian
"Richmond city, Virginia",0.0,161.0,49.0,05000US51760,51,760,D,Owner,No,30% AMI or less,American Indian
"Richmond city, Virginia",0.0,161.0,50.0,05000US51760,51,760,D,Owner,No,30% AMI or less,Pacific Islander
"Richmond city, Virginia",0.0,161.0,51.0,05000US51760,51,760,D,Owner,No,30% AMI or less,Hispanic
"Richmond city, Virginia",25.0,35.0,52.0,05000US51760,51,760,D,Owner,No,30% AMI or less,Other
"Richmond city, Virginia",2065.0,407.0,53.0,05000US51760,51,760,S,Owner,No,30.1-50% AMI,All
"Richmond city, Virginia",760.0,252.0,54.0,05000US51760,51,760,D,Owner,No,30.1-50% AMI,White
"Richmond city, Virginia",1230.0,299.0,55.0,05000US51760,51,760,D,Owner,No,30.1-50% AMI,Black
"Richmond city, Virginia",0.0,161.0,56.0,05000US51760,51,760,D,Owner,No,30.1-50% AMI,Asian
"Richmond city, Virginia",0.0,161.0,57.0,05000US51760,51,760,D,Owner,No,30.1-50% AMI,American Indian
"Richmond city, Virginia",0.0,161.0,58.0,05000US51760,51,760,D,Owner,No,30.1-50% AMI,Pacific Islander
"Richmond city, Virginia",75.0,93.0,59.0,05000US51760,51,760,D,Owner,No,30.1-50% AMI,Hispanic
"Richmond city, Virginia",0.0,161.0,60.0,05000US51760,51,760,D,Owner,No,30.1-50% AMI,Other
"Richmond city, Virginia",5720.0,607.0,61.0,05000US51760,51,760,S,Owner,No,50.1-80% AMI,All
"Richmond city, Virginia",2265.0,378.0,62.0,05000US51760,51,760,D,Owner,No,50.1-80% AMI,White
"Richmond city, Virginia",3140.0,446.0,63.0,05000US51760,51,760,D,Owner,No,50.1-80% AMI,Black
"Richmond city, Virginia",30.0,51.0,64.0,05000US51760,51,760,D,Owner,No,50.1-80% AMI,Asian
"Richmond city, Virginia",10.0,24.0,65.0,05000US51760,51,760,D,Owner,No,50.1-80% AMI,American Indian
"Richmond city, Virginia",0.0,161.0,66.0,05000US51760,51,760,D,Owner,No,50.1-80% AMI,Pacific Islander
"Richmond city, Virginia",80.0,79.0,67.0,05000US51760,51,760,D,Owner,No,50.1-80% AMI,Hispanic
"Richmond city, Virginia",190.0,141.0,68.0,05000US51760,51,760,D,Owner,No,50.1-80% AMI,Other
"Richmond city, Virginia",3340.0,476.0,69.0,05000US51760,51,760,S,Owner,No,80.1-95% AMI,All
"Richmond city, Virginia",1365.0,316.0,70.0,05000US51760,51,760,D,Owner,No,80.1-95% AMI,White
"Richmond city, Virginia",1845.0,388.0,71.0,05000US51760,51,760,D,Owner,No,80.1-95% AMI,Black
"Richmond city, Virginia",40.0,60.0,72.0,05000US51760,51,760,D,Owner,No,80.1-95% AMI,Asian
"Richmond city, Virginia",30.0,48.0,73.0,05000US51760,51,760,D,Owner,No,80.1-95% AMI,American Indian
"Richmond city, Virginia",0.0,161.0,74.0,05000US51760,51,760,D,Owner,No,80.1-95% AMI,Pacific Islander
"Richmond city, Virginia",40.0,55.0,75.0,05000US51760,51,760,D,Owner,No,80.1-95% AMI,Hispanic
"Richmond city, Virginia",25.0,38.0,76.0,05000US51760,51,760,D,Owner,No,80.1-95% AMI,Other
"Richmond city, Virginia",20760.0,913.0,77.0,05000US51760,51,760,S,Owner,No,95.1% AMI and above,All
"Richmond city, Virginia",15290.0,569.0,78.0,05000US51760,51,760,D,Owner,No,95.1% AMI and above,White
"Richmond city, Virginia",4705.0,532.0,79.0,05000US51760,51,760,D,Owner,No,95.1% AMI and above,Black
"Richmond city, Virginia",110.0,83.0,80.0,05000US51760,51,760,D,Owner,No,95.1% AMI and above,Asian
"Richmond city, Virginia",80.0,99.0,81.0,05000US51760,51,760,D,Owner,No,95.1% AMI and above,American Indian
"Richmond city, Virginia",0.0,161.0,82.0,05000US51760,51,760,D,Owner,No,95.1% AMI and above,Pacific Islander
