name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Severe_Housing_Problems,Household_Income,Race
"Arlington County, Virginia",89525.0,1296.0,1.0,05000US51013,51,013,T,All,All,All,All
"Arlington County, Virginia",45710.0,1326.0,2.0,05000US51013,51,013,S,Owner,All,All,All
"Arlington County, Virginia",4400.0,673.0,3.0,05000US51013,51,013,S,Owner,Yes,All,All
"Arlington County, Virginia",1715.0,537.0,4.0,05000US51013,51,013,S,Owner,Yes,30% AMI or less,All
"Arlington County, Virginia",1205.0,489.0,5.0,05000US51013,51,013,D,Owner,Yes,30% AMI or less,White
"Arlington County, Virginia",150.0,95.0,6.0,05000US51013,51,013,D,Owner,Yes,30% AMI or less,Black
"Arlington County, Virginia",125.0,98.0,7.0,05000US51013,51,013,D,Owner,Yes,30% AMI or less,Asian
"Arlington County, Virginia",0.0,161.0,8.0,05000US51013,51,013,D,Owner,Yes,30% AMI or less,American Indian
"Arlington County, Virginia",0.0,161.0,9.0,05000US51013,51,013,D,Owner,Yes,30% AMI or less,Pacific Islander
"Arlington County, Virginia",170.0,145.0,10.0,05000US51013,51,013,D,Owner,Yes,30% AMI or less,Hispanic
"Arlington County, Virginia",60.0,97.0,11.0,05000US51013,51,013,D,Owner,Yes,30% AMI or less,Other
"Arlington County, Virginia",765.0,212.0,12.0,05000US51013,51,013,S,Owner,Yes,30.1-50% AMI,All
"Arlington County, Virginia",515.0,188.0,13.0,05000US51013,51,013,D,Owner,Yes,30.1-50% AMI,White
"Arlington County, Virginia",45.0,60.0,14.0,05000US51013,51,013,D,Owner,Yes,30.1-50% AMI,Black
"Arlington County, Virginia",90.0,89.0,15.0,05000US51013,51,013,D,Owner,Yes,30.1-50% AMI,Asian
"Arlington County, Virginia",0.0,161.0,16.0,05000US51013,51,013,D,Owner,Yes,30.1-50% AMI,American Indian
"Arlington County, Virginia",0.0,161.0,17.0,05000US51013,51,013,D,Owner,Yes,30.1-50% AMI,Pacific Islander
"Arlington County, Virginia",115.0,74.0,18.0,05000US51013,51,013,D,Owner,Yes,30.1-50% AMI,Hispanic
"Arlington County, Virginia",0.0,161.0,19.0,05000US51013,51,013,D,Owner,Yes,30.1-50% AMI,Other
