name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Household_Type,Cost_Burden
"Lynchburg city, Virginia",45.0,51.0,22.0,05000US51680,51,680,D,Owner,"Non-family, elderly",N/A
"Lynchburg city, Virginia",2435.0,450.0,23.0,05000US51680,51,680,S,Owner,"Non-family, non-elderly",All
"Lynchburg city, Virginia",1545.0,385.0,24.0,05000US51680,51,680,D,Owner,"Non-family, non-elderly",No cost burden
"Lynchburg city, Virginia",565.0,170.0,25.0,05000US51680,51,680,D,Owner,"Non-family, non-elderly",Moderate cost burden
"Lynchburg city, Virginia",280.0,135.0,26.0,05000US51680,51,680,D,Owner,"Non-family, non-elderly",Severe cost burden
"Lynchburg city, Virginia",45.0,46.0,27.0,05000US51680,51,680,D,Owner,"Non-family, non-elderly",N/A
"Lynchburg city, Virginia",10505.0,739.0,28.0,05000US51680,51,680,S,Renter,All,All
"Lynchburg city, Virginia",465.0,214.0,29.0,05000US51680,51,680,S,Renter,"Small family, elderly",All
"Lynchburg city, Virginia",305.0,140.0,30.0,05000US51680,51,680,D,Renter,"Small family, elderly",No cost burden
"Lynchburg city, Virginia",10.0,21.0,31.0,05000US51680,51,680,D,Renter,"Small family, elderly",Moderate cost burden
"Lynchburg city, Virginia",55.0,66.0,32.0,05000US51680,51,680,D,Renter,"Small family, elderly",Severe cost burden
"Lynchburg city, Virginia",90.0,115.0,33.0,05000US51680,51,680,D,Renter,"Small family, elderly",N/A
"Lynchburg city, Virginia",3820.0,484.0,34.0,05000US51680,51,680,S,Renter,"Small family, non-elderly",All
"Lynchburg city, Virginia",2025.0,423.0,35.0,05000US51680,51,680,D,Renter,"Small family, non-elderly",No cost burden
"Lynchburg city, Virginia",825.0,315.0,36.0,05000US51680,51,680,D,Renter,"Small family, non-elderly",Moderate cost burden
"Lynchburg city, Virginia",520.0,223.0,37.0,05000US51680,51,680,D,Renter,"Small family, non-elderly",Severe cost burden
"Lynchburg city, Virginia",445.0,254.0,38.0,05000US51680,51,680,D,Renter,"Small family, non-elderly",N/A
"Lynchburg city, Virginia",645.0,256.0,39.0,05000US51680,51,680,S,Renter,Large family,All
"Lynchburg city, Virginia",380.0,218.0,40.0,05000US51680,51,680,D,Renter,Large family,No cost burden
"Lynchburg city, Virginia",20.0,40.0,41.0,05000US51680,51,680,D,Renter,Large family,Moderate cost burden
"Lynchburg city, Virginia",195.0,131.0,42.0,05000US51680,51,680,D,Renter,Large family,Severe cost burden
"Lynchburg city, Virginia",50.0,58.0,43.0,05000US51680,51,680,D,Renter,Large family,N/A
"Lynchburg city, Virginia",1600.0,271.0,44.0,05000US51680,51,680,S,Renter,"Non-family, elderly",All
"Lynchburg city, Virginia",830.0,232.0,45.0,05000US51680,51,680,D,Renter,"Non-family, elderly",No cost burden
"Lynchburg city, Virginia",365.0,176.0,46.0,05000US51680,51,680,D,Renter,"Non-family, elderly",Moderate cost burden
"Lynchburg city, Virginia",330.0,116.0,47.0,05000US51680,51,680,D,Renter,"Non-family, elderly",Severe cost burden
"Lynchburg city, Virginia",70.0,57.0,48.0,05000US51680,51,680,D,Renter,"Non-family, elderly",N/A
"Lynchburg city, Virginia",3975.0,539.0,49.0,05000US51680,51,680,S,Renter,"Non-family, non-elderly",All
"Lynchburg city, Virginia",2080.0,412.0,50.0,05000US51680,51,680,D,Renter,"Non-family, non-elderly",No cost burden
"Lynchburg city, Virginia",705.0,260.0,51.0,05000US51680,51,680,D,Renter,"Non-family, non-elderly",Moderate cost burden
"Lynchburg city, Virginia",1010.0,354.0,52.0,05000US51680,51,680,D,Renter,"Non-family, non-elderly",Severe cost burden
"Lynchburg city, Virginia",185.0,99.0,53.0,05000US51680,51,680,D,Renter,"Non-family, non-elderly",N/A
