name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Household_Type,Cost_Burden
"Suffolk city, Virginia",0.0,161.0,22.0,05000US51800,51,800,D,Owner,"Non-family, elderly",N/A
"Suffolk city, Virginia",2375.0,444.0,23.0,05000US51800,51,800,S,Owner,"Non-family, non-elderly",All
"Suffolk city, Virginia",1510.0,362.0,24.0,05000US51800,51,800,D,Owner,"Non-family, non-elderly",No cost burden
"Suffolk city, Virginia",645.0,243.0,25.0,05000US51800,51,800,D,Owner,"Non-family, non-elderly",Moderate cost burden
"Suffolk city, Virginia",210.0,121.0,26.0,05000US51800,51,800,D,Owner,"Non-family, non-elderly",Severe cost burden
"Suffolk city, Virginia",15.0,26.0,27.0,05000US51800,51,800,D,Owner,"Non-family, non-elderly",N/A
"Suffolk city, Virginia",8570.0,698.0,28.0,05000US51800,51,800,S,Renter,All,All
"Suffolk city, Virginia",475.0,206.0,29.0,05000US51800,51,800,S,Renter,"Small family, elderly",All
"Suffolk city, Virginia",115.0,87.0,30.0,05000US51800,51,800,D,Renter,"Small family, elderly",No cost burden
"Suffolk city, Virginia",185.0,155.0,31.0,05000US51800,51,800,D,Renter,"Small family, elderly",Moderate cost burden
"Suffolk city, Virginia",135.0,126.0,32.0,05000US51800,51,800,D,Renter,"Small family, elderly",Severe cost burden
"Suffolk city, Virginia",40.0,43.0,33.0,05000US51800,51,800,D,Renter,"Small family, elderly",N/A
"Suffolk city, Virginia",4315.0,652.0,34.0,05000US51800,51,800,S,Renter,"Small family, non-elderly",All
"Suffolk city, Virginia",1890.0,430.0,35.0,05000US51800,51,800,D,Renter,"Small family, non-elderly",No cost burden
"Suffolk city, Virginia",1160.0,431.0,36.0,05000US51800,51,800,D,Renter,"Small family, non-elderly",Moderate cost burden
"Suffolk city, Virginia",1105.0,324.0,37.0,05000US51800,51,800,D,Renter,"Small family, non-elderly",Severe cost burden
"Suffolk city, Virginia",160.0,133.0,38.0,05000US51800,51,800,D,Renter,"Small family, non-elderly",N/A
"Suffolk city, Virginia",1115.0,387.0,39.0,05000US51800,51,800,S,Renter,Large family,All
"Suffolk city, Virginia",680.0,312.0,40.0,05000US51800,51,800,D,Renter,Large family,No cost burden
"Suffolk city, Virginia",190.0,149.0,41.0,05000US51800,51,800,D,Renter,Large family,Moderate cost burden
"Suffolk city, Virginia",120.0,114.0,42.0,05000US51800,51,800,D,Renter,Large family,Severe cost burden
"Suffolk city, Virginia",125.0,124.0,43.0,05000US51800,51,800,D,Renter,Large family,N/A
"Suffolk city, Virginia",675.0,209.0,44.0,05000US51800,51,800,S,Renter,"Non-family, elderly",All
"Suffolk city, Virginia",240.0,107.0,45.0,05000US51800,51,800,D,Renter,"Non-family, elderly",No cost burden
"Suffolk city, Virginia",200.0,92.0,46.0,05000US51800,51,800,D,Renter,"Non-family, elderly",Moderate cost burden
"Suffolk city, Virginia",185.0,132.0,47.0,05000US51800,51,800,D,Renter,"Non-family, elderly",Severe cost burden
"Suffolk city, Virginia",50.0,56.0,48.0,05000US51800,51,800,D,Renter,"Non-family, elderly",N/A
"Suffolk city, Virginia",1995.0,426.0,49.0,05000US51800,51,800,S,Renter,"Non-family, non-elderly",All
"Suffolk city, Virginia",1295.0,380.0,50.0,05000US51800,51,800,D,Renter,"Non-family, non-elderly",No cost burden
"Suffolk city, Virginia",325.0,158.0,51.0,05000US51800,51,800,D,Renter,"Non-family, non-elderly",Moderate cost burden
"Suffolk city, Virginia",275.0,141.0,52.0,05000US51800,51,800,D,Renter,"Non-family, non-elderly",Severe cost burden
"Suffolk city, Virginia",100.0,95.0,53.0,05000US51800,51,800,D,Renter,"Non-family, non-elderly",N/A
