name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Year_Structure_Built,Young_Children
"Fairfax city, Virginia",8310.0,184.0,1.0,05000US51600,51,600,T,All,All,All
"Fairfax city, Virginia",6365.0,271.0,2.0,05000US51600,51,600,S,Owner,All,All
"Fairfax city, Virginia",690.0,179.0,3.0,05000US51600,51,600,S,Owner,2000+,All
"Fairfax city, Virginia",145.0,76.0,4.0,05000US51600,51,600,D,Owner,2000+,Yes
"Fairfax city, Virginia",545.0,188.0,5.0,05000US51600,51,600,D,Owner,2000+,No
"Fairfax city, Virginia",930.0,179.0,6.0,05000US51600,51,600,S,Owner,1980 to 1999,All
"Fairfax city, Virginia",0.0,161.0,7.0,05000US51600,51,600,D,Owner,1980 to 1999,Yes
"Fairfax city, Virginia",930.0,179.0,8.0,05000US51600,51,600,D,Owner,1980 to 1999,No
"Fairfax city, Virginia",2420.0,282.0,9.0,05000US51600,51,600,S,Owner,1960 to 1979,All
"Fairfax city, Virginia",325.0,149.0,10.0,05000US51600,51,600,D,Owner,1960 to 1979,Yes
"Fairfax city, Virginia",2095.0,266.0,11.0,05000US51600,51,600,D,Owner,1960 to 1979,No
"Fairfax city, Virginia",2155.0,240.0,12.0,05000US51600,51,600,S,Owner,1940 to 1959,All
"Fairfax city, Virginia",235.0,113.0,13.0,05000US51600,51,600,D,Owner,1940 to 1959,Yes
"Fairfax city, Virginia",1915.0,257.0,14.0,05000US51600,51,600,D,Owner,1940 to 1959,No
"Fairfax city, Virginia",180.0,88.0,15.0,05000US51600,51,600,S,Owner,1939-,All
"Fairfax city, Virginia",30.0,35.0,16.0,05000US51600,51,600,D,Owner,1939-,Yes
"Fairfax city, Virginia",150.0,82.0,17.0,05000US51600,51,600,D,Owner,1939-,No
"Fairfax city, Virginia",1945.0,241.0,18.0,05000US51600,51,600,S,Renter,All,All
"Fairfax city, Virginia",45.0,48.0,19.0,05000US51600,51,600,S,Renter,2000+,All
"Fairfax city, Virginia",0.0,161.0,20.0,05000US51600,51,600,D,Renter,2000+,Yes
"Fairfax city, Virginia",45.0,48.0,21.0,05000US51600,51,600,D,Renter,2000+,No
"Fairfax city, Virginia",270.0,122.0,22.0,05000US51600,51,600,S,Renter,1980 to 1999,All
"Fairfax city, Virginia",100.0,90.0,23.0,05000US51600,51,600,D,Renter,1980 to 1999,Yes
"Fairfax city, Virginia",170.0,78.0,24.0,05000US51600,51,600,D,Renter,1980 to 1999,No
"Fairfax city, Virginia",1285.0,252.0,25.0,05000US51600,51,600,S,Renter,1960 to 1979,All
"Fairfax city, Virginia",150.0,109.0,26.0,05000US51600,51,600,D,Renter,1960 to 1979,Yes
"Fairfax city, Virginia",1135.0,247.0,27.0,05000US51600,51,600,D,Renter,1960 to 1979,No
"Fairfax city, Virginia",335.0,148.0,28.0,05000US51600,51,600,S,Renter,1940 to 1959,All
"Fairfax city, Virginia",75.0,108.0,29.0,05000US51600,51,600,D,Renter,1940 to 1959,Yes
"Fairfax city, Virginia",260.0,107.0,30.0,05000US51600,51,600,D,Renter,1940 to 1959,No
"Fairfax city, Virginia",10.0,17.0,31.0,05000US51600,51,600,S,Renter,1939-,All
"Fairfax city, Virginia",0.0,161.0,32.0,05000US51600,51,600,D,Renter,1939-,Yes
"Fairfax city, Virginia",10.0,17.0,33.0,05000US51600,51,600,D,Renter,1939-,No
