name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Year_Structure_Built,Young_Children
"Roanoke County, Virginia",36830.0,553.0,1.0,05000US51161,51,161,T,All,All,All
"Roanoke County, Virginia",29200.0,731.0,2.0,05000US51161,51,161,S,Owner,All,All
"Roanoke County, Virginia",2505.0,308.0,3.0,05000US51161,51,161,S,Owner,2000+,All
"Roanoke County, Virginia",380.0,163.0,4.0,05000US51161,51,161,D,Owner,2000+,Yes
"Roanoke County, Virginia",2130.0,289.0,5.0,05000US51161,51,161,D,Owner,2000+,No
"Roanoke County, Virginia",9335.0,630.0,6.0,05000US51161,51,161,S,Owner,1980 to 1999,All
"Roanoke County, Virginia",1545.0,379.0,7.0,05000US51161,51,161,D,Owner,1980 to 1999,Yes
"Roanoke County, Virginia",7790.0,595.0,8.0,05000US51161,51,161,D,Owner,1980 to 1999,No
"Roanoke County, Virginia",11595.0,650.0,9.0,05000US51161,51,161,S,Owner,1960 to 1979,All
"Roanoke County, Virginia",1260.0,354.0,10.0,05000US51161,51,161,D,Owner,1960 to 1979,Yes
"Roanoke County, Virginia",10335.0,637.0,11.0,05000US51161,51,161,D,Owner,1960 to 1979,No
"Roanoke County, Virginia",4280.0,424.0,12.0,05000US51161,51,161,S,Owner,1940 to 1959,All
"Roanoke County, Virginia",305.0,132.0,13.0,05000US51161,51,161,D,Owner,1940 to 1959,Yes
"Roanoke County, Virginia",3975.0,410.0,14.0,05000US51161,51,161,D,Owner,1940 to 1959,No
"Roanoke County, Virginia",1485.0,300.0,15.0,05000US51161,51,161,S,Owner,1939-,All
"Roanoke County, Virginia",105.0,109.0,16.0,05000US51161,51,161,D,Owner,1939-,Yes
"Roanoke County, Virginia",1380.0,272.0,17.0,05000US51161,51,161,D,Owner,1939-,No
"Roanoke County, Virginia",7630.0,748.0,18.0,05000US51161,51,161,S,Renter,All,All
"Roanoke County, Virginia",720.0,263.0,19.0,05000US51161,51,161,S,Renter,2000+,All
"Roanoke County, Virginia",35.0,56.0,20.0,05000US51161,51,161,D,Renter,2000+,Yes
"Roanoke County, Virginia",690.0,240.0,21.0,05000US51161,51,161,D,Renter,2000+,No
"Roanoke County, Virginia",2580.0,479.0,22.0,05000US51161,51,161,S,Renter,1980 to 1999,All
"Roanoke County, Virginia",505.0,255.0,23.0,05000US51161,51,161,D,Renter,1980 to 1999,Yes
"Roanoke County, Virginia",2075.0,398.0,24.0,05000US51161,51,161,D,Renter,1980 to 1999,No
"Roanoke County, Virginia",3620.0,653.0,25.0,05000US51161,51,161,S,Renter,1960 to 1979,All
"Roanoke County, Virginia",540.0,236.0,26.0,05000US51161,51,161,D,Renter,1960 to 1979,Yes
"Roanoke County, Virginia",3075.0,604.0,27.0,05000US51161,51,161,D,Renter,1960 to 1979,No
"Roanoke County, Virginia",420.0,181.0,28.0,05000US51161,51,161,S,Renter,1940 to 1959,All
"Roanoke County, Virginia",25.0,43.0,29.0,05000US51161,51,161,D,Renter,1940 to 1959,Yes
"Roanoke County, Virginia",395.0,177.0,30.0,05000US51161,51,161,D,Renter,1940 to 1959,No
"Roanoke County, Virginia",295.0,161.0,31.0,05000US51161,51,161,S,Renter,1939-,All
"Roanoke County, Virginia",95.0,135.0,32.0,05000US51161,51,161,D,Renter,1939-,Yes
"Roanoke County, Virginia",195.0,121.0,33.0,05000US51161,51,161,D,Renter,1939-,No
