name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Year_Structure_Built,Young_Children
"Chesapeake city, Virginia",77810.0,623.0,1.0,05000US51550,51,550,T,All,All,All
"Chesapeake city, Virginia",58470.0,986.0,2.0,05000US51550,51,550,S,Owner,All,All
"Chesapeake city, Virginia",7320.0,590.0,3.0,05000US51550,51,550,S,Owner,2000+,All
"Chesapeake city, Virginia",1770.0,318.0,4.0,05000US51550,51,550,D,Owner,2000+,Yes
"Chesapeake city, Virginia",5545.0,535.0,5.0,05000US51550,51,550,D,Owner,2000+,No
"Chesapeake city, Virginia",27700.0,1105.0,6.0,05000US51550,51,550,S,Owner,1980 to 1999,All
"Chesapeake city, Virginia",5155.0,593.0,7.0,05000US51550,51,550,D,Owner,1980 to 1999,Yes
"Chesapeake city, Virginia",22545.0,1058.0,8.0,05000US51550,51,550,D,Owner,1980 to 1999,No
"Chesapeake city, Virginia",15290.0,902.0,9.0,05000US51550,51,550,S,Owner,1960 to 1979,All
"Chesapeake city, Virginia",2245.0,403.0,10.0,05000US51550,51,550,D,Owner,1960 to 1979,Yes
"Chesapeake city, Virginia",13045.0,874.0,11.0,05000US51550,51,550,D,Owner,1960 to 1979,No
"Chesapeake city, Virginia",6605.0,599.0,12.0,05000US51550,51,550,S,Owner,1940 to 1959,All
"Chesapeake city, Virginia",625.0,200.0,13.0,05000US51550,51,550,D,Owner,1940 to 1959,Yes
"Chesapeake city, Virginia",5975.0,548.0,14.0,05000US51550,51,550,D,Owner,1940 to 1959,No
"Chesapeake city, Virginia",1555.0,344.0,15.0,05000US51550,51,550,S,Owner,1939-,All
"Chesapeake city, Virginia",325.0,171.0,16.0,05000US51550,51,550,D,Owner,1939-,Yes
"Chesapeake city, Virginia",1230.0,326.0,17.0,05000US51550,51,550,D,Owner,1939-,No
"Chesapeake city, Virginia",19335.0,960.0,18.0,05000US51550,51,550,S,Renter,All,All
"Chesapeake city, Virginia",1840.0,411.0,19.0,05000US51550,51,550,S,Renter,2000+,All
"Chesapeake city, Virginia",325.0,227.0,20.0,05000US51550,51,550,D,Renter,2000+,Yes
"Chesapeake city, Virginia",1515.0,370.0,21.0,05000US51550,51,550,D,Renter,2000+,No
"Chesapeake city, Virginia",8705.0,782.0,22.0,05000US51550,51,550,S,Renter,1980 to 1999,All
"Chesapeake city, Virginia",2010.0,451.0,23.0,05000US51550,51,550,D,Renter,1980 to 1999,Yes
"Chesapeake city, Virginia",6695.0,676.0,24.0,05000US51550,51,550,D,Renter,1980 to 1999,No
"Chesapeake city, Virginia",6050.0,718.0,25.0,05000US51550,51,550,S,Renter,1960 to 1979,All
"Chesapeake city, Virginia",1430.0,361.0,26.0,05000US51550,51,550,D,Renter,1960 to 1979,Yes
"Chesapeake city, Virginia",4620.0,671.0,27.0,05000US51550,51,550,D,Renter,1960 to 1979,No
"Chesapeake city, Virginia",1995.0,362.0,28.0,05000US51550,51,550,S,Renter,1940 to 1959,All
"Chesapeake city, Virginia",630.0,262.0,29.0,05000US51550,51,550,D,Renter,1940 to 1959,Yes
"Chesapeake city, Virginia",1365.0,327.0,30.0,05000US51550,51,550,D,Renter,1940 to 1959,No
"Chesapeake city, Virginia",750.0,268.0,31.0,05000US51550,51,550,S,Renter,1939-,All
"Chesapeake city, Virginia",85.0,83.0,32.0,05000US51550,51,550,D,Renter,1939-,Yes
"Chesapeake city, Virginia",660.0,273.0,33.0,05000US51550,51,550,D,Renter,1939-,No
