name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Year_Structure_Built,Young_Children
"Hopewell city, Virginia",8740.0,394.0,1.0,05000US51670,51,670,T,All,All,All
"Hopewell city, Virginia",4490.0,458.0,2.0,05000US51670,51,670,S,Owner,All,All
"Hopewell city, Virginia",280.0,94.0,3.0,05000US51670,51,670,S,Owner,2000+,All
"Hopewell city, Virginia",15.0,28.0,4.0,05000US51670,51,670,D,Owner,2000+,Yes
"Hopewell city, Virginia",265.0,82.0,5.0,05000US51670,51,670,D,Owner,2000+,No
"Hopewell city, Virginia",645.0,275.0,6.0,05000US51670,51,670,S,Owner,1980 to 1999,All
"Hopewell city, Virginia",30.0,43.0,7.0,05000US51670,51,670,D,Owner,1980 to 1999,Yes
"Hopewell city, Virginia",620.0,274.0,8.0,05000US51670,51,670,D,Owner,1980 to 1999,No
"Hopewell city, Virginia",1445.0,271.0,9.0,05000US51670,51,670,S,Owner,1960 to 1979,All
"Hopewell city, Virginia",40.0,49.0,10.0,05000US51670,51,670,D,Owner,1960 to 1979,Yes
"Hopewell city, Virginia",1405.0,269.0,11.0,05000US51670,51,670,D,Owner,1960 to 1979,No
"Hopewell city, Virginia",1630.0,296.0,12.0,05000US51670,51,670,S,Owner,1940 to 1959,All
"Hopewell city, Virginia",50.0,56.0,13.0,05000US51670,51,670,D,Owner,1940 to 1959,Yes
"Hopewell city, Virginia",1580.0,289.0,14.0,05000US51670,51,670,D,Owner,1940 to 1959,No
"Hopewell city, Virginia",490.0,164.0,15.0,05000US51670,51,670,S,Owner,1939-,All
"Hopewell city, Virginia",40.0,46.0,16.0,05000US51670,51,670,D,Owner,1939-,Yes
"Hopewell city, Virginia",450.0,160.0,17.0,05000US51670,51,670,D,Owner,1939-,No
"Hopewell city, Virginia",4250.0,497.0,18.0,05000US51670,51,670,S,Renter,All,All
"Hopewell city, Virginia",65.0,54.0,19.0,05000US51670,51,670,S,Renter,2000+,All
"Hopewell city, Virginia",0.0,161.0,20.0,05000US51670,51,670,D,Renter,2000+,Yes
"Hopewell city, Virginia",65.0,54.0,21.0,05000US51670,51,670,D,Renter,2000+,No
"Hopewell city, Virginia",610.0,233.0,22.0,05000US51670,51,670,S,Renter,1980 to 1999,All
"Hopewell city, Virginia",55.0,47.0,23.0,05000US51670,51,670,D,Renter,1980 to 1999,Yes
"Hopewell city, Virginia",555.0,230.0,24.0,05000US51670,51,670,D,Renter,1980 to 1999,No
"Hopewell city, Virginia",2185.0,402.0,25.0,05000US51670,51,670,S,Renter,1960 to 1979,All
"Hopewell city, Virginia",445.0,202.0,26.0,05000US51670,51,670,D,Renter,1960 to 1979,Yes
"Hopewell city, Virginia",1740.0,358.0,27.0,05000US51670,51,670,D,Renter,1960 to 1979,No
"Hopewell city, Virginia",1045.0,314.0,28.0,05000US51670,51,670,S,Renter,1940 to 1959,All
"Hopewell city, Virginia",365.0,163.0,29.0,05000US51670,51,670,D,Renter,1940 to 1959,Yes
"Hopewell city, Virginia",685.0,284.0,30.0,05000US51670,51,670,D,Renter,1940 to 1959,No
"Hopewell city, Virginia",345.0,142.0,31.0,05000US51670,51,670,S,Renter,1939-,All
"Hopewell city, Virginia",65.0,54.0,32.0,05000US51670,51,670,D,Renter,1939-,Yes
"Hopewell city, Virginia",280.0,132.0,33.0,05000US51670,51,670,D,Renter,1939-,No
