name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Year_Structure_Built,Young_Children
"Salem city, Virginia",9680.0,383.0,1.0,05000US51775,51,775,T,All,All,All
"Salem city, Virginia",6740.0,358.0,2.0,05000US51775,51,775,S,Owner,All,All
"Salem city, Virginia",395.0,203.0,3.0,05000US51775,51,775,S,Owner,2000+,All
"Salem city, Virginia",140.0,99.0,4.0,05000US51775,51,775,D,Owner,2000+,Yes
"Salem city, Virginia",255.0,179.0,5.0,05000US51775,51,775,D,Owner,2000+,No
"Salem city, Virginia",1620.0,293.0,6.0,05000US51775,51,775,S,Owner,1980 to 1999,All
"Salem city, Virginia",205.0,131.0,7.0,05000US51775,51,775,D,Owner,1980 to 1999,Yes
"Salem city, Virginia",1415.0,261.0,8.0,05000US51775,51,775,D,Owner,1980 to 1999,No
"Salem city, Virginia",2300.0,365.0,9.0,05000US51775,51,775,S,Owner,1960 to 1979,All
"Salem city, Virginia",215.0,125.0,10.0,05000US51775,51,775,D,Owner,1960 to 1979,Yes
"Salem city, Virginia",2085.0,336.0,11.0,05000US51775,51,775,D,Owner,1960 to 1979,No
"Salem city, Virginia",1685.0,327.0,12.0,05000US51775,51,775,S,Owner,1940 to 1959,All
"Salem city, Virginia",295.0,164.0,13.0,05000US51775,51,775,D,Owner,1940 to 1959,Yes
"Salem city, Virginia",1390.0,287.0,14.0,05000US51775,51,775,D,Owner,1940 to 1959,No
"Salem city, Virginia",740.0,208.0,15.0,05000US51775,51,775,S,Owner,1939-,All
"Salem city, Virginia",100.0,85.0,16.0,05000US51775,51,775,D,Owner,1939-,Yes
"Salem city, Virginia",640.0,199.0,17.0,05000US51775,51,775,D,Owner,1939-,No
"Salem city, Virginia",2940.0,389.0,18.0,05000US51775,51,775,S,Renter,All,All
"Salem city, Virginia",200.0,165.0,19.0,05000US51775,51,775,S,Renter,2000+,All
"Salem city, Virginia",35.0,57.0,20.0,05000US51775,51,775,D,Renter,2000+,Yes
"Salem city, Virginia",165.0,155.0,21.0,05000US51775,51,775,D,Renter,2000+,No
"Salem city, Virginia",550.0,221.0,22.0,05000US51775,51,775,S,Renter,1980 to 1999,All
"Salem city, Virginia",105.0,106.0,23.0,05000US51775,51,775,D,Renter,1980 to 1999,Yes
"Salem city, Virginia",445.0,197.0,24.0,05000US51775,51,775,D,Renter,1980 to 1999,No
"Salem city, Virginia",1110.0,298.0,25.0,05000US51775,51,775,S,Renter,1960 to 1979,All
"Salem city, Virginia",45.0,54.0,26.0,05000US51775,51,775,D,Renter,1960 to 1979,Yes
"Salem city, Virginia",1065.0,295.0,27.0,05000US51775,51,775,D,Renter,1960 to 1979,No
"Salem city, Virginia",550.0,173.0,28.0,05000US51775,51,775,S,Renter,1940 to 1959,All
"Salem city, Virginia",35.0,45.0,29.0,05000US51775,51,775,D,Renter,1940 to 1959,Yes
"Salem city, Virginia",510.0,168.0,30.0,05000US51775,51,775,D,Renter,1940 to 1959,No
"Salem city, Virginia",530.0,224.0,31.0,05000US51775,51,775,S,Renter,1939-,All
"Salem city, Virginia",145.0,169.0,32.0,05000US51775,51,775,D,Renter,1939-,Yes
"Salem city, Virginia",390.0,192.0,33.0,05000US51775,51,775,D,Renter,1939-,No
