name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Year_Structure_Built,Young_Children
"Botetourt County, Virginia",12770.0,284.0,1.0,05000US51023,51,023,T,All,All,All
"Botetourt County, Virginia",11400.0,361.0,2.0,05000US51023,51,023,S,Owner,All,All
"Botetourt County, Virginia",1015.0,269.0,3.0,05000US51023,51,023,S,Owner,2000+,All
"Botetourt County, Virginia",155.0,91.0,4.0,05000US51023,51,023,D,Owner,2000+,Yes
"Botetourt County, Virginia",860.0,248.0,5.0,05000US51023,51,023,D,Owner,2000+,No
"Botetourt County, Virginia",4720.0,431.0,6.0,05000US51023,51,023,S,Owner,1980 to 1999,All
"Botetourt County, Virginia",715.0,257.0,7.0,05000US51023,51,023,D,Owner,1980 to 1999,Yes
"Botetourt County, Virginia",4005.0,347.0,8.0,05000US51023,51,023,D,Owner,1980 to 1999,No
"Botetourt County, Virginia",3685.0,423.0,9.0,05000US51023,51,023,S,Owner,1960 to 1979,All
"Botetourt County, Virginia",225.0,118.0,10.0,05000US51023,51,023,D,Owner,1960 to 1979,Yes
"Botetourt County, Virginia",3460.0,428.0,11.0,05000US51023,51,023,D,Owner,1960 to 1979,No
"Botetourt County, Virginia",955.0,210.0,12.0,05000US51023,51,023,S,Owner,1940 to 1959,All
"Botetourt County, Virginia",30.0,36.0,13.0,05000US51023,51,023,D,Owner,1940 to 1959,Yes
"Botetourt County, Virginia",925.0,210.0,14.0,05000US51023,51,023,D,Owner,1940 to 1959,No
"Botetourt County, Virginia",1020.0,202.0,15.0,05000US51023,51,023,S,Owner,1939-,All
"Botetourt County, Virginia",150.0,105.0,16.0,05000US51023,51,023,D,Owner,1939-,Yes
"Botetourt County, Virginia",870.0,186.0,17.0,05000US51023,51,023,D,Owner,1939-,No
"Botetourt County, Virginia",1375.0,319.0,18.0,05000US51023,51,023,S,Renter,All,All
"Botetourt County, Virginia",195.0,146.0,19.0,05000US51023,51,023,S,Renter,2000+,All
"Botetourt County, Virginia",50.0,64.0,20.0,05000US51023,51,023,D,Renter,2000+,Yes
"Botetourt County, Virginia",145.0,131.0,21.0,05000US51023,51,023,D,Renter,2000+,No
"Botetourt County, Virginia",340.0,184.0,22.0,05000US51023,51,023,S,Renter,1980 to 1999,All
"Botetourt County, Virginia",30.0,36.0,23.0,05000US51023,51,023,D,Renter,1980 to 1999,Yes
"Botetourt County, Virginia",310.0,181.0,24.0,05000US51023,51,023,D,Renter,1980 to 1999,No
"Botetourt County, Virginia",390.0,189.0,25.0,05000US51023,51,023,S,Renter,1960 to 1979,All
"Botetourt County, Virginia",170.0,117.0,26.0,05000US51023,51,023,D,Renter,1960 to 1979,Yes
"Botetourt County, Virginia",215.0,133.0,27.0,05000US51023,51,023,D,Renter,1960 to 1979,No
"Botetourt County, Virginia",305.0,186.0,28.0,05000US51023,51,023,S,Renter,1940 to 1959,All
"Botetourt County, Virginia",80.0,117.0,29.0,05000US51023,51,023,D,Renter,1940 to 1959,Yes
"Botetourt County, Virginia",225.0,149.0,30.0,05000US51023,51,023,D,Renter,1940 to 1959,No
"Botetourt County, Virginia",145.0,84.0,31.0,05000US51023,51,023,S,Renter,1939-,All
"Botetourt County, Virginia",40.0,45.0,32.0,05000US51023,51,023,D,Renter,1939-,Yes
"Botetourt County, Virginia",105.0,73.0,33.0,05000US51023,51,023,D,Renter,1939-,No
