name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Year_Structure_Built,Young_Children
"Chesterfield County, Virginia",108690.0,1007.0,1.0,05000US51041,51,041,T,All,All,All
"Chesterfield County, Virginia",85810.0,1315.0,2.0,05000US51041,51,041,S,Owner,All,All
"Chesterfield County, Virginia",13130.0,757.0,3.0,05000US51041,51,041,S,Owner,2000+,All
"Chesterfield County, Virginia",3630.0,484.0,4.0,05000US51041,51,041,D,Owner,2000+,Yes
"Chesterfield County, Virginia",9500.0,659.0,5.0,05000US51041,51,041,D,Owner,2000+,No
"Chesterfield County, Virginia",42775.0,1113.0,6.0,05000US51041,51,041,S,Owner,1980 to 1999,All
"Chesterfield County, Virginia",7325.0,683.0,7.0,05000US51041,51,041,D,Owner,1980 to 1999,Yes
"Chesterfield County, Virginia",35450.0,1216.0,8.0,05000US51041,51,041,D,Owner,1980 to 1999,No
"Chesterfield County, Virginia",24810.0,1166.0,9.0,05000US51041,51,041,S,Owner,1960 to 1979,All
"Chesterfield County, Virginia",2775.0,431.0,10.0,05000US51041,51,041,D,Owner,1960 to 1979,Yes
"Chesterfield County, Virginia",22035.0,1098.0,11.0,05000US51041,51,041,D,Owner,1960 to 1979,No
"Chesterfield County, Virginia",4060.0,467.0,12.0,05000US51041,51,041,S,Owner,1940 to 1959,All
"Chesterfield County, Virginia",450.0,169.0,13.0,05000US51041,51,041,D,Owner,1940 to 1959,Yes
"Chesterfield County, Virginia",3610.0,418.0,14.0,05000US51041,51,041,D,Owner,1940 to 1959,No
"Chesterfield County, Virginia",1035.0,241.0,15.0,05000US51041,51,041,S,Owner,1939-,All
"Chesterfield County, Virginia",145.0,133.0,16.0,05000US51041,51,041,D,Owner,1939-,Yes
"Chesterfield County, Virginia",890.0,205.0,17.0,05000US51041,51,041,D,Owner,1939-,No
"Chesterfield County, Virginia",22880.0,1132.0,18.0,05000US51041,51,041,S,Renter,All,All
"Chesterfield County, Virginia",4060.0,563.0,19.0,05000US51041,51,041,S,Renter,2000+,All
"Chesterfield County, Virginia",450.0,164.0,20.0,05000US51041,51,041,D,Renter,2000+,Yes
"Chesterfield County, Virginia",3610.0,522.0,21.0,05000US51041,51,041,D,Renter,2000+,No
"Chesterfield County, Virginia",9110.0,915.0,22.0,05000US51041,51,041,S,Renter,1980 to 1999,All
"Chesterfield County, Virginia",2495.0,603.0,23.0,05000US51041,51,041,D,Renter,1980 to 1999,Yes
"Chesterfield County, Virginia",6620.0,871.0,24.0,05000US51041,51,041,D,Renter,1980 to 1999,No
"Chesterfield County, Virginia",7935.0,881.0,25.0,05000US51041,51,041,S,Renter,1960 to 1979,All
"Chesterfield County, Virginia",1820.0,391.0,26.0,05000US51041,51,041,D,Renter,1960 to 1979,Yes
"Chesterfield County, Virginia",6115.0,845.0,27.0,05000US51041,51,041,D,Renter,1960 to 1979,No
"Chesterfield County, Virginia",1445.0,361.0,28.0,05000US51041,51,041,S,Renter,1940 to 1959,All
"Chesterfield County, Virginia",270.0,193.0,29.0,05000US51041,51,041,D,Renter,1940 to 1959,Yes
"Chesterfield County, Virginia",1175.0,336.0,30.0,05000US51041,51,041,D,Renter,1940 to 1959,No
"Chesterfield County, Virginia",325.0,157.0,31.0,05000US51041,51,041,S,Renter,1939-,All
"Chesterfield County, Virginia",80.0,66.0,32.0,05000US51041,51,041,D,Renter,1939-,Yes
"Chesterfield County, Virginia",245.0,144.0,33.0,05000US51041,51,041,D,Renter,1939-,No
