name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Year_Structure_Built,Young_Children
"Prince George County, Virginia",10530.0,398.0,1.0,05000US51149,51,149,T,All,All,All
"Prince George County, Virginia",7530.0,490.0,2.0,05000US51149,51,149,S,Owner,All,All
"Prince George County, Virginia",1160.0,262.0,3.0,05000US51149,51,149,S,Owner,2000+,All
"Prince George County, Virginia",220.0,148.0,4.0,05000US51149,51,149,D,Owner,2000+,Yes
"Prince George County, Virginia",945.0,240.0,5.0,05000US51149,51,149,D,Owner,2000+,No
"Prince George County, Virginia",3935.0,481.0,6.0,05000US51149,51,149,S,Owner,1980 to 1999,All
"Prince George County, Virginia",435.0,210.0,7.0,05000US51149,51,149,D,Owner,1980 to 1999,Yes
"Prince George County, Virginia",3500.0,465.0,8.0,05000US51149,51,149,D,Owner,1980 to 1999,No
"Prince George County, Virginia",1870.0,322.0,9.0,05000US51149,51,149,S,Owner,1960 to 1979,All
"Prince George County, Virginia",160.0,105.0,10.0,05000US51149,51,149,D,Owner,1960 to 1979,Yes
"Prince George County, Virginia",1710.0,313.0,11.0,05000US51149,51,149,D,Owner,1960 to 1979,No
"Prince George County, Virginia",420.0,229.0,12.0,05000US51149,51,149,S,Owner,1940 to 1959,All
"Prince George County, Virginia",20.0,28.0,13.0,05000US51149,51,149,D,Owner,1940 to 1959,Yes
"Prince George County, Virginia",400.0,226.0,14.0,05000US51149,51,149,D,Owner,1940 to 1959,No
"Prince George County, Virginia",145.0,113.0,15.0,05000US51149,51,149,S,Owner,1939-,All
"Prince George County, Virginia",0.0,161.0,16.0,05000US51149,51,149,D,Owner,1939-,Yes
"Prince George County, Virginia",145.0,113.0,17.0,05000US51149,51,149,D,Owner,1939-,No
"Prince George County, Virginia",3000.0,547.0,18.0,05000US51149,51,149,S,Renter,All,All
"Prince George County, Virginia",700.0,284.0,19.0,05000US51149,51,149,S,Renter,2000+,All
"Prince George County, Virginia",180.0,173.0,20.0,05000US51149,51,149,D,Renter,2000+,Yes
"Prince George County, Virginia",520.0,224.0,21.0,05000US51149,51,149,D,Renter,2000+,No
"Prince George County, Virginia",1035.0,372.0,22.0,05000US51149,51,149,S,Renter,1980 to 1999,All
"Prince George County, Virginia",285.0,194.0,23.0,05000US51149,51,149,D,Renter,1980 to 1999,Yes
"Prince George County, Virginia",745.0,331.0,24.0,05000US51149,51,149,D,Renter,1980 to 1999,No
"Prince George County, Virginia",775.0,315.0,25.0,05000US51149,51,149,S,Renter,1960 to 1979,All
"Prince George County, Virginia",170.0,148.0,26.0,05000US51149,51,149,D,Renter,1960 to 1979,Yes
"Prince George County, Virginia",605.0,276.0,27.0,05000US51149,51,149,D,Renter,1960 to 1979,No
"Prince George County, Virginia",425.0,225.0,28.0,05000US51149,51,149,S,Renter,1940 to 1959,All
"Prince George County, Virginia",115.0,102.0,29.0,05000US51149,51,149,D,Renter,1940 to 1959,Yes
"Prince George County, Virginia",305.0,197.0,30.0,05000US51149,51,149,D,Renter,1940 to 1959,No
"Prince George County, Virginia",75.0,66.0,31.0,05000US51149,51,149,S,Renter,1939-,All
"Prince George County, Virginia",0.0,161.0,32.0,05000US51149,51,149,D,Renter,1939-,Yes
"Prince George County, Virginia",75.0,66.0,33.0,05000US51149,51,149,D,Renter,1939-,No
