name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Year_Structure_Built,Young_Children
"Warren County, Virginia",13470.0,396.0,1.0,05000US51187,51,187,T,All,All,All
"Warren County, Virginia",10370.0,453.0,2.0,05000US51187,51,187,S,Owner,All,All
"Warren County, Virginia",1565.0,283.0,3.0,05000US51187,51,187,S,Owner,2000+,All
"Warren County, Virginia",385.0,178.0,4.0,05000US51187,51,187,D,Owner,2000+,Yes
"Warren County, Virginia",1180.0,266.0,5.0,05000US51187,51,187,D,Owner,2000+,No
"Warren County, Virginia",4250.0,369.0,6.0,05000US51187,51,187,S,Owner,1980 to 1999,All
"Warren County, Virginia",615.0,196.0,7.0,05000US51187,51,187,D,Owner,1980 to 1999,Yes
"Warren County, Virginia",3640.0,400.0,8.0,05000US51187,51,187,D,Owner,1980 to 1999,No
"Warren County, Virginia",2540.0,378.0,9.0,05000US51187,51,187,S,Owner,1960 to 1979,All
"Warren County, Virginia",185.0,99.0,10.0,05000US51187,51,187,D,Owner,1960 to 1979,Yes
"Warren County, Virginia",2360.0,364.0,11.0,05000US51187,51,187,D,Owner,1960 to 1979,No
"Warren County, Virginia",1200.0,228.0,12.0,05000US51187,51,187,S,Owner,1940 to 1959,All
"Warren County, Virginia",100.0,78.0,13.0,05000US51187,51,187,D,Owner,1940 to 1959,Yes
"Warren County, Virginia",1100.0,234.0,14.0,05000US51187,51,187,D,Owner,1940 to 1959,No
"Warren County, Virginia",815.0,193.0,15.0,05000US51187,51,187,S,Owner,1939-,All
"Warren County, Virginia",185.0,90.0,16.0,05000US51187,51,187,D,Owner,1939-,Yes
"Warren County, Virginia",625.0,171.0,17.0,05000US51187,51,187,D,Owner,1939-,No
"Warren County, Virginia",3100.0,371.0,18.0,05000US51187,51,187,S,Renter,All,All
"Warren County, Virginia",55.0,55.0,19.0,05000US51187,51,187,S,Renter,2000+,All
"Warren County, Virginia",15.0,26.0,20.0,05000US51187,51,187,D,Renter,2000+,Yes
"Warren County, Virginia",40.0,48.0,21.0,05000US51187,51,187,D,Renter,2000+,No
"Warren County, Virginia",700.0,247.0,22.0,05000US51187,51,187,S,Renter,1980 to 1999,All
"Warren County, Virginia",315.0,185.0,23.0,05000US51187,51,187,D,Renter,1980 to 1999,Yes
"Warren County, Virginia",385.0,205.0,24.0,05000US51187,51,187,D,Renter,1980 to 1999,No
"Warren County, Virginia",1130.0,390.0,25.0,05000US51187,51,187,S,Renter,1960 to 1979,All
"Warren County, Virginia",465.0,301.0,26.0,05000US51187,51,187,D,Renter,1960 to 1979,Yes
"Warren County, Virginia",660.0,227.0,27.0,05000US51187,51,187,D,Renter,1960 to 1979,No
"Warren County, Virginia",630.0,212.0,28.0,05000US51187,51,187,S,Renter,1940 to 1959,All
"Warren County, Virginia",175.0,126.0,29.0,05000US51187,51,187,D,Renter,1940 to 1959,Yes
"Warren County, Virginia",455.0,169.0,30.0,05000US51187,51,187,D,Renter,1940 to 1959,No
"Warren County, Virginia",585.0,198.0,31.0,05000US51187,51,187,S,Renter,1939-,All
"Warren County, Virginia",80.0,92.0,32.0,05000US51187,51,187,D,Renter,1939-,Yes
"Warren County, Virginia",505.0,178.0,33.0,05000US51187,51,187,D,Renter,1939-,No
