name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Year_Structure_Built,Young_Children
"Pittsylvania County, Virginia",25420.0,633.0,1.0,05000US51143,51,143,T,All,All,All
"Pittsylvania County, Virginia",20255.0,794.0,2.0,05000US51143,51,143,S,Owner,All,All
"Pittsylvania County, Virginia",2340.0,328.0,3.0,05000US51143,51,143,S,Owner,2000+,All
"Pittsylvania County, Virginia",665.0,207.0,4.0,05000US51143,51,143,D,Owner,2000+,Yes
"Pittsylvania County, Virginia",1675.0,270.0,5.0,05000US51143,51,143,D,Owner,2000+,No
"Pittsylvania County, Virginia",8365.0,738.0,6.0,05000US51143,51,143,S,Owner,1980 to 1999,All
"Pittsylvania County, Virginia",1370.0,339.0,7.0,05000US51143,51,143,D,Owner,1980 to 1999,Yes
"Pittsylvania County, Virginia",6995.0,679.0,8.0,05000US51143,51,143,D,Owner,1980 to 1999,No
"Pittsylvania County, Virginia",5870.0,521.0,9.0,05000US51143,51,143,S,Owner,1960 to 1979,All
"Pittsylvania County, Virginia",455.0,165.0,10.0,05000US51143,51,143,D,Owner,1960 to 1979,Yes
"Pittsylvania County, Virginia",5410.0,497.0,11.0,05000US51143,51,143,D,Owner,1960 to 1979,No
"Pittsylvania County, Virginia",2365.0,381.0,12.0,05000US51143,51,143,S,Owner,1940 to 1959,All
"Pittsylvania County, Virginia",165.0,82.0,13.0,05000US51143,51,143,D,Owner,1940 to 1959,Yes
"Pittsylvania County, Virginia",2200.0,369.0,14.0,05000US51143,51,143,D,Owner,1940 to 1959,No
"Pittsylvania County, Virginia",1320.0,249.0,15.0,05000US51143,51,143,S,Owner,1939-,All
"Pittsylvania County, Virginia",90.0,102.0,16.0,05000US51143,51,143,D,Owner,1939-,Yes
"Pittsylvania County, Virginia",1230.0,224.0,17.0,05000US51143,51,143,D,Owner,1939-,No
"Pittsylvania County, Virginia",5165.0,717.0,18.0,05000US51143,51,143,S,Renter,All,All
"Pittsylvania County, Virginia",240.0,184.0,19.0,05000US51143,51,143,S,Renter,2000+,All
"Pittsylvania County, Virginia",45.0,79.0,20.0,05000US51143,51,143,D,Renter,2000+,Yes
"Pittsylvania County, Virginia",195.0,165.0,21.0,05000US51143,51,143,D,Renter,2000+,No
"Pittsylvania County, Virginia",1840.0,421.0,22.0,05000US51143,51,143,S,Renter,1980 to 1999,All
"Pittsylvania County, Virginia",300.0,204.0,23.0,05000US51143,51,143,D,Renter,1980 to 1999,Yes
"Pittsylvania County, Virginia",1540.0,407.0,24.0,05000US51143,51,143,D,Renter,1980 to 1999,No
"Pittsylvania County, Virginia",1335.0,310.0,25.0,05000US51143,51,143,S,Renter,1960 to 1979,All
"Pittsylvania County, Virginia",260.0,144.0,26.0,05000US51143,51,143,D,Renter,1960 to 1979,Yes
"Pittsylvania County, Virginia",1075.0,294.0,27.0,05000US51143,51,143,D,Renter,1960 to 1979,No
"Pittsylvania County, Virginia",1310.0,470.0,28.0,05000US51143,51,143,S,Renter,1940 to 1959,All
"Pittsylvania County, Virginia",410.0,376.0,29.0,05000US51143,51,143,D,Renter,1940 to 1959,Yes
"Pittsylvania County, Virginia",900.0,302.0,30.0,05000US51143,51,143,D,Renter,1940 to 1959,No
"Pittsylvania County, Virginia",440.0,163.0,31.0,05000US51143,51,143,S,Renter,1939-,All
"Pittsylvania County, Virginia",95.0,72.0,32.0,05000US51143,51,143,D,Renter,1939-,Yes
"Pittsylvania County, Virginia",340.0,151.0,33.0,05000US51143,51,143,D,Renter,1939-,No
