name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Year_Structure_Built,Young_Children
"Staunton city, Virginia",9710.0,381.0,1.0,05000US51790,51,790,T,All,All,All
"Staunton city, Virginia",5780.0,380.0,2.0,05000US51790,51,790,S,Owner,All,All
"Staunton city, Virginia",390.0,183.0,3.0,05000US51790,51,790,S,Owner,2000+,All
"Staunton city, Virginia",45.0,61.0,4.0,05000US51790,51,790,D,Owner,2000+,Yes
"Staunton city, Virginia",350.0,183.0,5.0,05000US51790,51,790,D,Owner,2000+,No
"Staunton city, Virginia",380.0,148.0,6.0,05000US51790,51,790,S,Owner,1980 to 1999,All
"Staunton city, Virginia",70.0,65.0,7.0,05000US51790,51,790,D,Owner,1980 to 1999,Yes
"Staunton city, Virginia",310.0,128.0,8.0,05000US51790,51,790,D,Owner,1980 to 1999,No
"Staunton city, Virginia",1880.0,274.0,9.0,05000US51790,51,790,S,Owner,1960 to 1979,All
"Staunton city, Virginia",290.0,181.0,10.0,05000US51790,51,790,D,Owner,1960 to 1979,Yes
"Staunton city, Virginia",1595.0,252.0,11.0,05000US51790,51,790,D,Owner,1960 to 1979,No
"Staunton city, Virginia",1910.0,297.0,12.0,05000US51790,51,790,S,Owner,1940 to 1959,All
"Staunton city, Virginia",125.0,86.0,13.0,05000US51790,51,790,D,Owner,1940 to 1959,Yes
"Staunton city, Virginia",1780.0,299.0,14.0,05000US51790,51,790,D,Owner,1940 to 1959,No
"Staunton city, Virginia",1220.0,235.0,15.0,05000US51790,51,790,S,Owner,1939-,All
"Staunton city, Virginia",120.0,97.0,16.0,05000US51790,51,790,D,Owner,1939-,Yes
"Staunton city, Virginia",1100.0,223.0,17.0,05000US51790,51,790,D,Owner,1939-,No
"Staunton city, Virginia",3930.0,422.0,18.0,05000US51790,51,790,S,Renter,All,All
"Staunton city, Virginia",160.0,96.0,19.0,05000US51790,51,790,S,Renter,2000+,All
"Staunton city, Virginia",20.0,44.0,20.0,05000US51790,51,790,D,Renter,2000+,Yes
"Staunton city, Virginia",140.0,104.0,21.0,05000US51790,51,790,D,Renter,2000+,No
"Staunton city, Virginia",860.0,254.0,22.0,05000US51790,51,790,S,Renter,1980 to 1999,All
"Staunton city, Virginia",165.0,138.0,23.0,05000US51790,51,790,D,Renter,1980 to 1999,Yes
"Staunton city, Virginia",695.0,227.0,24.0,05000US51790,51,790,D,Renter,1980 to 1999,No
"Staunton city, Virginia",1065.0,254.0,25.0,05000US51790,51,790,S,Renter,1960 to 1979,All
"Staunton city, Virginia",210.0,127.0,26.0,05000US51790,51,790,D,Renter,1960 to 1979,Yes
"Staunton city, Virginia",855.0,231.0,27.0,05000US51790,51,790,D,Renter,1960 to 1979,No
"Staunton city, Virginia",565.0,220.0,28.0,05000US51790,51,790,S,Renter,1940 to 1959,All
"Staunton city, Virginia",65.0,59.0,29.0,05000US51790,51,790,D,Renter,1940 to 1959,Yes
"Staunton city, Virginia",500.0,216.0,30.0,05000US51790,51,790,D,Renter,1940 to 1959,No
"Staunton city, Virginia",1280.0,364.0,31.0,05000US51790,51,790,S,Renter,1939-,All
"Staunton city, Virginia",315.0,228.0,32.0,05000US51790,51,790,D,Renter,1939-,Yes
"Staunton city, Virginia",965.0,264.0,33.0,05000US51790,51,790,D,Renter,1939-,No
