name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Year_Structure_Built,Young_Children
"Henry County, Virginia",22955.0,567.0,1.0,05000US51089,51,089,T,All,All,All
"Henry County, Virginia",17735.0,631.0,2.0,05000US51089,51,089,S,Owner,All,All
"Henry County, Virginia",625.0,204.0,3.0,05000US51089,51,089,S,Owner,2000+,All
"Henry County, Virginia",160.0,88.0,4.0,05000US51089,51,089,D,Owner,2000+,Yes
"Henry County, Virginia",465.0,197.0,5.0,05000US51089,51,089,D,Owner,2000+,No
"Henry County, Virginia",5190.0,587.0,6.0,05000US51089,51,089,S,Owner,1980 to 1999,All
"Henry County, Virginia",855.0,303.0,7.0,05000US51089,51,089,D,Owner,1980 to 1999,Yes
"Henry County, Virginia",4335.0,518.0,8.0,05000US51089,51,089,D,Owner,1980 to 1999,No
"Henry County, Virginia",7790.0,625.0,9.0,05000US51089,51,089,S,Owner,1960 to 1979,All
"Henry County, Virginia",420.0,180.0,10.0,05000US51089,51,089,D,Owner,1960 to 1979,Yes
"Henry County, Virginia",7370.0,600.0,11.0,05000US51089,51,089,D,Owner,1960 to 1979,No
"Henry County, Virginia",3055.0,444.0,12.0,05000US51089,51,089,S,Owner,1940 to 1959,All
"Henry County, Virginia",315.0,154.0,13.0,05000US51089,51,089,D,Owner,1940 to 1959,Yes
"Henry County, Virginia",2740.0,409.0,14.0,05000US51089,51,089,D,Owner,1940 to 1959,No
"Henry County, Virginia",1080.0,314.0,15.0,05000US51089,51,089,S,Owner,1939-,All
"Henry County, Virginia",160.0,119.0,16.0,05000US51089,51,089,D,Owner,1939-,Yes
"Henry County, Virginia",920.0,267.0,17.0,05000US51089,51,089,D,Owner,1939-,No
"Henry County, Virginia",5220.0,647.0,18.0,05000US51089,51,089,S,Renter,All,All
"Henry County, Virginia",90.0,94.0,19.0,05000US51089,51,089,S,Renter,2000+,All
"Henry County, Virginia",40.0,75.0,20.0,05000US51089,51,089,D,Renter,2000+,Yes
"Henry County, Virginia",50.0,66.0,21.0,05000US51089,51,089,D,Renter,2000+,No
"Henry County, Virginia",1215.0,350.0,22.0,05000US51089,51,089,S,Renter,1980 to 1999,All
"Henry County, Virginia",475.0,258.0,23.0,05000US51089,51,089,D,Renter,1980 to 1999,Yes
"Henry County, Virginia",740.0,214.0,24.0,05000US51089,51,089,D,Renter,1980 to 1999,No
"Henry County, Virginia",2755.0,515.0,25.0,05000US51089,51,089,S,Renter,1960 to 1979,All
"Henry County, Virginia",665.0,260.0,26.0,05000US51089,51,089,D,Renter,1960 to 1979,Yes
"Henry County, Virginia",2090.0,479.0,27.0,05000US51089,51,089,D,Renter,1960 to 1979,No
"Henry County, Virginia",895.0,279.0,28.0,05000US51089,51,089,S,Renter,1940 to 1959,All
"Henry County, Virginia",120.0,106.0,29.0,05000US51089,51,089,D,Renter,1940 to 1959,Yes
"Henry County, Virginia",775.0,269.0,30.0,05000US51089,51,089,D,Renter,1940 to 1959,No
"Henry County, Virginia",265.0,162.0,31.0,05000US51089,51,089,S,Renter,1939-,All
"Henry County, Virginia",0.0,161.0,32.0,05000US51089,51,089,D,Renter,1939-,Yes
"Henry County, Virginia",265.0,162.0,33.0,05000US51089,51,089,D,Renter,1939-,No
