name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Year_Structure_Built,Young_Children
"Rockbridge County, Virginia",9295.0,296.0,1.0,05000US51163,51,163,T,All,All,All
"Rockbridge County, Virginia",6885.0,340.0,2.0,05000US51163,51,163,S,Owner,All,All
"Rockbridge County, Virginia",400.0,169.0,3.0,05000US51163,51,163,S,Owner,2000+,All
"Rockbridge County, Virginia",125.0,103.0,4.0,05000US51163,51,163,D,Owner,2000+,Yes
"Rockbridge County, Virginia",275.0,132.0,5.0,05000US51163,51,163,D,Owner,2000+,No
"Rockbridge County, Virginia",2735.0,390.0,6.0,05000US51163,51,163,S,Owner,1980 to 1999,All
"Rockbridge County, Virginia",280.0,154.0,7.0,05000US51163,51,163,D,Owner,1980 to 1999,Yes
"Rockbridge County, Virginia",2455.0,389.0,8.0,05000US51163,51,163,D,Owner,1980 to 1999,No
"Rockbridge County, Virginia",1670.0,269.0,9.0,05000US51163,51,163,S,Owner,1960 to 1979,All
"Rockbridge County, Virginia",110.0,73.0,10.0,05000US51163,51,163,D,Owner,1960 to 1979,Yes
"Rockbridge County, Virginia",1565.0,248.0,11.0,05000US51163,51,163,D,Owner,1960 to 1979,No
"Rockbridge County, Virginia",840.0,199.0,12.0,05000US51163,51,163,S,Owner,1940 to 1959,All
"Rockbridge County, Virginia",160.0,117.0,13.0,05000US51163,51,163,D,Owner,1940 to 1959,Yes
"Rockbridge County, Virginia",680.0,183.0,14.0,05000US51163,51,163,D,Owner,1940 to 1959,No
"Rockbridge County, Virginia",1235.0,257.0,15.0,05000US51163,51,163,S,Owner,1939-,All
"Rockbridge County, Virginia",90.0,92.0,16.0,05000US51163,51,163,D,Owner,1939-,Yes
"Rockbridge County, Virginia",1140.0,245.0,17.0,05000US51163,51,163,D,Owner,1939-,No
"Rockbridge County, Virginia",2410.0,362.0,18.0,05000US51163,51,163,S,Renter,All,All
"Rockbridge County, Virginia",0.0,161.0,19.0,05000US51163,51,163,S,Renter,2000+,All
"Rockbridge County, Virginia",0.0,161.0,20.0,05000US51163,51,163,D,Renter,2000+,Yes
"Rockbridge County, Virginia",0.0,161.0,21.0,05000US51163,51,163,D,Renter,2000+,No
"Rockbridge County, Virginia",785.0,306.0,22.0,05000US51163,51,163,S,Renter,1980 to 1999,All
"Rockbridge County, Virginia",205.0,181.0,23.0,05000US51163,51,163,D,Renter,1980 to 1999,Yes
"Rockbridge County, Virginia",580.0,255.0,24.0,05000US51163,51,163,D,Renter,1980 to 1999,No
"Rockbridge County, Virginia",625.0,216.0,25.0,05000US51163,51,163,S,Renter,1960 to 1979,All
"Rockbridge County, Virginia",50.0,62.0,26.0,05000US51163,51,163,D,Renter,1960 to 1979,Yes
"Rockbridge County, Virginia",575.0,206.0,27.0,05000US51163,51,163,D,Renter,1960 to 1979,No
"Rockbridge County, Virginia",360.0,175.0,28.0,05000US51163,51,163,S,Renter,1940 to 1959,All
"Rockbridge County, Virginia",165.0,111.0,29.0,05000US51163,51,163,D,Renter,1940 to 1959,Yes
"Rockbridge County, Virginia",195.0,126.0,30.0,05000US51163,51,163,D,Renter,1940 to 1959,No
"Rockbridge County, Virginia",645.0,207.0,31.0,05000US51163,51,163,S,Renter,1939-,All
"Rockbridge County, Virginia",130.0,121.0,32.0,05000US51163,51,163,D,Renter,1939-,Yes
"Rockbridge County, Virginia",510.0,220.0,33.0,05000US51163,51,163,D,Renter,1939-,No
