name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Year_Structure_Built,Young_Children
"York County, Virginia",22815.0,483.0,1.0,05000US51199,51,199,T,All,All,All
"York County, Virginia",17535.0,615.0,2.0,05000US51199,51,199,S,Owner,All,All
"York County, Virginia",2600.0,332.0,3.0,05000US51199,51,199,S,Owner,2000+,All
"York County, Virginia",510.0,166.0,4.0,05000US51199,51,199,D,Owner,2000+,Yes
"York County, Virginia",2090.0,318.0,5.0,05000US51199,51,199,D,Owner,2000+,No
"York County, Virginia",8590.0,496.0,6.0,05000US51199,51,199,S,Owner,1980 to 1999,All
"York County, Virginia",860.0,254.0,7.0,05000US51199,51,199,D,Owner,1980 to 1999,Yes
"York County, Virginia",7730.0,531.0,8.0,05000US51199,51,199,D,Owner,1980 to 1999,No
"York County, Virginia",4835.0,558.0,9.0,05000US51199,51,199,S,Owner,1960 to 1979,All
"York County, Virginia",470.0,157.0,10.0,05000US51199,51,199,D,Owner,1960 to 1979,Yes
"York County, Virginia",4365.0,542.0,11.0,05000US51199,51,199,D,Owner,1960 to 1979,No
"York County, Virginia",1165.0,266.0,12.0,05000US51199,51,199,S,Owner,1940 to 1959,All
"York County, Virginia",70.0,63.0,13.0,05000US51199,51,199,D,Owner,1940 to 1959,Yes
"York County, Virginia",1095.0,258.0,14.0,05000US51199,51,199,D,Owner,1940 to 1959,No
"York County, Virginia",350.0,150.0,15.0,05000US51199,51,199,S,Owner,1939-,All
"York County, Virginia",15.0,23.0,16.0,05000US51199,51,199,D,Owner,1939-,Yes
"York County, Virginia",340.0,147.0,17.0,05000US51199,51,199,D,Owner,1939-,No
"York County, Virginia",5280.0,624.0,18.0,05000US51199,51,199,S,Renter,All,All
"York County, Virginia",995.0,296.0,19.0,05000US51199,51,199,S,Renter,2000+,All
"York County, Virginia",125.0,137.0,20.0,05000US51199,51,199,D,Renter,2000+,Yes
"York County, Virginia",865.0,284.0,21.0,05000US51199,51,199,D,Renter,2000+,No
"York County, Virginia",2100.0,385.0,22.0,05000US51199,51,199,S,Renter,1980 to 1999,All
"York County, Virginia",375.0,207.0,23.0,05000US51199,51,199,D,Renter,1980 to 1999,Yes
"York County, Virginia",1725.0,375.0,24.0,05000US51199,51,199,D,Renter,1980 to 1999,No
"York County, Virginia",1475.0,377.0,25.0,05000US51199,51,199,S,Renter,1960 to 1979,All
"York County, Virginia",530.0,289.0,26.0,05000US51199,51,199,D,Renter,1960 to 1979,Yes
"York County, Virginia",940.0,257.0,27.0,05000US51199,51,199,D,Renter,1960 to 1979,No
"York County, Virginia",675.0,282.0,28.0,05000US51199,51,199,S,Renter,1940 to 1959,All
"York County, Virginia",245.0,186.0,29.0,05000US51199,51,199,D,Renter,1940 to 1959,Yes
"York County, Virginia",430.0,213.0,30.0,05000US51199,51,199,D,Renter,1940 to 1959,No
"York County, Virginia",40.0,41.0,31.0,05000US51199,51,199,S,Renter,1939-,All
"York County, Virginia",10.0,20.0,32.0,05000US51199,51,199,D,Renter,1939-,Yes
"York County, Virginia",30.0,35.0,33.0,05000US51199,51,199,D,Renter,1939-,No
