name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Year_Structure_Built,Young_Children
"Charlottesville city, Virginia",16695.0,444.0,1.0,05000US51540,51,540,T,All,All,All
"Charlottesville city, Virginia",7685.0,483.0,2.0,05000US51540,51,540,S,Owner,All,All
"Charlottesville city, Virginia",375.0,132.0,3.0,05000US51540,51,540,S,Owner,2000+,All
"Charlottesville city, Virginia",60.0,58.0,4.0,05000US51540,51,540,D,Owner,2000+,Yes
"Charlottesville city, Virginia",315.0,120.0,5.0,05000US51540,51,540,D,Owner,2000+,No
"Charlottesville city, Virginia",665.0,179.0,6.0,05000US51540,51,540,S,Owner,1980 to 1999,All
"Charlottesville city, Virginia",70.0,56.0,7.0,05000US51540,51,540,D,Owner,1980 to 1999,Yes
"Charlottesville city, Virginia",595.0,178.0,8.0,05000US51540,51,540,D,Owner,1980 to 1999,No
"Charlottesville city, Virginia",2070.0,325.0,9.0,05000US51540,51,540,S,Owner,1960 to 1979,All
"Charlottesville city, Virginia",205.0,93.0,10.0,05000US51540,51,540,D,Owner,1960 to 1979,Yes
"Charlottesville city, Virginia",1865.0,319.0,11.0,05000US51540,51,540,D,Owner,1960 to 1979,No
"Charlottesville city, Virginia",2580.0,367.0,12.0,05000US51540,51,540,S,Owner,1940 to 1959,All
"Charlottesville city, Virginia",285.0,120.0,13.0,05000US51540,51,540,D,Owner,1940 to 1959,Yes
"Charlottesville city, Virginia",2290.0,329.0,14.0,05000US51540,51,540,D,Owner,1940 to 1959,No
"Charlottesville city, Virginia",1995.0,345.0,15.0,05000US51540,51,540,S,Owner,1939-,All
"Charlottesville city, Virginia",280.0,113.0,16.0,05000US51540,51,540,D,Owner,1939-,Yes
"Charlottesville city, Virginia",1710.0,313.0,17.0,05000US51540,51,540,D,Owner,1939-,No
"Charlottesville city, Virginia",9010.0,605.0,18.0,05000US51540,51,540,S,Renter,All,All
"Charlottesville city, Virginia",555.0,189.0,19.0,05000US51540,51,540,S,Renter,2000+,All
"Charlottesville city, Virginia",10.0,16.0,20.0,05000US51540,51,540,D,Renter,2000+,Yes
"Charlottesville city, Virginia",545.0,187.0,21.0,05000US51540,51,540,D,Renter,2000+,No
"Charlottesville city, Virginia",1490.0,293.0,22.0,05000US51540,51,540,S,Renter,1980 to 1999,All
"Charlottesville city, Virginia",105.0,82.0,23.0,05000US51540,51,540,D,Renter,1980 to 1999,Yes
"Charlottesville city, Virginia",1385.0,276.0,24.0,05000US51540,51,540,D,Renter,1980 to 1999,No
"Charlottesville city, Virginia",3290.0,523.0,25.0,05000US51540,51,540,S,Renter,1960 to 1979,All
"Charlottesville city, Virginia",300.0,176.0,26.0,05000US51540,51,540,D,Renter,1960 to 1979,Yes
"Charlottesville city, Virginia",2990.0,477.0,27.0,05000US51540,51,540,D,Renter,1960 to 1979,No
"Charlottesville city, Virginia",2215.0,436.0,28.0,05000US51540,51,540,S,Renter,1940 to 1959,All
"Charlottesville city, Virginia",270.0,186.0,29.0,05000US51540,51,540,D,Renter,1940 to 1959,Yes
"Charlottesville city, Virginia",1940.0,389.0,30.0,05000US51540,51,540,D,Renter,1940 to 1959,No
"Charlottesville city, Virginia",1460.0,304.0,31.0,05000US51540,51,540,S,Renter,1939-,All
"Charlottesville city, Virginia",205.0,151.0,32.0,05000US51540,51,540,D,Renter,1939-,Yes
"Charlottesville city, Virginia",1255.0,275.0,33.0,05000US51540,51,540,D,Renter,1939-,No
