name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Income,Disability_Status
"Chesapeake city, Virginia",77810.0,623.0,1.0,05000US51550,51,550,T,All,All,All,All
"Chesapeake city, Virginia",58470.0,986.0,2.0,05000US51550,51,550,S,Owner,All,All,All
"Chesapeake city, Virginia",18730.0,1091.0,3.0,05000US51550,51,550,S,Owner,Yes,All,All
"Chesapeake city, Virginia",2255.0,447.0,4.0,05000US51550,51,550,S,Owner,Yes,30% AMI or less,All
"Chesapeake city, Virginia",305.0,149.0,5.0,05000US51550,51,550,D,Owner,Yes,30% AMI or less,Disabled
"Chesapeake city, Virginia",1945.0,414.0,6.0,05000US51550,51,550,D,Owner,Yes,30% AMI or less,Not disabled
"Chesapeake city, Virginia",2525.0,433.0,7.0,05000US51550,51,550,S,Owner,Yes,30.1-50% AMI,All
"Chesapeake city, Virginia",360.0,171.0,8.0,05000US51550,51,550,D,Owner,Yes,30.1-50% AMI,Disabled
"Chesapeake city, Virginia",2165.0,423.0,9.0,05000US51550,51,550,D,Owner,Yes,30.1-50% AMI,Not disabled
"Chesapeake city, Virginia",4420.0,643.0,10.0,05000US51550,51,550,S,Owner,Yes,50.1-80% AMI,All
"Chesapeake city, Virginia",420.0,170.0,11.0,05000US51550,51,550,D,Owner,Yes,50.1-80% AMI,Disabled
"Chesapeake city, Virginia",4000.0,616.0,12.0,05000US51550,51,550,D,Owner,Yes,50.1-80% AMI,Not disabled
"Chesapeake city, Virginia",9535.0,809.0,13.0,05000US51550,51,550,S,Owner,Yes,80.1% AMI and above,All
"Chesapeake city, Virginia",675.0,236.0,14.0,05000US51550,51,550,D,Owner,Yes,80.1% AMI and above,Disabled
"Chesapeake city, Virginia",8860.0,770.0,15.0,05000US51550,51,550,D,Owner,Yes,80.1% AMI and above,Not disabled
"Chesapeake city, Virginia",39525.0,1183.0,16.0,05000US51550,51,550,S,Owner,No,All,All
"Chesapeake city, Virginia",280.0,167.0,17.0,05000US51550,51,550,S,Owner,No,30% AMI or less,All
"Chesapeake city, Virginia",0.0,161.0,18.0,05000US51550,51,550,D,Owner,No,30% AMI or less,Disabled
"Chesapeake city, Virginia",280.0,167.0,19.0,05000US51550,51,550,D,Owner,No,30% AMI or less,Not disabled
"Chesapeake city, Virginia",1155.0,269.0,20.0,05000US51550,51,550,S,Owner,No,30.1-50% AMI,All
"Chesapeake city, Virginia",220.0,109.0,21.0,05000US51550,51,550,D,Owner,No,30.1-50% AMI,Disabled
"Chesapeake city, Virginia",935.0,247.0,22.0,05000US51550,51,550,D,Owner,No,30.1-50% AMI,Not disabled
"Chesapeake city, Virginia",3170.0,487.0,23.0,05000US51550,51,550,S,Owner,No,50.1-80% AMI,All
"Chesapeake city, Virginia",560.0,187.0,24.0,05000US51550,51,550,D,Owner,No,50.1-80% AMI,Disabled
"Chesapeake city, Virginia",2610.0,481.0,25.0,05000US51550,51,550,D,Owner,No,50.1-80% AMI,Not disabled
"Chesapeake city, Virginia",34920.0,1103.0,26.0,05000US51550,51,550,S,Owner,No,80.1% AMI and above,All
"Chesapeake city, Virginia",2050.0,296.0,27.0,05000US51550,51,550,D,Owner,No,80.1% AMI and above,Disabled
"Chesapeake city, Virginia",32870.0,1082.0,28.0,05000US51550,51,550,D,Owner,No,80.1% AMI and above,Not disabled
"Chesapeake city, Virginia",215.0,117.0,29.0,05000US51550,51,550,S,Owner,N/A,All,All
"Chesapeake city, Virginia",215.0,117.0,30.0,05000US51550,51,550,S,Owner,N/A,30% AMI or less,All
"Chesapeake city, Virginia",25.0,42.0,31.0,05000US51550,51,550,D,Owner,N/A,30% AMI or less,Disabled
"Chesapeake city, Virginia",190.0,108.0,32.0,05000US51550,51,550,D,Owner,N/A,30% AMI or less,Not disabled
"Chesapeake city, Virginia",0.0,161.0,33.0,05000US51550,51,550,S,Owner,N/A,30.1-50% AMI,All
"Chesapeake city, Virginia",0.0,161.0,34.0,05000US51550,51,550,D,Owner,N/A,30.1-50% AMI,Disabled
"Chesapeake city, Virginia",0.0,161.0,35.0,05000US51550,51,550,D,Owner,N/A,30.1-50% AMI,Not disabled
"Chesapeake city, Virginia",0.0,161.0,36.0,05000US51550,51,550,S,Owner,N/A,50.1-80% AMI,All
"Chesapeake city, Virginia",0.0,161.0,37.0,05000US51550,51,550,D,Owner,N/A,50.1-80% AMI,Disabled
"Chesapeake city, Virginia",0.0,161.0,38.0,05000US51550,51,550,D,Owner,N/A,50.1-80% AMI,Not disabled
