name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Income,Disability_Status
"Fredericksburg city, Virginia",8560.0,381.0,1.0,05000US51630,51,630,T,All,All,All,All
"Fredericksburg city, Virginia",3215.0,371.0,2.0,05000US51630,51,630,S,Owner,All,All,All
"Fredericksburg city, Virginia",680.0,239.0,3.0,05000US51630,51,630,S,Owner,Yes,All,All
"Fredericksburg city, Virginia",235.0,140.0,4.0,05000US51630,51,630,S,Owner,Yes,30% AMI or less,All
"Fredericksburg city, Virginia",50.0,58.0,5.0,05000US51630,51,630,D,Owner,Yes,30% AMI or less,Disabled
"Fredericksburg city, Virginia",185.0,129.0,6.0,05000US51630,51,630,D,Owner,Yes,30% AMI or less,Not disabled
"Fredericksburg city, Virginia",105.0,93.0,7.0,05000US51630,51,630,S,Owner,Yes,30.1-50% AMI,All
"Fredericksburg city, Virginia",30.0,59.0,8.0,05000US51630,51,630,D,Owner,Yes,30.1-50% AMI,Disabled
"Fredericksburg city, Virginia",75.0,69.0,9.0,05000US51630,51,630,D,Owner,Yes,30.1-50% AMI,Not disabled
"Fredericksburg city, Virginia",190.0,115.0,10.0,05000US51630,51,630,S,Owner,Yes,50.1-80% AMI,All
"Fredericksburg city, Virginia",15.0,23.0,11.0,05000US51630,51,630,D,Owner,Yes,50.1-80% AMI,Disabled
"Fredericksburg city, Virginia",175.0,119.0,12.0,05000US51630,51,630,D,Owner,Yes,50.1-80% AMI,Not disabled
"Fredericksburg city, Virginia",150.0,102.0,13.0,05000US51630,51,630,S,Owner,Yes,80.1% AMI and above,All
"Fredericksburg city, Virginia",0.0,161.0,14.0,05000US51630,51,630,D,Owner,Yes,80.1% AMI and above,Disabled
"Fredericksburg city, Virginia",150.0,102.0,15.0,05000US51630,51,630,D,Owner,Yes,80.1% AMI and above,Not disabled
"Fredericksburg city, Virginia",2535.0,382.0,16.0,05000US51630,51,630,S,Owner,No,All,All
"Fredericksburg city, Virginia",100.0,82.0,17.0,05000US51630,51,630,S,Owner,No,30% AMI or less,All
"Fredericksburg city, Virginia",0.0,161.0,18.0,05000US51630,51,630,D,Owner,No,30% AMI or less,Disabled
"Fredericksburg city, Virginia",100.0,82.0,19.0,05000US51630,51,630,D,Owner,No,30% AMI or less,Not disabled
"Fredericksburg city, Virginia",290.0,157.0,20.0,05000US51630,51,630,S,Owner,No,30.1-50% AMI,All
"Fredericksburg city, Virginia",20.0,44.0,21.0,05000US51630,51,630,D,Owner,No,30.1-50% AMI,Disabled
"Fredericksburg city, Virginia",270.0,154.0,22.0,05000US51630,51,630,D,Owner,No,30.1-50% AMI,Not disabled
"Fredericksburg city, Virginia",465.0,190.0,23.0,05000US51630,51,630,S,Owner,No,50.1-80% AMI,All
"Fredericksburg city, Virginia",0.0,161.0,24.0,05000US51630,51,630,D,Owner,No,50.1-80% AMI,Disabled
"Fredericksburg city, Virginia",465.0,190.0,25.0,05000US51630,51,630,D,Owner,No,50.1-80% AMI,Not disabled
"Fredericksburg city, Virginia",1680.0,352.0,26.0,05000US51630,51,630,S,Owner,No,80.1% AMI and above,All
"Fredericksburg city, Virginia",175.0,118.0,27.0,05000US51630,51,630,D,Owner,No,80.1% AMI and above,Disabled
"Fredericksburg city, Virginia",1505.0,326.0,28.0,05000US51630,51,630,D,Owner,No,80.1% AMI and above,Not disabled
"Fredericksburg city, Virginia",0.0,161.0,29.0,05000US51630,51,630,S,Owner,N/A,All,All
"Fredericksburg city, Virginia",0.0,161.0,30.0,05000US51630,51,630,S,Owner,N/A,30% AMI or less,All
"Fredericksburg city, Virginia",0.0,161.0,31.0,05000US51630,51,630,D,Owner,N/A,30% AMI or less,Disabled
"Fredericksburg city, Virginia",0.0,161.0,32.0,05000US51630,51,630,D,Owner,N/A,30% AMI or less,Not disabled
"Fredericksburg city, Virginia",0.0,161.0,33.0,05000US51630,51,630,S,Owner,N/A,30.1-50% AMI,All
"Fredericksburg city, Virginia",0.0,161.0,34.0,05000US51630,51,630,D,Owner,N/A,30.1-50% AMI,Disabled
"Fredericksburg city, Virginia",0.0,161.0,35.0,05000US51630,51,630,D,Owner,N/A,30.1-50% AMI,Not disabled
"Fredericksburg city, Virginia",0.0,161.0,36.0,05000US51630,51,630,S,Owner,N/A,50.1-80% AMI,All
"Fredericksburg city, Virginia",0.0,161.0,37.0,05000US51630,51,630,D,Owner,N/A,50.1-80% AMI,Disabled
