name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Income,Disability_Status
"Harrisonburg city, Virginia",13920.0,452.0,1.0,05000US51660,51,660,T,All,All,All,All
"Harrisonburg city, Virginia",5460.0,439.0,2.0,05000US51660,51,660,S,Owner,All,All,All
"Harrisonburg city, Virginia",1015.0,269.0,3.0,05000US51660,51,660,S,Owner,Yes,All,All
"Harrisonburg city, Virginia",200.0,123.0,4.0,05000US51660,51,660,S,Owner,Yes,30% AMI or less,All
"Harrisonburg city, Virginia",0.0,161.0,5.0,05000US51660,51,660,D,Owner,Yes,30% AMI or less,Disabled
"Harrisonburg city, Virginia",200.0,123.0,6.0,05000US51660,51,660,D,Owner,Yes,30% AMI or less,Not disabled
"Harrisonburg city, Virginia",70.0,75.0,7.0,05000US51660,51,660,S,Owner,Yes,30.1-50% AMI,All
"Harrisonburg city, Virginia",0.0,161.0,8.0,05000US51660,51,660,D,Owner,Yes,30.1-50% AMI,Disabled
"Harrisonburg city, Virginia",70.0,75.0,9.0,05000US51660,51,660,D,Owner,Yes,30.1-50% AMI,Not disabled
"Harrisonburg city, Virginia",400.0,199.0,10.0,05000US51660,51,660,S,Owner,Yes,50.1-80% AMI,All
"Harrisonburg city, Virginia",0.0,161.0,11.0,05000US51660,51,660,D,Owner,Yes,50.1-80% AMI,Disabled
"Harrisonburg city, Virginia",400.0,199.0,12.0,05000US51660,51,660,D,Owner,Yes,50.1-80% AMI,Not disabled
"Harrisonburg city, Virginia",340.0,138.0,13.0,05000US51660,51,660,S,Owner,Yes,80.1% AMI and above,All
"Harrisonburg city, Virginia",0.0,161.0,14.0,05000US51660,51,660,D,Owner,Yes,80.1% AMI and above,Disabled
"Harrisonburg city, Virginia",340.0,138.0,15.0,05000US51660,51,660,D,Owner,Yes,80.1% AMI and above,Not disabled
"Harrisonburg city, Virginia",4445.0,427.0,16.0,05000US51660,51,660,S,Owner,No,All,All
"Harrisonburg city, Virginia",0.0,161.0,17.0,05000US51660,51,660,S,Owner,No,30% AMI or less,All
"Harrisonburg city, Virginia",0.0,161.0,18.0,05000US51660,51,660,D,Owner,No,30% AMI or less,Disabled
"Harrisonburg city, Virginia",0.0,161.0,19.0,05000US51660,51,660,D,Owner,No,30% AMI or less,Not disabled
"Harrisonburg city, Virginia",195.0,137.0,20.0,05000US51660,51,660,S,Owner,No,30.1-50% AMI,All
