name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Income,Disability_Status
"Roanoke city, Virginia",41820.0,717.0,1.0,05000US51770,51,770,T,All,All,All,All
"Roanoke city, Virginia",24765.0,983.0,2.0,05000US51770,51,770,S,Owner,All,All,All
"Roanoke city, Virginia",6065.0,699.0,3.0,05000US51770,51,770,S,Owner,Yes,All,All
"Roanoke city, Virginia",1375.0,266.0,4.0,05000US51770,51,770,S,Owner,Yes,30% AMI or less,All
"Roanoke city, Virginia",275.0,135.0,5.0,05000US51770,51,770,D,Owner,Yes,30% AMI or less,Disabled
"Roanoke city, Virginia",1100.0,251.0,6.0,05000US51770,51,770,D,Owner,Yes,30% AMI or less,Not disabled
"Roanoke city, Virginia",1320.0,315.0,7.0,05000US51770,51,770,S,Owner,Yes,30.1-50% AMI,All
"Roanoke city, Virginia",335.0,155.0,8.0,05000US51770,51,770,D,Owner,Yes,30.1-50% AMI,Disabled
"Roanoke city, Virginia",985.0,256.0,9.0,05000US51770,51,770,D,Owner,Yes,30.1-50% AMI,Not disabled
"Roanoke city, Virginia",1965.0,452.0,10.0,05000US51770,51,770,S,Owner,Yes,50.1-80% AMI,All
"Roanoke city, Virginia",210.0,120.0,11.0,05000US51770,51,770,D,Owner,Yes,50.1-80% AMI,Disabled
"Roanoke city, Virginia",1755.0,434.0,12.0,05000US51770,51,770,D,Owner,Yes,50.1-80% AMI,Not disabled
"Roanoke city, Virginia",1410.0,289.0,13.0,05000US51770,51,770,S,Owner,Yes,80.1% AMI and above,All
"Roanoke city, Virginia",200.0,129.0,14.0,05000US51770,51,770,D,Owner,Yes,80.1% AMI and above,Disabled
"Roanoke city, Virginia",1210.0,265.0,15.0,05000US51770,51,770,D,Owner,Yes,80.1% AMI and above,Not disabled
"Roanoke city, Virginia",18570.0,896.0,16.0,05000US51770,51,770,S,Owner,No,All,All
"Roanoke city, Virginia",560.0,231.0,17.0,05000US51770,51,770,S,Owner,No,30% AMI or less,All
"Roanoke city, Virginia",210.0,147.0,18.0,05000US51770,51,770,D,Owner,No,30% AMI or less,Disabled
"Roanoke city, Virginia",350.0,169.0,19.0,05000US51770,51,770,D,Owner,No,30% AMI or less,Not disabled
"Roanoke city, Virginia",1365.0,327.0,20.0,05000US51770,51,770,S,Owner,No,30.1-50% AMI,All
"Roanoke city, Virginia",410.0,182.0,21.0,05000US51770,51,770,D,Owner,No,30.1-50% AMI,Disabled
"Roanoke city, Virginia",955.0,294.0,22.0,05000US51770,51,770,D,Owner,No,30.1-50% AMI,Not disabled
"Roanoke city, Virginia",2995.0,459.0,23.0,05000US51770,51,770,S,Owner,No,50.1-80% AMI,All
"Roanoke city, Virginia",485.0,197.0,24.0,05000US51770,51,770,D,Owner,No,50.1-80% AMI,Disabled
"Roanoke city, Virginia",2510.0,435.0,25.0,05000US51770,51,770,D,Owner,No,50.1-80% AMI,Not disabled
"Roanoke city, Virginia",13655.0,840.0,26.0,05000US51770,51,770,S,Owner,No,80.1% AMI and above,All
"Roanoke city, Virginia",1305.0,381.0,27.0,05000US51770,51,770,D,Owner,No,80.1% AMI and above,Disabled
"Roanoke city, Virginia",12350.0,874.0,28.0,05000US51770,51,770,D,Owner,No,80.1% AMI and above,Not disabled
"Roanoke city, Virginia",130.0,99.0,29.0,05000US51770,51,770,S,Owner,N/A,All,All
"Roanoke city, Virginia",130.0,99.0,30.0,05000US51770,51,770,S,Owner,N/A,30% AMI or less,All
"Roanoke city, Virginia",25.0,43.0,31.0,05000US51770,51,770,D,Owner,N/A,30% AMI or less,Disabled
"Roanoke city, Virginia",105.0,89.0,32.0,05000US51770,51,770,D,Owner,N/A,30% AMI or less,Not disabled
"Roanoke city, Virginia",0.0,161.0,33.0,05000US51770,51,770,S,Owner,N/A,30.1-50% AMI,All
"Roanoke city, Virginia",0.0,161.0,34.0,05000US51770,51,770,D,Owner,N/A,30.1-50% AMI,Disabled
"Roanoke city, Virginia",0.0,161.0,35.0,05000US51770,51,770,D,Owner,N/A,30.1-50% AMI,Not disabled
"Roanoke city, Virginia",0.0,161.0,36.0,05000US51770,51,770,S,Owner,N/A,50.1-80% AMI,All
"Roanoke city, Virginia",0.0,161.0,37.0,05000US51770,51,770,D,Owner,N/A,50.1-80% AMI,Disabled
"Roanoke city, Virginia",0.0,161.0,38.0,05000US51770,51,770,D,Owner,N/A,50.1-80% AMI,Not disabled
"Roanoke city, Virginia",0.0,161.0,39.0,05000US51770,51,770,S,Owner,N/A,80.1% AMI and above,All
"Roanoke city, Virginia",0.0,161.0,40.0,05000US51770,51,770,D,Owner,N/A,80.1% AMI and above,Disabled
"Roanoke city, Virginia",0.0,161.0,41.0,05000US51770,51,770,D,Owner,N/A,80.1% AMI and above,Not disabled
"Roanoke city, Virginia",17055.0,960.0,42.0,05000US51770,51,770,S,Renter,All,All,All
