name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Income,Disability_Status
"Norfolk city, Virginia",0.0,161.0,38.0,05000US51710,51,710,D,Owner,N/A,50.1-80% AMI,Not disabled
"Norfolk city, Virginia",0.0,161.0,39.0,05000US51710,51,710,S,Owner,N/A,80.1% AMI and above,All
"Norfolk city, Virginia",0.0,161.0,40.0,05000US51710,51,710,D,Owner,N/A,80.1% AMI and above,Disabled
"Norfolk city, Virginia",0.0,161.0,41.0,05000US51710,51,710,D,Owner,N/A,80.1% AMI and above,Not disabled
"Norfolk city, Virginia",45125.0,1197.0,42.0,05000US51710,51,710,S,Renter,All,All,All
"Norfolk city, Virginia",21790.0,1045.0,43.0,05000US51710,51,710,S,Renter,Yes,All,All
"Norfolk city, Virginia",8205.0,771.0,44.0,05000US51710,51,710,S,Renter,Yes,30% AMI or less,All
"Norfolk city, Virginia",1365.0,322.0,45.0,05000US51710,51,710,D,Renter,Yes,30% AMI or less,Disabled
"Norfolk city, Virginia",6840.0,699.0,46.0,05000US51710,51,710,D,Renter,Yes,30% AMI or less,Not disabled
"Norfolk city, Virginia",7100.0,845.0,47.0,05000US51710,51,710,S,Renter,Yes,30.1-50% AMI,All
"Norfolk city, Virginia",530.0,178.0,48.0,05000US51710,51,710,D,Renter,Yes,30.1-50% AMI,Disabled
"Norfolk city, Virginia",6570.0,807.0,49.0,05000US51710,51,710,D,Renter,Yes,30.1-50% AMI,Not disabled
"Norfolk city, Virginia",5190.0,654.0,50.0,05000US51710,51,710,S,Renter,Yes,50.1-80% AMI,All
"Norfolk city, Virginia",260.0,109.0,51.0,05000US51710,51,710,D,Renter,Yes,50.1-80% AMI,Disabled
"Norfolk city, Virginia",4935.0,641.0,52.0,05000US51710,51,710,D,Renter,Yes,50.1-80% AMI,Not disabled
"Norfolk city, Virginia",1295.0,369.0,53.0,05000US51710,51,710,S,Renter,Yes,80.1% AMI and above,All
"Norfolk city, Virginia",120.0,100.0,54.0,05000US51710,51,710,D,Renter,Yes,80.1% AMI and above,Disabled
"Norfolk city, Virginia",1175.0,348.0,55.0,05000US51710,51,710,D,Renter,Yes,80.1% AMI and above,Not disabled
"Norfolk city, Virginia",21185.0,1293.0,56.0,05000US51710,51,710,S,Renter,No,All,All
"Norfolk city, Virginia",2270.0,439.0,57.0,05000US51710,51,710,S,Renter,No,30% AMI or less,All
"Norfolk city, Virginia",470.0,179.0,58.0,05000US51710,51,710,D,Renter,No,30% AMI or less,Disabled
"Norfolk city, Virginia",1800.0,422.0,59.0,05000US51710,51,710,D,Renter,No,30% AMI or less,Not disabled
"Norfolk city, Virginia",955.0,292.0,60.0,05000US51710,51,710,S,Renter,No,30.1-50% AMI,All
"Norfolk city, Virginia",120.0,86.0,61.0,05000US51710,51,710,D,Renter,No,30.1-50% AMI,Disabled
"Norfolk city, Virginia",835.0,280.0,62.0,05000US51710,51,710,D,Renter,No,30.1-50% AMI,Not disabled
"Norfolk city, Virginia",5780.0,623.0,63.0,05000US51710,51,710,S,Renter,No,50.1-80% AMI,All
"Norfolk city, Virginia",365.0,181.0,64.0,05000US51710,51,710,D,Renter,No,50.1-80% AMI,Disabled
"Norfolk city, Virginia",5415.0,591.0,65.0,05000US51710,51,710,D,Renter,No,50.1-80% AMI,Not disabled
"Norfolk city, Virginia",12180.0,1008.0,66.0,05000US51710,51,710,S,Renter,No,80.1% AMI and above,All
"Norfolk city, Virginia",660.0,229.0,67.0,05000US51710,51,710,D,Renter,No,80.1% AMI and above,Disabled
"Norfolk city, Virginia",11520.0,947.0,68.0,05000US51710,51,710,D,Renter,No,80.1% AMI and above,Not disabled
"Norfolk city, Virginia",2150.0,471.0,69.0,05000US51710,51,710,S,Renter,N/A,All,All
"Norfolk city, Virginia",1280.0,400.0,70.0,05000US51710,51,710,S,Renter,N/A,30% AMI or less,All
"Norfolk city, Virginia",85.0,80.0,71.0,05000US51710,51,710,D,Renter,N/A,30% AMI or less,Disabled
"Norfolk city, Virginia",1195.0,356.0,72.0,05000US51710,51,710,D,Renter,N/A,30% AMI or less,Not disabled
"Norfolk city, Virginia",185.0,103.0,73.0,05000US51710,51,710,S,Renter,N/A,30.1-50% AMI,All
"Norfolk city, Virginia",45.0,52.0,74.0,05000US51710,51,710,D,Renter,N/A,30.1-50% AMI,Disabled
"Norfolk city, Virginia",140.0,86.0,75.0,05000US51710,51,710,D,Renter,N/A,30.1-50% AMI,Not disabled
"Norfolk city, Virginia",360.0,207.0,76.0,05000US51710,51,710,S,Renter,N/A,50.1-80% AMI,All
"Norfolk city, Virginia",60.0,79.0,77.0,05000US51710,51,710,D,Renter,N/A,50.1-80% AMI,Disabled
"Norfolk city, Virginia",300.0,194.0,78.0,05000US51710,51,710,D,Renter,N/A,50.1-80% AMI,Not disabled
"Norfolk city, Virginia",320.0,155.0,79.0,05000US51710,51,710,S,Renter,N/A,80.1% AMI and above,All
"Norfolk city, Virginia",0.0,161.0,80.0,05000US51710,51,710,D,Renter,N/A,80.1% AMI and above,Disabled
"Norfolk city, Virginia",320.0,155.0,81.0,05000US51710,51,710,D,Renter,N/A,80.1% AMI and above,Not disabled
