name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Income,Disability_Status
"Staunton city, Virginia",40.0,51.0,32.0,05000US51790,51,790,D,Owner,N/A,30% AMI or less,Not disabled
"Staunton city, Virginia",0.0,161.0,33.0,05000US51790,51,790,S,Owner,N/A,30.1-50% AMI,All
"Staunton city, Virginia",0.0,161.0,34.0,05000US51790,51,790,D,Owner,N/A,30.1-50% AMI,Disabled
"Staunton city, Virginia",0.0,161.0,35.0,05000US51790,51,790,D,Owner,N/A,30.1-50% AMI,Not disabled
"Staunton city, Virginia",0.0,161.0,36.0,05000US51790,51,790,S,Owner,N/A,50.1-80% AMI,All
"Staunton city, Virginia",0.0,161.0,37.0,05000US51790,51,790,D,Owner,N/A,50.1-80% AMI,Disabled
"Staunton city, Virginia",0.0,161.0,38.0,05000US51790,51,790,D,Owner,N/A,50.1-80% AMI,Not disabled
"Staunton city, Virginia",0.0,161.0,39.0,05000US51790,51,790,S,Owner,N/A,80.1% AMI and above,All
"Staunton city, Virginia",0.0,161.0,40.0,05000US51790,51,790,D,Owner,N/A,80.1% AMI and above,Disabled
"Staunton city, Virginia",0.0,161.0,41.0,05000US51790,51,790,D,Owner,N/A,80.1% AMI and above,Not disabled
"Staunton city, Virginia",3930.0,422.0,42.0,05000US51790,51,790,S,Renter,All,All,All
"Staunton city, Virginia",1640.0,343.0,43.0,05000US51790,51,790,S,Renter,Yes,All,All
"Staunton city, Virginia",635.0,219.0,44.0,05000US51790,51,790,S,Renter,Yes,30% AMI or less,All
"Staunton city, Virginia",165.0,130.0,45.0,05000US51790,51,790,D,Renter,Yes,30% AMI or less,Disabled
"Staunton city, Virginia",475.0,223.0,46.0,05000US51790,51,790,D,Renter,Yes,30% AMI or less,Not disabled
"Staunton city, Virginia",675.0,248.0,47.0,05000US51790,51,790,S,Renter,Yes,30.1-50% AMI,All
"Staunton city, Virginia",90.0,87.0,48.0,05000US51790,51,790,D,Renter,Yes,30.1-50% AMI,Disabled
"Staunton city, Virginia",585.0,227.0,49.0,05000US51790,51,790,D,Renter,Yes,30.1-50% AMI,Not disabled
"Staunton city, Virginia",305.0,138.0,50.0,05000US51790,51,790,S,Renter,Yes,50.1-80% AMI,All
"Staunton city, Virginia",15.0,24.0,51.0,05000US51790,51,790,D,Renter,Yes,50.1-80% AMI,Disabled
"Staunton city, Virginia",290.0,136.0,52.0,05000US51790,51,790,D,Renter,Yes,50.1-80% AMI,Not disabled
"Staunton city, Virginia",30.0,26.0,53.0,05000US51790,51,790,S,Renter,Yes,80.1% AMI and above,All
"Staunton city, Virginia",15.0,25.0,54.0,05000US51790,51,790,D,Renter,Yes,80.1% AMI and above,Disabled
"Staunton city, Virginia",15.0,24.0,55.0,05000US51790,51,790,D,Renter,Yes,80.1% AMI and above,Not disabled
"Staunton city, Virginia",1935.0,396.0,56.0,05000US51790,51,790,S,Renter,No,All,All
"Staunton city, Virginia",65.0,53.0,57.0,05000US51790,51,790,S,Renter,No,30% AMI or less,All
"Staunton city, Virginia",10.0,21.0,58.0,05000US51790,51,790,D,Renter,No,30% AMI or less,Disabled
"Staunton city, Virginia",55.0,51.0,59.0,05000US51790,51,790,D,Renter,No,30% AMI or less,Not disabled
"Staunton city, Virginia",155.0,91.0,60.0,05000US51790,51,790,S,Renter,No,30.1-50% AMI,All
"Staunton city, Virginia",0.0,161.0,61.0,05000US51790,51,790,D,Renter,No,30.1-50% AMI,Disabled
"Staunton city, Virginia",155.0,91.0,62.0,05000US51790,51,790,D,Renter,No,30.1-50% AMI,Not disabled
"Staunton city, Virginia",570.0,268.0,63.0,05000US51790,51,790,S,Renter,No,50.1-80% AMI,All
"Staunton city, Virginia",230.0,200.0,64.0,05000US51790,51,790,D,Renter,No,50.1-80% AMI,Disabled
"Staunton city, Virginia",340.0,142.0,65.0,05000US51790,51,790,D,Renter,No,50.1-80% AMI,Not disabled
"Staunton city, Virginia",1145.0,290.0,66.0,05000US51790,51,790,S,Renter,No,80.1% AMI and above,All
"Staunton city, Virginia",145.0,122.0,67.0,05000US51790,51,790,D,Renter,No,80.1% AMI and above,Disabled
"Staunton city, Virginia",995.0,271.0,68.0,05000US51790,51,790,D,Renter,No,80.1% AMI and above,Not disabled
"Staunton city, Virginia",355.0,174.0,69.0,05000US51790,51,790,S,Renter,N/A,All,All
"Staunton city, Virginia",290.0,173.0,70.0,05000US51790,51,790,S,Renter,N/A,30% AMI or less,All
"Staunton city, Virginia",25.0,44.0,71.0,05000US51790,51,790,D,Renter,N/A,30% AMI or less,Disabled
"Staunton city, Virginia",265.0,172.0,72.0,05000US51790,51,790,D,Renter,N/A,30% AMI or less,Not disabled
"Staunton city, Virginia",30.0,37.0,73.0,05000US51790,51,790,S,Renter,N/A,30.1-50% AMI,All
"Staunton city, Virginia",30.0,37.0,74.0,05000US51790,51,790,D,Renter,N/A,30.1-50% AMI,Disabled
"Staunton city, Virginia",0.0,161.0,75.0,05000US51790,51,790,D,Renter,N/A,30.1-50% AMI,Not disabled
"Staunton city, Virginia",35.0,47.0,76.0,05000US51790,51,790,S,Renter,N/A,50.1-80% AMI,All
"Staunton city, Virginia",0.0,161.0,77.0,05000US51790,51,790,D,Renter,N/A,50.1-80% AMI,Disabled
"Staunton city, Virginia",35.0,47.0,78.0,05000US51790,51,790,D,Renter,N/A,50.1-80% AMI,Not disabled
"Staunton city, Virginia",0.0,161.0,79.0,05000US51790,51,790,S,Renter,N/A,80.1% AMI and above,All
"Staunton city, Virginia",0.0,161.0,80.0,05000US51790,51,790,D,Renter,N/A,80.1% AMI and above,Disabled
"Staunton city, Virginia",0.0,161.0,81.0,05000US51790,51,790,D,Renter,N/A,80.1% AMI and above,Not disabled
