name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Income,Disability_Status
"Fairfax city, Virginia",8310.0,184.0,1.0,05000US51600,51,600,T,All,All,All,All
"Fairfax city, Virginia",6365.0,271.0,2.0,05000US51600,51,600,S,Owner,All,All,All
"Fairfax city, Virginia",1995.0,339.0,3.0,05000US51600,51,600,S,Owner,Yes,All,All
"Fairfax city, Virginia",225.0,123.0,4.0,05000US51600,51,600,S,Owner,Yes,30% AMI or less,All
"Fairfax city, Virginia",25.0,38.0,5.0,05000US51600,51,600,D,Owner,Yes,30% AMI or less,Disabled
"Fairfax city, Virginia",200.0,114.0,6.0,05000US51600,51,600,D,Owner,Yes,30% AMI or less,Not disabled
"Fairfax city, Virginia",145.0,89.0,7.0,05000US51600,51,600,S,Owner,Yes,30.1-50% AMI,All
"Fairfax city, Virginia",60.0,56.0,8.0,05000US51600,51,600,D,Owner,Yes,30.1-50% AMI,Disabled
"Fairfax city, Virginia",85.0,58.0,9.0,05000US51600,51,600,D,Owner,Yes,30.1-50% AMI,Not disabled
"Fairfax city, Virginia",500.0,187.0,10.0,05000US51600,51,600,S,Owner,Yes,50.1-80% AMI,All
"Fairfax city, Virginia",15.0,32.0,11.0,05000US51600,51,600,D,Owner,Yes,50.1-80% AMI,Disabled
"Fairfax city, Virginia",480.0,181.0,12.0,05000US51600,51,600,D,Owner,Yes,50.1-80% AMI,Not disabled
"Fairfax city, Virginia",1130.0,262.0,13.0,05000US51600,51,600,S,Owner,Yes,80.1% AMI and above,All
"Fairfax city, Virginia",15.0,24.0,14.0,05000US51600,51,600,D,Owner,Yes,80.1% AMI and above,Disabled
"Fairfax city, Virginia",1115.0,257.0,15.0,05000US51600,51,600,D,Owner,Yes,80.1% AMI and above,Not disabled
"Fairfax city, Virginia",4350.0,331.0,16.0,05000US51600,51,600,S,Owner,No,All,All
"Fairfax city, Virginia",10.0,16.0,17.0,05000US51600,51,600,S,Owner,No,30% AMI or less,All
"Fairfax city, Virginia",10.0,16.0,18.0,05000US51600,51,600,D,Owner,No,30% AMI or less,Disabled
"Fairfax city, Virginia",0.0,161.0,19.0,05000US51600,51,600,D,Owner,No,30% AMI or less,Not disabled
"Fairfax city, Virginia",50.0,48.0,20.0,05000US51600,51,600,S,Owner,No,30.1-50% AMI,All
"Fairfax city, Virginia",0.0,161.0,21.0,05000US51600,51,600,D,Owner,No,30.1-50% AMI,Disabled
"Fairfax city, Virginia",50.0,48.0,22.0,05000US51600,51,600,D,Owner,No,30.1-50% AMI,Not disabled
"Fairfax city, Virginia",435.0,154.0,23.0,05000US51600,51,600,S,Owner,No,50.1-80% AMI,All
"Fairfax city, Virginia",35.0,47.0,24.0,05000US51600,51,600,D,Owner,No,50.1-80% AMI,Disabled
"Fairfax city, Virginia",400.0,145.0,25.0,05000US51600,51,600,D,Owner,No,50.1-80% AMI,Not disabled
"Fairfax city, Virginia",3855.0,350.0,26.0,05000US51600,51,600,S,Owner,No,80.1% AMI and above,All
"Fairfax city, Virginia",215.0,110.0,27.0,05000US51600,51,600,D,Owner,No,80.1% AMI and above,Disabled
"Fairfax city, Virginia",3640.0,337.0,28.0,05000US51600,51,600,D,Owner,No,80.1% AMI and above,Not disabled
"Fairfax city, Virginia",20.0,26.0,29.0,05000US51600,51,600,S,Owner,N/A,All,All
"Fairfax city, Virginia",20.0,26.0,30.0,05000US51600,51,600,S,Owner,N/A,30% AMI or less,All
"Fairfax city, Virginia",0.0,161.0,31.0,05000US51600,51,600,D,Owner,N/A,30% AMI or less,Disabled
"Fairfax city, Virginia",20.0,26.0,32.0,05000US51600,51,600,D,Owner,N/A,30% AMI or less,Not disabled
"Fairfax city, Virginia",0.0,161.0,33.0,05000US51600,51,600,S,Owner,N/A,30.1-50% AMI,All
"Fairfax city, Virginia",0.0,161.0,34.0,05000US51600,51,600,D,Owner,N/A,30.1-50% AMI,Disabled
"Fairfax city, Virginia",0.0,161.0,35.0,05000US51600,51,600,D,Owner,N/A,30.1-50% AMI,Not disabled
"Fairfax city, Virginia",0.0,161.0,36.0,05000US51600,51,600,S,Owner,N/A,50.1-80% AMI,All
