name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Income,Disability_Status
"Winchester city, Virginia",45.0,62.0,60.0,05000US51840,51,840,S,Renter,No,30.1-50% AMI,All
"Winchester city, Virginia",0.0,161.0,61.0,05000US51840,51,840,D,Renter,No,30.1-50% AMI,Disabled
"Winchester city, Virginia",45.0,62.0,62.0,05000US51840,51,840,D,Renter,No,30.1-50% AMI,Not disabled
"Winchester city, Virginia",450.0,212.0,63.0,05000US51840,51,840,S,Renter,No,50.1-80% AMI,All
"Winchester city, Virginia",35.0,57.0,64.0,05000US51840,51,840,D,Renter,No,50.1-80% AMI,Disabled
"Winchester city, Virginia",415.0,203.0,65.0,05000US51840,51,840,D,Renter,No,50.1-80% AMI,Not disabled
"Winchester city, Virginia",1870.0,427.0,66.0,05000US51840,51,840,S,Renter,No,80.1% AMI and above,All
"Winchester city, Virginia",95.0,86.0,67.0,05000US51840,51,840,D,Renter,No,80.1% AMI and above,Disabled
"Winchester city, Virginia",1775.0,419.0,68.0,05000US51840,51,840,D,Renter,No,80.1% AMI and above,Not disabled
"Winchester city, Virginia",330.0,178.0,69.0,05000US51840,51,840,S,Renter,N/A,All,All
"Winchester city, Virginia",165.0,102.0,70.0,05000US51840,51,840,S,Renter,N/A,30% AMI or less,All
"Winchester city, Virginia",0.0,161.0,71.0,05000US51840,51,840,D,Renter,N/A,30% AMI or less,Disabled
"Winchester city, Virginia",165.0,102.0,72.0,05000US51840,51,840,D,Renter,N/A,30% AMI or less,Not disabled
"Winchester city, Virginia",15.0,28.0,73.0,05000US51840,51,840,S,Renter,N/A,30.1-50% AMI,All
"Winchester city, Virginia",15.0,28.0,74.0,05000US51840,51,840,D,Renter,N/A,30.1-50% AMI,Disabled
"Winchester city, Virginia",0.0,161.0,75.0,05000US51840,51,840,D,Renter,N/A,30.1-50% AMI,Not disabled
"Winchester city, Virginia",30.0,50.0,76.0,05000US51840,51,840,S,Renter,N/A,50.1-80% AMI,All
"Winchester city, Virginia",0.0,161.0,77.0,05000US51840,51,840,D,Renter,N/A,50.1-80% AMI,Disabled
"Winchester city, Virginia",30.0,50.0,78.0,05000US51840,51,840,D,Renter,N/A,50.1-80% AMI,Not disabled
"Winchester city, Virginia",120.0,124.0,79.0,05000US51840,51,840,S,Renter,N/A,80.1% AMI and above,All
"Winchester city, Virginia",0.0,161.0,80.0,05000US51840,51,840,D,Renter,N/A,80.1% AMI and above,Disabled
"Winchester city, Virginia",120.0,124.0,81.0,05000US51840,51,840,D,Renter,N/A,80.1% AMI and above,Not disabled
