name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Income,Disability_Status
"Manassas city, Virginia",11705.0,435.0,1.0,05000US51683,51,683,T,All,All,All,All
"Manassas city, Virginia",8160.0,518.0,2.0,05000US51683,51,683,S,Owner,All,All,All
"Manassas city, Virginia",2665.0,440.0,3.0,05000US51683,51,683,S,Owner,Yes,All,All
"Manassas city, Virginia",315.0,165.0,4.0,05000US51683,51,683,S,Owner,Yes,30% AMI or less,All
"Manassas city, Virginia",0.0,161.0,5.0,05000US51683,51,683,D,Owner,Yes,30% AMI or less,Disabled
"Manassas city, Virginia",315.0,165.0,6.0,05000US51683,51,683,D,Owner,Yes,30% AMI or less,Not disabled
"Manassas city, Virginia",440.0,192.0,7.0,05000US51683,51,683,S,Owner,Yes,30.1-50% AMI,All
"Manassas city, Virginia",15.0,33.0,8.0,05000US51683,51,683,D,Owner,Yes,30.1-50% AMI,Disabled
"Manassas city, Virginia",420.0,187.0,9.0,05000US51683,51,683,D,Owner,Yes,30.1-50% AMI,Not disabled
"Manassas city, Virginia",975.0,255.0,10.0,05000US51683,51,683,S,Owner,Yes,50.1-80% AMI,All
"Manassas city, Virginia",80.0,73.0,11.0,05000US51683,51,683,D,Owner,Yes,50.1-80% AMI,Disabled
"Manassas city, Virginia",895.0,238.0,12.0,05000US51683,51,683,D,Owner,Yes,50.1-80% AMI,Not disabled
"Manassas city, Virginia",935.0,281.0,13.0,05000US51683,51,683,S,Owner,Yes,80.1% AMI and above,All
"Manassas city, Virginia",15.0,24.0,14.0,05000US51683,51,683,D,Owner,Yes,80.1% AMI and above,Disabled
"Manassas city, Virginia",920.0,283.0,15.0,05000US51683,51,683,D,Owner,Yes,80.1% AMI and above,Not disabled
"Manassas city, Virginia",5485.0,496.0,16.0,05000US51683,51,683,S,Owner,No,All,All
"Manassas city, Virginia",0.0,161.0,17.0,05000US51683,51,683,S,Owner,No,30% AMI or less,All
"Manassas city, Virginia",0.0,161.0,18.0,05000US51683,51,683,D,Owner,No,30% AMI or less,Disabled
"Manassas city, Virginia",0.0,161.0,19.0,05000US51683,51,683,D,Owner,No,30% AMI or less,Not disabled
"Manassas city, Virginia",235.0,157.0,20.0,05000US51683,51,683,S,Owner,No,30.1-50% AMI,All
"Manassas city, Virginia",40.0,63.0,21.0,05000US51683,51,683,D,Owner,No,30.1-50% AMI,Disabled
"Manassas city, Virginia",200.0,150.0,22.0,05000US51683,51,683,D,Owner,No,30.1-50% AMI,Not disabled
"Manassas city, Virginia",465.0,153.0,23.0,05000US51683,51,683,S,Owner,No,50.1-80% AMI,All
"Manassas city, Virginia",115.0,103.0,24.0,05000US51683,51,683,D,Owner,No,50.1-80% AMI,Disabled
"Manassas city, Virginia",350.0,146.0,25.0,05000US51683,51,683,D,Owner,No,50.1-80% AMI,Not disabled
