name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Income,Disability_Status
"Hampton city, Virginia",54650.0,823.0,1.0,05000US51650,51,650,T,All,All,All,All
"Hampton city, Virginia",33030.0,1005.0,2.0,05000US51650,51,650,S,Owner,All,All,All
"Hampton city, Virginia",9585.0,835.0,3.0,05000US51650,51,650,S,Owner,Yes,All,All
"Hampton city, Virginia",1805.0,315.0,4.0,05000US51650,51,650,S,Owner,Yes,30% AMI or less,All
"Hampton city, Virginia",480.0,152.0,5.0,05000US51650,51,650,D,Owner,Yes,30% AMI or less,Disabled
"Hampton city, Virginia",1325.0,292.0,6.0,05000US51650,51,650,D,Owner,Yes,30% AMI or less,Not disabled
"Hampton city, Virginia",1590.0,384.0,7.0,05000US51650,51,650,S,Owner,Yes,30.1-50% AMI,All
"Hampton city, Virginia",470.0,191.0,8.0,05000US51650,51,650,D,Owner,Yes,30.1-50% AMI,Disabled
"Hampton city, Virginia",1125.0,324.0,9.0,05000US51650,51,650,D,Owner,Yes,30.1-50% AMI,Not disabled
"Hampton city, Virginia",2725.0,488.0,10.0,05000US51650,51,650,S,Owner,Yes,50.1-80% AMI,All
"Hampton city, Virginia",285.0,150.0,11.0,05000US51650,51,650,D,Owner,Yes,50.1-80% AMI,Disabled
"Hampton city, Virginia",2445.0,459.0,12.0,05000US51650,51,650,D,Owner,Yes,50.1-80% AMI,Not disabled
"Hampton city, Virginia",3460.0,548.0,13.0,05000US51650,51,650,S,Owner,Yes,80.1% AMI and above,All
"Hampton city, Virginia",310.0,136.0,14.0,05000US51650,51,650,D,Owner,Yes,80.1% AMI and above,Disabled
"Hampton city, Virginia",3155.0,545.0,15.0,05000US51650,51,650,D,Owner,Yes,80.1% AMI and above,Not disabled
"Hampton city, Virginia",23375.0,922.0,16.0,05000US51650,51,650,S,Owner,No,All,All
"Hampton city, Virginia",105.0,72.0,17.0,05000US51650,51,650,S,Owner,No,30% AMI or less,All
"Hampton city, Virginia",20.0,34.0,18.0,05000US51650,51,650,D,Owner,No,30% AMI or less,Disabled
"Hampton city, Virginia",90.0,67.0,19.0,05000US51650,51,650,D,Owner,No,30% AMI or less,Not disabled
"Hampton city, Virginia",1130.0,320.0,20.0,05000US51650,51,650,S,Owner,No,30.1-50% AMI,All
"Hampton city, Virginia",150.0,83.0,21.0,05000US51650,51,650,D,Owner,No,30.1-50% AMI,Disabled
"Hampton city, Virginia",975.0,299.0,22.0,05000US51650,51,650,D,Owner,No,30.1-50% AMI,Not disabled
"Hampton city, Virginia",2675.0,401.0,23.0,05000US51650,51,650,S,Owner,No,50.1-80% AMI,All
"Hampton city, Virginia",560.0,207.0,24.0,05000US51650,51,650,D,Owner,No,50.1-80% AMI,Disabled
"Hampton city, Virginia",2115.0,355.0,25.0,05000US51650,51,650,D,Owner,No,50.1-80% AMI,Not disabled
"Hampton city, Virginia",19460.0,836.0,26.0,05000US51650,51,650,S,Owner,No,80.1% AMI and above,All
"Hampton city, Virginia",1470.0,314.0,27.0,05000US51650,51,650,D,Owner,No,80.1% AMI and above,Disabled
"Hampton city, Virginia",17990.0,917.0,28.0,05000US51650,51,650,D,Owner,No,80.1% AMI and above,Not disabled
"Hampton city, Virginia",75.0,73.0,29.0,05000US51650,51,650,S,Owner,N/A,All,All
"Hampton city, Virginia",75.0,73.0,30.0,05000US51650,51,650,S,Owner,N/A,30% AMI or less,All
"Hampton city, Virginia",0.0,161.0,31.0,05000US51650,51,650,D,Owner,N/A,30% AMI or less,Disabled
"Hampton city, Virginia",75.0,73.0,32.0,05000US51650,51,650,D,Owner,N/A,30% AMI or less,Not disabled
"Hampton city, Virginia",0.0,161.0,33.0,05000US51650,51,650,S,Owner,N/A,30.1-50% AMI,All
"Hampton city, Virginia",0.0,161.0,34.0,05000US51650,51,650,D,Owner,N/A,30.1-50% AMI,Disabled
"Hampton city, Virginia",0.0,161.0,35.0,05000US51650,51,650,D,Owner,N/A,30.1-50% AMI,Not disabled
"Hampton city, Virginia",0.0,161.0,36.0,05000US51650,51,650,S,Owner,N/A,50.1-80% AMI,All
"Hampton city, Virginia",0.0,161.0,37.0,05000US51650,51,650,D,Owner,N/A,50.1-80% AMI,Disabled
"Hampton city, Virginia",0.0,161.0,38.0,05000US51650,51,650,D,Owner,N/A,50.1-80% AMI,Not disabled
"Hampton city, Virginia",0.0,161.0,39.0,05000US51650,51,650,S,Owner,N/A,80.1% AMI and above,All
"Hampton city, Virginia",0.0,161.0,40.0,05000US51650,51,650,D,Owner,N/A,80.1% AMI and above,Disabled
"Hampton city, Virginia",0.0,161.0,41.0,05000US51650,51,650,D,Owner,N/A,80.1% AMI and above,Not disabled
"Hampton city, Virginia",21620.0,1063.0,42.0,05000US51650,51,650,S,Renter,All,All,All
"Hampton city, Virginia",9025.0,902.0,43.0,05000US51650,51,650,S,Renter,Yes,All,All
"Hampton city, Virginia",3985.0,545.0,44.0,05000US51650,51,650,S,Renter,Yes,30% AMI or less,All
"Hampton city, Virginia",500.0,202.0,45.0,05000US51650,51,650,D,Renter,Yes,30% AMI or less,Disabled
"Hampton city, Virginia",3485.0,521.0,46.0,05000US51650,51,650,D,Renter,Yes,30% AMI or less,Not disabled
"Hampton city, Virginia",2235.0,477.0,47.0,05000US51650,51,650,S,Renter,Yes,30.1-50% AMI,All
"Hampton city, Virginia",250.0,110.0,48.0,05000US51650,51,650,D,Renter,Yes,30.1-50% AMI,Disabled
"Hampton city, Virginia",1980.0,457.0,49.0,05000US51650,51,650,D,Renter,Yes,30.1-50% AMI,Not disabled
"Hampton city, Virginia",2310.0,447.0,50.0,05000US51650,51,650,S,Renter,Yes,50.1-80% AMI,All
"Hampton city, Virginia",145.0,134.0,51.0,05000US51650,51,650,D,Renter,Yes,50.1-80% AMI,Disabled
"Hampton city, Virginia",2165.0,448.0,52.0,05000US51650,51,650,D,Renter,Yes,50.1-80% AMI,Not disabled
