name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Income,Disability_Status
"Hampton city, Virginia",495.0,228.0,53.0,05000US51650,51,650,S,Renter,Yes,80.1% AMI and above,All
"Hampton city, Virginia",0.0,161.0,54.0,05000US51650,51,650,D,Renter,Yes,80.1% AMI and above,Disabled
"Hampton city, Virginia",495.0,228.0,55.0,05000US51650,51,650,D,Renter,Yes,80.1% AMI and above,Not disabled
"Hampton city, Virginia",11215.0,1014.0,56.0,05000US51650,51,650,S,Renter,No,All,All
"Hampton city, Virginia",545.0,225.0,57.0,05000US51650,51,650,S,Renter,No,30% AMI or less,All
"Hampton city, Virginia",105.0,125.0,58.0,05000US51650,51,650,D,Renter,No,30% AMI or less,Disabled
"Hampton city, Virginia",435.0,217.0,59.0,05000US51650,51,650,D,Renter,No,30% AMI or less,Not disabled
"Hampton city, Virginia",355.0,185.0,60.0,05000US51650,51,650,S,Renter,No,30.1-50% AMI,All
"Hampton city, Virginia",45.0,56.0,61.0,05000US51650,51,650,D,Renter,No,30.1-50% AMI,Disabled
"Hampton city, Virginia",305.0,173.0,62.0,05000US51650,51,650,D,Renter,No,30.1-50% AMI,Not disabled
"Hampton city, Virginia",3080.0,640.0,63.0,05000US51650,51,650,S,Renter,No,50.1-80% AMI,All
"Hampton city, Virginia",190.0,145.0,64.0,05000US51650,51,650,D,Renter,No,50.1-80% AMI,Disabled
"Hampton city, Virginia",2885.0,615.0,65.0,05000US51650,51,650,D,Renter,No,50.1-80% AMI,Not disabled
"Hampton city, Virginia",7235.0,868.0,66.0,05000US51650,51,650,S,Renter,No,80.1% AMI and above,All
"Hampton city, Virginia",185.0,104.0,67.0,05000US51650,51,650,D,Renter,No,80.1% AMI and above,Disabled
"Hampton city, Virginia",7055.0,853.0,68.0,05000US51650,51,650,D,Renter,No,80.1% AMI and above,Not disabled
"Hampton city, Virginia",1385.0,437.0,69.0,05000US51650,51,650,S,Renter,N/A,All,All
"Hampton city, Virginia",540.0,231.0,70.0,05000US51650,51,650,S,Renter,N/A,30% AMI or less,All
"Hampton city, Virginia",105.0,98.0,71.0,05000US51650,51,650,D,Renter,N/A,30% AMI or less,Disabled
"Hampton city, Virginia",430.0,181.0,72.0,05000US51650,51,650,D,Renter,N/A,30% AMI or less,Not disabled
"Hampton city, Virginia",225.0,176.0,73.0,05000US51650,51,650,S,Renter,N/A,30.1-50% AMI,All
"Hampton city, Virginia",30.0,39.0,74.0,05000US51650,51,650,D,Renter,N/A,30.1-50% AMI,Disabled
"Hampton city, Virginia",195.0,170.0,75.0,05000US51650,51,650,D,Renter,N/A,30.1-50% AMI,Not disabled
"Hampton city, Virginia",240.0,197.0,76.0,05000US51650,51,650,S,Renter,N/A,50.1-80% AMI,All
"Hampton city, Virginia",15.0,26.0,77.0,05000US51650,51,650,D,Renter,N/A,50.1-80% AMI,Disabled
"Hampton city, Virginia",230.0,191.0,78.0,05000US51650,51,650,D,Renter,N/A,50.1-80% AMI,Not disabled
"Hampton city, Virginia",375.0,174.0,79.0,05000US51650,51,650,S,Renter,N/A,80.1% AMI and above,All
"Hampton city, Virginia",0.0,161.0,80.0,05000US51650,51,650,D,Renter,N/A,80.1% AMI and above,Disabled
"Hampton city, Virginia",375.0,174.0,81.0,05000US51650,51,650,D,Renter,N/A,80.1% AMI and above,Not disabled
