name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Income,Disability_Status
"Richmond city, Virginia",81610.0,1156.0,1.0,05000US51760,51,760,T,All,All,All,All
"Richmond city, Virginia",38915.0,1326.0,2.0,05000US51760,51,760,S,Owner,All,All,All
"Richmond city, Virginia",13010.0,1078.0,3.0,05000US51760,51,760,S,Owner,Yes,All,All
"Richmond city, Virginia",3555.0,587.0,4.0,05000US51760,51,760,S,Owner,Yes,30% AMI or less,All
"Richmond city, Virginia",1135.0,351.0,5.0,05000US51760,51,760,D,Owner,Yes,30% AMI or less,Disabled
"Richmond city, Virginia",2420.0,433.0,6.0,05000US51760,51,760,D,Owner,Yes,30% AMI or less,Not disabled
"Richmond city, Virginia",2215.0,466.0,7.0,05000US51760,51,760,S,Owner,Yes,30.1-50% AMI,All
"Richmond city, Virginia",525.0,219.0,8.0,05000US51760,51,760,D,Owner,Yes,30.1-50% AMI,Disabled
"Richmond city, Virginia",1690.0,386.0,9.0,05000US51760,51,760,D,Owner,Yes,30.1-50% AMI,Not disabled
"Richmond city, Virginia",3195.0,444.0,10.0,05000US51760,51,760,S,Owner,Yes,50.1-80% AMI,All
"Richmond city, Virginia",530.0,165.0,11.0,05000US51760,51,760,D,Owner,Yes,50.1-80% AMI,Disabled
"Richmond city, Virginia",2665.0,445.0,12.0,05000US51760,51,760,D,Owner,Yes,50.1-80% AMI,Not disabled
"Richmond city, Virginia",4040.0,477.0,13.0,05000US51760,51,760,S,Owner,Yes,80.1% AMI and above,All
"Richmond city, Virginia",360.0,194.0,14.0,05000US51760,51,760,D,Owner,Yes,80.1% AMI and above,Disabled
"Richmond city, Virginia",3680.0,443.0,15.0,05000US51760,51,760,D,Owner,Yes,80.1% AMI and above,Not disabled
"Richmond city, Virginia",25775.0,1136.0,16.0,05000US51760,51,760,S,Owner,No,All,All
"Richmond city, Virginia",370.0,161.0,17.0,05000US51760,51,760,S,Owner,No,30% AMI or less,All
"Richmond city, Virginia",100.0,84.0,18.0,05000US51760,51,760,D,Owner,No,30% AMI or less,Disabled
"Richmond city, Virginia",265.0,125.0,19.0,05000US51760,51,760,D,Owner,No,30% AMI or less,Not disabled
"Richmond city, Virginia",1180.0,290.0,20.0,05000US51760,51,760,S,Owner,No,30.1-50% AMI,All
"Richmond city, Virginia",175.0,108.0,21.0,05000US51760,51,760,D,Owner,No,30.1-50% AMI,Disabled
"Richmond city, Virginia",1010.0,273.0,22.0,05000US51760,51,760,D,Owner,No,30.1-50% AMI,Not disabled
"Richmond city, Virginia",3415.0,528.0,23.0,05000US51760,51,760,S,Owner,No,50.1-80% AMI,All
"Richmond city, Virginia",640.0,231.0,24.0,05000US51760,51,760,D,Owner,No,50.1-80% AMI,Disabled
"Richmond city, Virginia",2780.0,466.0,25.0,05000US51760,51,760,D,Owner,No,50.1-80% AMI,Not disabled
"Richmond city, Virginia",20810.0,958.0,26.0,05000US51760,51,760,S,Owner,No,80.1% AMI and above,All
"Richmond city, Virginia",1405.0,332.0,27.0,05000US51760,51,760,D,Owner,No,80.1% AMI and above,Disabled
"Richmond city, Virginia",19405.0,950.0,28.0,05000US51760,51,760,D,Owner,No,80.1% AMI and above,Not disabled
"Richmond city, Virginia",135.0,82.0,29.0,05000US51760,51,760,S,Owner,N/A,All,All
"Richmond city, Virginia",135.0,82.0,30.0,05000US51760,51,760,S,Owner,N/A,30% AMI or less,All
"Richmond city, Virginia",25.0,34.0,31.0,05000US51760,51,760,D,Owner,N/A,30% AMI or less,Disabled
"Richmond city, Virginia",105.0,82.0,32.0,05000US51760,51,760,D,Owner,N/A,30% AMI or less,Not disabled
"Richmond city, Virginia",0.0,161.0,33.0,05000US51760,51,760,S,Owner,N/A,30.1-50% AMI,All
"Richmond city, Virginia",0.0,161.0,34.0,05000US51760,51,760,D,Owner,N/A,30.1-50% AMI,Disabled
"Richmond city, Virginia",0.0,161.0,35.0,05000US51760,51,760,D,Owner,N/A,30.1-50% AMI,Not disabled
"Richmond city, Virginia",0.0,161.0,36.0,05000US51760,51,760,S,Owner,N/A,50.1-80% AMI,All
"Richmond city, Virginia",0.0,161.0,37.0,05000US51760,51,760,D,Owner,N/A,50.1-80% AMI,Disabled
"Richmond city, Virginia",0.0,161.0,38.0,05000US51760,51,760,D,Owner,N/A,50.1-80% AMI,Not disabled
"Richmond city, Virginia",0.0,161.0,39.0,05000US51760,51,760,S,Owner,N/A,80.1% AMI and above,All
"Richmond city, Virginia",0.0,161.0,40.0,05000US51760,51,760,D,Owner,N/A,80.1% AMI and above,Disabled
"Richmond city, Virginia",0.0,161.0,41.0,05000US51760,51,760,D,Owner,N/A,80.1% AMI and above,Not disabled
"Richmond city, Virginia",42695.0,1426.0,42.0,05000US51760,51,760,S,Renter,All,All,All
"Richmond city, Virginia",21165.0,1359.0,43.0,05000US51760,51,760,S,Renter,Yes,All,All
"Richmond city, Virginia",9800.0,839.0,44.0,05000US51760,51,760,S,Renter,Yes,30% AMI or less,All
"Richmond city, Virginia",1980.0,511.0,45.0,05000US51760,51,760,D,Renter,Yes,30% AMI or less,Disabled
"Richmond city, Virginia",7820.0,705.0,46.0,05000US51760,51,760,D,Renter,Yes,30% AMI or less,Not disabled
"Richmond city, Virginia",6400.0,776.0,47.0,05000US51760,51,760,S,Renter,Yes,30.1-50% AMI,All
"Richmond city, Virginia",685.0,306.0,48.0,05000US51760,51,760,D,Renter,Yes,30.1-50% AMI,Disabled
"Richmond city, Virginia",5720.0,799.0,49.0,05000US51760,51,760,D,Renter,Yes,30.1-50% AMI,Not disabled
"Richmond city, Virginia",4120.0,761.0,50.0,05000US51760,51,760,S,Renter,Yes,50.1-80% AMI,All
"Richmond city, Virginia",575.0,387.0,51.0,05000US51760,51,760,D,Renter,Yes,50.1-80% AMI,Disabled
"Richmond city, Virginia",3545.0,665.0,52.0,05000US51760,51,760,D,Renter,Yes,50.1-80% AMI,Not disabled
"Richmond city, Virginia",840.0,271.0,53.0,05000US51760,51,760,S,Renter,Yes,80.1% AMI and above,All
"Richmond city, Virginia",165.0,122.0,54.0,05000US51760,51,760,D,Renter,Yes,80.1% AMI and above,Disabled
"Richmond city, Virginia",675.0,242.0,55.0,05000US51760,51,760,D,Renter,Yes,80.1% AMI and above,Not disabled
"Richmond city, Virginia",19565.0,1354.0,56.0,05000US51760,51,760,S,Renter,No,All,All
"Richmond city, Virginia",3095.0,544.0,57.0,05000US51760,51,760,S,Renter,No,30% AMI or less,All
"Richmond city, Virginia",710.0,212.0,58.0,05000US51760,51,760,D,Renter,No,30% AMI or less,Disabled
"Richmond city, Virginia",2390.0,520.0,59.0,05000US51760,51,760,D,Renter,No,30% AMI or less,Not disabled
"Richmond city, Virginia",1865.0,441.0,60.0,05000US51760,51,760,S,Renter,No,30.1-50% AMI,All
"Richmond city, Virginia",170.0,144.0,61.0,05000US51760,51,760,D,Renter,No,30.1-50% AMI,Disabled
"Richmond city, Virginia",1690.0,401.0,62.0,05000US51760,51,760,D,Renter,No,30.1-50% AMI,Not disabled
"Richmond city, Virginia",5545.0,752.0,63.0,05000US51760,51,760,S,Renter,No,50.1-80% AMI,All
"Richmond city, Virginia",455.0,180.0,64.0,05000US51760,51,760,D,Renter,No,50.1-80% AMI,Disabled
"Richmond city, Virginia",5090.0,714.0,65.0,05000US51760,51,760,D,Renter,No,50.1-80% AMI,Not disabled
"Richmond city, Virginia",9060.0,975.0,66.0,05000US51760,51,760,S,Renter,No,80.1% AMI and above,All
"Richmond city, Virginia",540.0,254.0,67.0,05000US51760,51,760,D,Renter,No,80.1% AMI and above,Disabled
"Richmond city, Virginia",8520.0,935.0,68.0,05000US51760,51,760,D,Renter,No,80.1% AMI and above,Not disabled
"Richmond city, Virginia",1965.0,350.0,69.0,05000US51760,51,760,S,Renter,N/A,All,All
"Richmond city, Virginia",1285.0,286.0,70.0,05000US51760,51,760,S,Renter,N/A,30% AMI or less,All
"Richmond city, Virginia",195.0,141.0,71.0,05000US51760,51,760,D,Renter,N/A,30% AMI or less,Disabled
"Richmond city, Virginia",1090.0,269.0,72.0,05000US51760,51,760,D,Renter,N/A,30% AMI or less,Not disabled
"Richmond city, Virginia",265.0,146.0,73.0,05000US51760,51,760,S,Renter,N/A,30.1-50% AMI,All
"Richmond city, Virginia",80.0,101.0,74.0,05000US51760,51,760,D,Renter,N/A,30.1-50% AMI,Disabled
"Richmond city, Virginia",185.0,104.0,75.0,05000US51760,51,760,D,Renter,N/A,30.1-50% AMI,Not disabled
"Richmond city, Virginia",140.0,113.0,76.0,05000US51760,51,760,S,Renter,N/A,50.1-80% AMI,All
"Richmond city, Virginia",20.0,34.0,77.0,05000US51760,51,760,D,Renter,N/A,50.1-80% AMI,Disabled
"Richmond city, Virginia",120.0,109.0,78.0,05000US51760,51,760,D,Renter,N/A,50.1-80% AMI,Not disabled
"Richmond city, Virginia",275.0,122.0,79.0,05000US51760,51,760,S,Renter,N/A,80.1% AMI and above,All
"Richmond city, Virginia",0.0,161.0,80.0,05000US51760,51,760,D,Renter,N/A,80.1% AMI and above,Disabled
"Richmond city, Virginia",275.0,122.0,81.0,05000US51760,51,760,D,Renter,N/A,80.1% AMI and above,Not disabled
