name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Income,Disability_Status
"Lynchburg city, Virginia",25905.0,614.0,1.0,05000US51680,51,680,T,All,All,All,All
"Lynchburg city, Virginia",15395.0,685.0,2.0,05000US51680,51,680,S,Owner,All,All,All
"Lynchburg city, Virginia",3305.0,401.0,3.0,05000US51680,51,680,S,Owner,Yes,All,All
"Lynchburg city, Virginia",815.0,227.0,4.0,05000US51680,51,680,S,Owner,Yes,30% AMI or less,All
"Lynchburg city, Virginia",170.0,122.0,5.0,05000US51680,51,680,D,Owner,Yes,30% AMI or less,Disabled
"Lynchburg city, Virginia",645.0,192.0,6.0,05000US51680,51,680,D,Owner,Yes,30% AMI or less,Not disabled
"Lynchburg city, Virginia",735.0,222.0,7.0,05000US51680,51,680,S,Owner,Yes,30.1-50% AMI,All
"Lynchburg city, Virginia",120.0,82.0,8.0,05000US51680,51,680,D,Owner,Yes,30.1-50% AMI,Disabled
"Lynchburg city, Virginia",615.0,211.0,9.0,05000US51680,51,680,D,Owner,Yes,30.1-50% AMI,Not disabled
"Lynchburg city, Virginia",920.0,271.0,10.0,05000US51680,51,680,S,Owner,Yes,50.1-80% AMI,All
"Lynchburg city, Virginia",70.0,56.0,11.0,05000US51680,51,680,D,Owner,Yes,50.1-80% AMI,Disabled
"Lynchburg city, Virginia",850.0,265.0,12.0,05000US51680,51,680,D,Owner,Yes,50.1-80% AMI,Not disabled
"Lynchburg city, Virginia",840.0,245.0,13.0,05000US51680,51,680,S,Owner,Yes,80.1% AMI and above,All
"Lynchburg city, Virginia",50.0,47.0,14.0,05000US51680,51,680,D,Owner,Yes,80.1% AMI and above,Disabled
"Lynchburg city, Virginia",790.0,239.0,15.0,05000US51680,51,680,D,Owner,Yes,80.1% AMI and above,Not disabled
"Lynchburg city, Virginia",11940.0,587.0,16.0,05000US51680,51,680,S,Owner,No,All,All
"Lynchburg city, Virginia",175.0,103.0,17.0,05000US51680,51,680,S,Owner,No,30% AMI or less,All
"Lynchburg city, Virginia",45.0,56.0,18.0,05000US51680,51,680,D,Owner,No,30% AMI or less,Disabled
"Lynchburg city, Virginia",130.0,89.0,19.0,05000US51680,51,680,D,Owner,No,30% AMI or less,Not disabled
"Lynchburg city, Virginia",1015.0,261.0,20.0,05000US51680,51,680,S,Owner,No,30.1-50% AMI,All
"Lynchburg city, Virginia",195.0,90.0,21.0,05000US51680,51,680,D,Owner,No,30.1-50% AMI,Disabled
"Lynchburg city, Virginia",820.0,247.0,22.0,05000US51680,51,680,D,Owner,No,30.1-50% AMI,Not disabled
"Lynchburg city, Virginia",1935.0,357.0,23.0,05000US51680,51,680,S,Owner,No,50.1-80% AMI,All
"Lynchburg city, Virginia",370.0,173.0,24.0,05000US51680,51,680,D,Owner,No,50.1-80% AMI,Disabled
"Lynchburg city, Virginia",1565.0,338.0,25.0,05000US51680,51,680,D,Owner,No,50.1-80% AMI,Not disabled
"Lynchburg city, Virginia",8820.0,540.0,26.0,05000US51680,51,680,S,Owner,No,80.1% AMI and above,All
"Lynchburg city, Virginia",665.0,198.0,27.0,05000US51680,51,680,D,Owner,No,80.1% AMI and above,Disabled
"Lynchburg city, Virginia",8155.0,563.0,28.0,05000US51680,51,680,D,Owner,No,80.1% AMI and above,Not disabled
"Lynchburg city, Virginia",150.0,101.0,29.0,05000US51680,51,680,S,Owner,N/A,All,All
"Lynchburg city, Virginia",150.0,101.0,30.0,05000US51680,51,680,S,Owner,N/A,30% AMI or less,All
"Lynchburg city, Virginia",0.0,161.0,31.0,05000US51680,51,680,D,Owner,N/A,30% AMI or less,Disabled
"Lynchburg city, Virginia",150.0,101.0,32.0,05000US51680,51,680,D,Owner,N/A,30% AMI or less,Not disabled
"Lynchburg city, Virginia",0.0,161.0,33.0,05000US51680,51,680,S,Owner,N/A,30.1-50% AMI,All
"Lynchburg city, Virginia",0.0,161.0,34.0,05000US51680,51,680,D,Owner,N/A,30.1-50% AMI,Disabled
"Lynchburg city, Virginia",0.0,161.0,35.0,05000US51680,51,680,D,Owner,N/A,30.1-50% AMI,Not disabled
"Lynchburg city, Virginia",0.0,161.0,36.0,05000US51680,51,680,S,Owner,N/A,50.1-80% AMI,All
"Lynchburg city, Virginia",0.0,161.0,37.0,05000US51680,51,680,D,Owner,N/A,50.1-80% AMI,Disabled
"Lynchburg city, Virginia",0.0,161.0,38.0,05000US51680,51,680,D,Owner,N/A,50.1-80% AMI,Not disabled
"Lynchburg city, Virginia",0.0,161.0,39.0,05000US51680,51,680,S,Owner,N/A,80.1% AMI and above,All
"Lynchburg city, Virginia",0.0,161.0,40.0,05000US51680,51,680,D,Owner,N/A,80.1% AMI and above,Disabled
"Lynchburg city, Virginia",0.0,161.0,41.0,05000US51680,51,680,D,Owner,N/A,80.1% AMI and above,Not disabled
"Lynchburg city, Virginia",10505.0,739.0,42.0,05000US51680,51,680,S,Renter,All,All,All
"Lynchburg city, Virginia",4265.0,567.0,43.0,05000US51680,51,680,S,Renter,Yes,All,All
"Lynchburg city, Virginia",2255.0,435.0,44.0,05000US51680,51,680,S,Renter,Yes,30% AMI or less,All
"Lynchburg city, Virginia",355.0,198.0,45.0,05000US51680,51,680,D,Renter,Yes,30% AMI or less,Disabled
"Lynchburg city, Virginia",1895.0,397.0,46.0,05000US51680,51,680,D,Renter,Yes,30% AMI or less,Not disabled
"Lynchburg city, Virginia",1050.0,312.0,47.0,05000US51680,51,680,S,Renter,Yes,30.1-50% AMI,All
"Lynchburg city, Virginia",0.0,161.0,48.0,05000US51680,51,680,D,Renter,Yes,30.1-50% AMI,Disabled
"Lynchburg city, Virginia",1050.0,312.0,49.0,05000US51680,51,680,D,Renter,Yes,30.1-50% AMI,Not disabled
"Lynchburg city, Virginia",625.0,271.0,50.0,05000US51680,51,680,S,Renter,Yes,50.1-80% AMI,All
"Lynchburg city, Virginia",0.0,161.0,51.0,05000US51680,51,680,D,Renter,Yes,50.1-80% AMI,Disabled
"Lynchburg city, Virginia",625.0,271.0,52.0,05000US51680,51,680,D,Renter,Yes,50.1-80% AMI,Not disabled
"Lynchburg city, Virginia",335.0,150.0,53.0,05000US51680,51,680,S,Renter,Yes,80.1% AMI and above,All
"Lynchburg city, Virginia",70.0,57.0,54.0,05000US51680,51,680,D,Renter,Yes,80.1% AMI and above,Disabled
"Lynchburg city, Virginia",265.0,144.0,55.0,05000US51680,51,680,D,Renter,Yes,80.1% AMI and above,Not disabled
"Lynchburg city, Virginia",5395.0,562.0,56.0,05000US51680,51,680,S,Renter,No,All,All
"Lynchburg city, Virginia",375.0,177.0,57.0,05000US51680,51,680,S,Renter,No,30% AMI or less,All
"Lynchburg city, Virginia",115.0,112.0,58.0,05000US51680,51,680,D,Renter,No,30% AMI or less,Disabled
"Lynchburg city, Virginia",265.0,138.0,59.0,05000US51680,51,680,D,Renter,No,30% AMI or less,Not disabled
"Lynchburg city, Virginia",365.0,199.0,60.0,05000US51680,51,680,S,Renter,No,30.1-50% AMI,All
"Lynchburg city, Virginia",110.0,99.0,61.0,05000US51680,51,680,D,Renter,No,30.1-50% AMI,Disabled
"Lynchburg city, Virginia",255.0,153.0,62.0,05000US51680,51,680,D,Renter,No,30.1-50% AMI,Not disabled
"Lynchburg city, Virginia",1660.0,369.0,63.0,05000US51680,51,680,S,Renter,No,50.1-80% AMI,All
"Lynchburg city, Virginia",60.0,65.0,64.0,05000US51680,51,680,D,Renter,No,50.1-80% AMI,Disabled
"Lynchburg city, Virginia",1600.0,369.0,65.0,05000US51680,51,680,D,Renter,No,50.1-80% AMI,Not disabled
"Lynchburg city, Virginia",2990.0,418.0,66.0,05000US51680,51,680,S,Renter,No,80.1% AMI and above,All
"Lynchburg city, Virginia",250.0,160.0,67.0,05000US51680,51,680,D,Renter,No,80.1% AMI and above,Disabled
"Lynchburg city, Virginia",2745.0,393.0,68.0,05000US51680,51,680,D,Renter,No,80.1% AMI and above,Not disabled
"Lynchburg city, Virginia",845.0,268.0,69.0,05000US51680,51,680,S,Renter,N/A,All,All
"Lynchburg city, Virginia",515.0,201.0,70.0,05000US51680,51,680,S,Renter,N/A,30% AMI or less,All
"Lynchburg city, Virginia",115.0,116.0,71.0,05000US51680,51,680,D,Renter,N/A,30% AMI or less,Disabled
"Lynchburg city, Virginia",400.0,190.0,72.0,05000US51680,51,680,D,Renter,N/A,30% AMI or less,Not disabled
"Lynchburg city, Virginia",185.0,158.0,73.0,05000US51680,51,680,S,Renter,N/A,30.1-50% AMI,All
"Lynchburg city, Virginia",0.0,161.0,74.0,05000US51680,51,680,D,Renter,N/A,30.1-50% AMI,Disabled
"Lynchburg city, Virginia",185.0,158.0,75.0,05000US51680,51,680,D,Renter,N/A,30.1-50% AMI,Not disabled
"Lynchburg city, Virginia",125.0,91.0,76.0,05000US51680,51,680,S,Renter,N/A,50.1-80% AMI,All
"Lynchburg city, Virginia",0.0,161.0,77.0,05000US51680,51,680,D,Renter,N/A,50.1-80% AMI,Disabled
"Lynchburg city, Virginia",125.0,91.0,78.0,05000US51680,51,680,D,Renter,N/A,50.1-80% AMI,Not disabled
"Lynchburg city, Virginia",20.0,38.0,79.0,05000US51680,51,680,S,Renter,N/A,80.1% AMI and above,All
"Lynchburg city, Virginia",0.0,161.0,80.0,05000US51680,51,680,D,Renter,N/A,80.1% AMI and above,Disabled
