name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Income,Disability_Status
"Virginia Beach city, Virginia",0.0,161.0,34.0,05000US51810,51,810,D,Owner,N/A,30.1-50% AMI,Disabled
"Virginia Beach city, Virginia",0.0,161.0,35.0,05000US51810,51,810,D,Owner,N/A,30.1-50% AMI,Not disabled
"Virginia Beach city, Virginia",0.0,161.0,36.0,05000US51810,51,810,S,Owner,N/A,50.1-80% AMI,All
"Virginia Beach city, Virginia",0.0,161.0,37.0,05000US51810,51,810,D,Owner,N/A,50.1-80% AMI,Disabled
"Virginia Beach city, Virginia",0.0,161.0,38.0,05000US51810,51,810,D,Owner,N/A,50.1-80% AMI,Not disabled
"Virginia Beach city, Virginia",0.0,161.0,39.0,05000US51810,51,810,S,Owner,N/A,80.1% AMI and above,All
"Virginia Beach city, Virginia",0.0,161.0,40.0,05000US51810,51,810,D,Owner,N/A,80.1% AMI and above,Disabled
"Virginia Beach city, Virginia",0.0,161.0,41.0,05000US51810,51,810,D,Owner,N/A,80.1% AMI and above,Not disabled
"Virginia Beach city, Virginia",50760.0,1583.0,42.0,05000US51810,51,810,S,Renter,All,All,All
"Virginia Beach city, Virginia",23480.0,1190.0,43.0,05000US51810,51,810,S,Renter,Yes,All,All
"Virginia Beach city, Virginia",4800.0,625.0,44.0,05000US51810,51,810,S,Renter,Yes,30% AMI or less,All
"Virginia Beach city, Virginia",890.0,371.0,45.0,05000US51810,51,810,D,Renter,Yes,30% AMI or less,Disabled
"Virginia Beach city, Virginia",3910.0,551.0,46.0,05000US51810,51,810,D,Renter,Yes,30% AMI or less,Not disabled
"Virginia Beach city, Virginia",6085.0,843.0,47.0,05000US51810,51,810,S,Renter,Yes,30.1-50% AMI,All
"Virginia Beach city, Virginia",660.0,219.0,48.0,05000US51810,51,810,D,Renter,Yes,30.1-50% AMI,Disabled
"Virginia Beach city, Virginia",5425.0,801.0,49.0,05000US51810,51,810,D,Renter,Yes,30.1-50% AMI,Not disabled
"Virginia Beach city, Virginia",8815.0,888.0,50.0,05000US51810,51,810,S,Renter,Yes,50.1-80% AMI,All
"Virginia Beach city, Virginia",730.0,329.0,51.0,05000US51810,51,810,D,Renter,Yes,50.1-80% AMI,Disabled
"Virginia Beach city, Virginia",8080.0,885.0,52.0,05000US51810,51,810,D,Renter,Yes,50.1-80% AMI,Not disabled
"Virginia Beach city, Virginia",3785.0,606.0,53.0,05000US51810,51,810,S,Renter,Yes,80.1% AMI and above,All
"Virginia Beach city, Virginia",205.0,129.0,54.0,05000US51810,51,810,D,Renter,Yes,80.1% AMI and above,Disabled
"Virginia Beach city, Virginia",3580.0,604.0,55.0,05000US51810,51,810,D,Renter,Yes,80.1% AMI and above,Not disabled
"Virginia Beach city, Virginia",25370.0,1475.0,56.0,05000US51810,51,810,S,Renter,No,All,All
"Virginia Beach city, Virginia",585.0,288.0,57.0,05000US51810,51,810,S,Renter,No,30% AMI or less,All
"Virginia Beach city, Virginia",65.0,63.0,58.0,05000US51810,51,810,D,Renter,No,30% AMI or less,Disabled
"Virginia Beach city, Virginia",520.0,277.0,59.0,05000US51810,51,810,D,Renter,No,30% AMI or less,Not disabled
"Virginia Beach city, Virginia",665.0,260.0,60.0,05000US51810,51,810,S,Renter,No,30.1-50% AMI,All
"Virginia Beach city, Virginia",65.0,80.0,61.0,05000US51810,51,810,D,Renter,No,30.1-50% AMI,Disabled
"Virginia Beach city, Virginia",600.0,246.0,62.0,05000US51810,51,810,D,Renter,No,30.1-50% AMI,Not disabled
"Virginia Beach city, Virginia",2750.0,511.0,63.0,05000US51810,51,810,S,Renter,No,50.1-80% AMI,All
"Virginia Beach city, Virginia",200.0,115.0,64.0,05000US51810,51,810,D,Renter,No,50.1-80% AMI,Disabled
"Virginia Beach city, Virginia",2545.0,503.0,65.0,05000US51810,51,810,D,Renter,No,50.1-80% AMI,Not disabled
"Virginia Beach city, Virginia",21375.0,1352.0,66.0,05000US51810,51,810,S,Renter,No,80.1% AMI and above,All
"Virginia Beach city, Virginia",1025.0,258.0,67.0,05000US51810,51,810,D,Renter,No,80.1% AMI and above,Disabled
"Virginia Beach city, Virginia",20350.0,1367.0,68.0,05000US51810,51,810,D,Renter,No,80.1% AMI and above,Not disabled
"Virginia Beach city, Virginia",1910.0,387.0,69.0,05000US51810,51,810,S,Renter,N/A,All,All
"Virginia Beach city, Virginia",700.0,246.0,70.0,05000US51810,51,810,S,Renter,N/A,30% AMI or less,All
"Virginia Beach city, Virginia",45.0,52.0,71.0,05000US51810,51,810,D,Renter,N/A,30% AMI or less,Disabled
"Virginia Beach city, Virginia",655.0,234.0,72.0,05000US51810,51,810,D,Renter,N/A,30% AMI or less,Not disabled
"Virginia Beach city, Virginia",155.0,87.0,73.0,05000US51810,51,810,S,Renter,N/A,30.1-50% AMI,All
"Virginia Beach city, Virginia",0.0,161.0,74.0,05000US51810,51,810,D,Renter,N/A,30.1-50% AMI,Disabled
"Virginia Beach city, Virginia",155.0,87.0,75.0,05000US51810,51,810,D,Renter,N/A,30.1-50% AMI,Not disabled
"Virginia Beach city, Virginia",430.0,219.0,76.0,05000US51810,51,810,S,Renter,N/A,50.1-80% AMI,All
"Virginia Beach city, Virginia",65.0,83.0,77.0,05000US51810,51,810,D,Renter,N/A,50.1-80% AMI,Disabled
"Virginia Beach city, Virginia",365.0,201.0,78.0,05000US51810,51,810,D,Renter,N/A,50.1-80% AMI,Not disabled
"Virginia Beach city, Virginia",625.0,226.0,79.0,05000US51810,51,810,S,Renter,N/A,80.1% AMI and above,All
"Virginia Beach city, Virginia",30.0,36.0,80.0,05000US51810,51,810,D,Renter,N/A,80.1% AMI and above,Disabled
"Virginia Beach city, Virginia",595.0,225.0,81.0,05000US51810,51,810,D,Renter,N/A,80.1% AMI and above,Not disabled
