name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Income,Disability_Status
"Newport News city, Virginia",73275.0,721.0,1.0,05000US51700,51,700,T,All,All,All,All
"Newport News city, Virginia",38530.0,1070.0,2.0,05000US51700,51,700,S,Owner,All,All,All
"Newport News city, Virginia",10335.0,944.0,3.0,05000US51700,51,700,S,Owner,Yes,All,All
"Newport News city, Virginia",2090.0,457.0,4.0,05000US51700,51,700,S,Owner,Yes,30% AMI or less,All
"Newport News city, Virginia",395.0,153.0,5.0,05000US51700,51,700,D,Owner,Yes,30% AMI or less,Disabled
"Newport News city, Virginia",1700.0,445.0,6.0,05000US51700,51,700,D,Owner,Yes,30% AMI or less,Not disabled
"Newport News city, Virginia",1820.0,359.0,7.0,05000US51700,51,700,S,Owner,Yes,30.1-50% AMI,All
"Newport News city, Virginia",350.0,170.0,8.0,05000US51700,51,700,D,Owner,Yes,30.1-50% AMI,Disabled
"Newport News city, Virginia",1470.0,312.0,9.0,05000US51700,51,700,D,Owner,Yes,30.1-50% AMI,Not disabled
"Newport News city, Virginia",2630.0,405.0,10.0,05000US51700,51,700,S,Owner,Yes,50.1-80% AMI,All
"Newport News city, Virginia",270.0,108.0,11.0,05000US51700,51,700,D,Owner,Yes,50.1-80% AMI,Disabled
"Newport News city, Virginia",2360.0,399.0,12.0,05000US51700,51,700,D,Owner,Yes,50.1-80% AMI,Not disabled
"Newport News city, Virginia",3795.0,627.0,13.0,05000US51700,51,700,S,Owner,Yes,80.1% AMI and above,All
"Newport News city, Virginia",235.0,140.0,14.0,05000US51700,51,700,D,Owner,Yes,80.1% AMI and above,Disabled
"Newport News city, Virginia",3560.0,604.0,15.0,05000US51700,51,700,D,Owner,Yes,80.1% AMI and above,Not disabled
"Newport News city, Virginia",27970.0,1357.0,16.0,05000US51700,51,700,S,Owner,No,All,All
"Newport News city, Virginia",305.0,143.0,17.0,05000US51700,51,700,S,Owner,No,30% AMI or less,All
"Newport News city, Virginia",45.0,53.0,18.0,05000US51700,51,700,D,Owner,No,30% AMI or less,Disabled
"Newport News city, Virginia",260.0,126.0,19.0,05000US51700,51,700,D,Owner,No,30% AMI or less,Not disabled
"Newport News city, Virginia",910.0,330.0,20.0,05000US51700,51,700,S,Owner,No,30.1-50% AMI,All
"Newport News city, Virginia",185.0,101.0,21.0,05000US51700,51,700,D,Owner,No,30.1-50% AMI,Disabled
"Newport News city, Virginia",725.0,316.0,22.0,05000US51700,51,700,D,Owner,No,30.1-50% AMI,Not disabled
"Newport News city, Virginia",3300.0,454.0,23.0,05000US51700,51,700,S,Owner,No,50.1-80% AMI,All
"Newport News city, Virginia",335.0,125.0,24.0,05000US51700,51,700,D,Owner,No,50.1-80% AMI,Disabled
"Newport News city, Virginia",2960.0,430.0,25.0,05000US51700,51,700,D,Owner,No,50.1-80% AMI,Not disabled
"Newport News city, Virginia",23460.0,1231.0,26.0,05000US51700,51,700,S,Owner,No,80.1% AMI and above,All
"Newport News city, Virginia",1970.0,361.0,27.0,05000US51700,51,700,D,Owner,No,80.1% AMI and above,Disabled
"Newport News city, Virginia",21490.0,1170.0,28.0,05000US51700,51,700,D,Owner,No,80.1% AMI and above,Not disabled
"Newport News city, Virginia",225.0,114.0,29.0,05000US51700,51,700,S,Owner,N/A,All,All
"Newport News city, Virginia",225.0,114.0,30.0,05000US51700,51,700,S,Owner,N/A,30% AMI or less,All
"Newport News city, Virginia",20.0,40.0,31.0,05000US51700,51,700,D,Owner,N/A,30% AMI or less,Disabled
"Newport News city, Virginia",200.0,107.0,32.0,05000US51700,51,700,D,Owner,N/A,30% AMI or less,Not disabled
"Newport News city, Virginia",0.0,161.0,33.0,05000US51700,51,700,S,Owner,N/A,30.1-50% AMI,All
"Newport News city, Virginia",0.0,161.0,34.0,05000US51700,51,700,D,Owner,N/A,30.1-50% AMI,Disabled
"Newport News city, Virginia",0.0,161.0,35.0,05000US51700,51,700,D,Owner,N/A,30.1-50% AMI,Not disabled
"Newport News city, Virginia",0.0,161.0,36.0,05000US51700,51,700,S,Owner,N/A,50.1-80% AMI,All
"Newport News city, Virginia",0.0,161.0,37.0,05000US51700,51,700,D,Owner,N/A,50.1-80% AMI,Disabled
"Newport News city, Virginia",0.0,161.0,38.0,05000US51700,51,700,D,Owner,N/A,50.1-80% AMI,Not disabled
"Newport News city, Virginia",0.0,161.0,39.0,05000US51700,51,700,S,Owner,N/A,80.1% AMI and above,All
"Newport News city, Virginia",0.0,161.0,40.0,05000US51700,51,700,D,Owner,N/A,80.1% AMI and above,Disabled
"Newport News city, Virginia",0.0,161.0,41.0,05000US51700,51,700,D,Owner,N/A,80.1% AMI and above,Not disabled
"Newport News city, Virginia",34745.0,1133.0,42.0,05000US51700,51,700,S,Renter,All,All,All
"Newport News city, Virginia",16475.0,1151.0,43.0,05000US51700,51,700,S,Renter,Yes,All,All
"Newport News city, Virginia",6105.0,779.0,44.0,05000US51700,51,700,S,Renter,Yes,30% AMI or less,All
"Newport News city, Virginia",1050.0,268.0,45.0,05000US51700,51,700,D,Renter,Yes,30% AMI or less,Disabled
"Newport News city, Virginia",5055.0,736.0,46.0,05000US51700,51,700,D,Renter,Yes,30% AMI or less,Not disabled
"Newport News city, Virginia",5270.0,807.0,47.0,05000US51700,51,700,S,Renter,Yes,30.1-50% AMI,All
"Newport News city, Virginia",470.0,208.0,48.0,05000US51700,51,700,D,Renter,Yes,30.1-50% AMI,Disabled
"Newport News city, Virginia",4800.0,783.0,49.0,05000US51700,51,700,D,Renter,Yes,30.1-50% AMI,Not disabled
"Newport News city, Virginia",4040.0,654.0,50.0,05000US51700,51,700,S,Renter,Yes,50.1-80% AMI,All
"Newport News city, Virginia",360.0,217.0,51.0,05000US51700,51,700,D,Renter,Yes,50.1-80% AMI,Disabled
"Newport News city, Virginia",3685.0,631.0,52.0,05000US51700,51,700,D,Renter,Yes,50.1-80% AMI,Not disabled
"Newport News city, Virginia",1055.0,279.0,53.0,05000US51700,51,700,S,Renter,Yes,80.1% AMI and above,All
"Newport News city, Virginia",75.0,65.0,54.0,05000US51700,51,700,D,Renter,Yes,80.1% AMI and above,Disabled
"Newport News city, Virginia",980.0,272.0,55.0,05000US51700,51,700,D,Renter,Yes,80.1% AMI and above,Not disabled
"Newport News city, Virginia",16780.0,1276.0,56.0,05000US51700,51,700,S,Renter,No,All,All
"Newport News city, Virginia",1385.0,349.0,57.0,05000US51700,51,700,S,Renter,No,30% AMI or less,All
"Newport News city, Virginia",385.0,197.0,58.0,05000US51700,51,700,D,Renter,No,30% AMI or less,Disabled
"Newport News city, Virginia",1000.0,284.0,59.0,05000US51700,51,700,D,Renter,No,30% AMI or less,Not disabled
"Newport News city, Virginia",730.0,235.0,60.0,05000US51700,51,700,S,Renter,No,30.1-50% AMI,All
"Newport News city, Virginia",100.0,80.0,61.0,05000US51700,51,700,D,Renter,No,30.1-50% AMI,Disabled
"Newport News city, Virginia",630.0,226.0,62.0,05000US51700,51,700,D,Renter,No,30.1-50% AMI,Not disabled
"Newport News city, Virginia",3545.0,728.0,63.0,05000US51700,51,700,S,Renter,No,50.1-80% AMI,All
"Newport News city, Virginia",190.0,145.0,64.0,05000US51700,51,700,D,Renter,No,50.1-80% AMI,Disabled
"Newport News city, Virginia",3355.0,711.0,65.0,05000US51700,51,700,D,Renter,No,50.1-80% AMI,Not disabled
"Newport News city, Virginia",11120.0,1092.0,66.0,05000US51700,51,700,S,Renter,No,80.1% AMI and above,All
"Newport News city, Virginia",350.0,197.0,67.0,05000US51700,51,700,D,Renter,No,80.1% AMI and above,Disabled
"Newport News city, Virginia",10770.0,1093.0,68.0,05000US51700,51,700,D,Renter,No,80.1% AMI and above,Not disabled
"Newport News city, Virginia",1490.0,318.0,69.0,05000US51700,51,700,S,Renter,N/A,All,All
"Newport News city, Virginia",495.0,210.0,70.0,05000US51700,51,700,S,Renter,N/A,30% AMI or less,All
"Newport News city, Virginia",100.0,63.0,71.0,05000US51700,51,700,D,Renter,N/A,30% AMI or less,Disabled
"Newport News city, Virginia",390.0,200.0,72.0,05000US51700,51,700,D,Renter,N/A,30% AMI or less,Not disabled
"Newport News city, Virginia",265.0,133.0,73.0,05000US51700,51,700,S,Renter,N/A,30.1-50% AMI,All
"Newport News city, Virginia",0.0,161.0,74.0,05000US51700,51,700,D,Renter,N/A,30.1-50% AMI,Disabled
"Newport News city, Virginia",265.0,133.0,75.0,05000US51700,51,700,D,Renter,N/A,30.1-50% AMI,Not disabled
"Newport News city, Virginia",220.0,122.0,76.0,05000US51700,51,700,S,Renter,N/A,50.1-80% AMI,All
"Newport News city, Virginia",0.0,161.0,77.0,05000US51700,51,700,D,Renter,N/A,50.1-80% AMI,Disabled
"Newport News city, Virginia",220.0,122.0,78.0,05000US51700,51,700,D,Renter,N/A,50.1-80% AMI,Not disabled
"Newport News city, Virginia",510.0,201.0,79.0,05000US51700,51,700,S,Renter,N/A,80.1% AMI and above,All
"Newport News city, Virginia",30.0,38.0,80.0,05000US51700,51,700,D,Renter,N/A,80.1% AMI and above,Disabled
"Newport News city, Virginia",480.0,200.0,81.0,05000US51700,51,700,D,Renter,N/A,80.1% AMI and above,Not disabled
